,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-1.2,-35.69,-71.69,15.1,-42.98,-24.4,-0.01,-0.86,0.3
1,-3.1,-37.81,-68.13,11.42,-12.43,-12.2,0.19,-0.8,0.55
2,-1.7,-21.81,-36.32,128.15,58.41,-6.75,0.01,-0.58,0.22
3,-19.5,-11.93,30.11,250.13,35.75,-75,-0.06,1.4,0.7
4,-3.11,-3.46,26.68,-17.26,29.53,-11.1,-0.02,0.93,0.53
5,14.2,-21.56,14.42,-55.26,-73.92,54.8,-0.09,1.31,0.64
6,12,-3.63,-44.85,-243.11,68.4,46.3,-0.04,0.86,0.89
7,-18.6,4.4,-106.51,-250.14,26.37,-71,-0.42,-0.33,0.56
8,8.95,-10.9,-87.93,65.01,-57.24,31.95,-0.1,-0.91,0.15
9,7.58,-6.81,-21.76,250.13,13.46,29.27,-0.03,0.04,0.21
10,-14.4,-14.69,38.51,228.68,-31.98,-55,0.16,1.6,0.78
11,-2.84,-5.63,32.83,-27.37,33.42,-10.9,-0.06,1.04,0.43
12,12.04,-1.62,8.61,-100.73,15.96,46.4,0.11,1.11,0.82
13,5.92,20.55,-52.88,-250.14,88.43,22.8,-0.04,0.33,0.67
14,-0.04,17.17,-69.17,-64.17,-13.81,-0.1,-0.29,-0.67,0.26
15,-6.92,34.77,-73.3,-17.87,71.2,-26.7,-0.24,-0.85,0.4
16,-0.98,25.78,-9.91,250.13,-33.54,-3.7,-0.16,-0.36,0.27
17,-37.71,46.24,46.18,215.66,85.07,-145,-0.1,0.64,0.59
18,-5.13,58.07,55.04,34.63,55.69,-19.82,0.1,1.05,0.8
19,2.48,46.17,53.14,-8.11,-35.95,8.88,-0.02,0.95,0.51
20,31.25,22.9,12.11,-163.88,-83.21,120,0.51,1.19,1.02
21,-3.89,47.12,-34.82,-187.04,93.99,-14,-0.43,0.07,0.47
22,-2.38,44.69,-54.31,-75.02,-3.56,-9.2,-0.14,-0.8,0.53
23,-5.46,28.69,-37.24,73.7,-56.66,-20.9,0.02,-0.72,0.02
24,-22.4,-12.8,27.34,246.72,-161.49,-86,0.02,0.63,0.82
25,-1.44,-12.38,44.79,66.21,1.08,-5.54,0.23,1.14,0.86
26,0.07,-9.77,43.21,-8.89,9.22,0.25,0.08,0.88,0.49
27,12.01,-24.6,24.35,-76.17,-59.47,46.3,0.23,0.89,0.85
28,-8.4,-15.25,-55.63,-155.37,-73.7,58,0.03,0.15,1.07
29,-0.04,-8.55,-38.91,-157.95,99.76,-32,-0.04,-0.43,0.41
30,-12.05,-9.77,19.66,9.02,-12.98,-2.89,-0.17,-0.91,0.3
31,-2.68,-11.97,37.52,59.4,30.39,-0.13,-0.01,-0.88,0.17
32,5.54,-0.36,39.07,226.69,-1.77,-46.5,0.67,0.4,1.19
33,22.02,-1.95,-17.22,69.28,-7.34,-10.34,0.44,0.78,1
34,-17.95,5.6,-66.75,5.67,46.18,21.39,0.17,0.74,0.84
