,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.37,-0.64,66.78,-16.59,22.93,7.44,-0.29,1,0.02
1,-8.1,6.95,70.84,13.72,23.27,-26.72,-0.31,0.84,0.13
2,3.85,8.16,70.22,-3.21,3.69,14.81,-0.27,1.05,0.04
3,31.2,10.23,8.1,-250.14,6.98,120.4,-0.6,2,-0.25
4,11.97,11.83,-21.45,-110.33,2.02,46.21,-0.44,-0.51,-0.26
5,-10.35,5.81,-6.5,64.4,-27.98,-39.9,-0.47,-0.61,0.29
6,-57.81,14.76,50.72,216.76,35.16,-222,-0.16,0.83,0.23
7,-8.04,18.78,104.43,214.31,18.06,-30.9,-0.1,2,1.34
8,2.68,21.36,98.93,-15.32,9.45,10.29,-0.44,0.95,0.22
9,-11.34,-2.31,95.96,-2.29,-90.75,-40.6,-0.94,1,0.72
10,-64.7,-62.69,65.63,-113.85,-250.14,-2,-1.5,1.56,0.38
11,-24.6,-85.83,43.39,-79.76,-89.52,-94,0.65,0.08,0
12,-2.32,-84.65,41.4,0.96,-4.23,-8.92,0.53,-0.23,0.89
13,22.72,-59.75,40.39,3.12,97.72,87.37,0.8,-0.05,0.26
14,64.78,6.41,65.96,101.85,250.13,250,-1.28,1.46,-0.51
15,8.28,38.71,71.59,25.18,125.32,31.85,-0.81,1.17,0.59
16,1.76,24.48,69.72,-6.82,-54.5,6.79,-0.39,0.97,0.11
17,-30.38,60.97,41.77,-109.27,147.77,-11,-0.55,1.37,1
18,13.77,29.27,-19.61,-250.14,-120.22,52,-0.61,1.77,0.36
19,21.69,41.63,-46.3,-104.55,47.06,83.7,-0.55,-0.47,-0.27
20,-2.68,40.53,-39.9,24.73,-2.86,-10.31,-0.52,-0.64,0.53
21,-31.97,22.6,-0.92,152.15,-77.87,-123,-0.15,-0.03,0.02
22,-9.64,63.32,63.93,250.13,164.32,-37,-0.61,2,1
23,2.32,74.76,75.69,53.8,-8.79,2.13,-0.17,1.24,0.61
24,-33.39,32.85,57.27,-4.24,64.31,8.29,-0.42,0.96,0.05
25,-62.3,-29.21,19.5,-68.4,-163.58,-12,-1.47,1.37,0.68
26,-8.05,-34.76,13.52,-148.1,-250.14,-2,-0.65,0.59,-0.42
27,5.67,-34.09,14.43,-19.8,-18.02,-30,0.78,-0.11,0.53
28,40.46,6.78,33.19,7.49,3.3,21.89,0.66,-0.19,0.8
29,65.03,44.47,69.38,73.85,167.35,156.2,0.23,0.12,-0.13
30,2.37,54.1,69.13,142.51,146.45,250,-1.5,1.96,0.83
31,-1.58,48.96,66.93,2.42,39.46,9.15,-0.76,0.88,0.23
32,-0.38,60.37,4.46,-8.46,-13.69,-6.08,-0.22,1.08,0.4
33,26.94,45.74,-47.51,-250.14,52.6,-1.4,-0.29,2,1.12
34,4.31,45.23,-55.25,-218.95,-51.48,103,-0.2,0.71,0.12
35,-9.52,35.66,-40.16,-33.72,-3.76,16.63,-0.96,-0.6,-0.22
36,-42.06,31.35,26.75,57.85,-39.2,-36.6,-0.61,-0.5,0.06
37,-8.22,41.78,65.08,250.13,-13.38,-162,-0.26,1.32,-0.1
38,-1.85,42.72,63.75,148.68,46.71,-31.6,-0.02,2,1.29
39,-5.55,-4.94,53.03,-5.38,6.75,-7.13,-0.41,0.95,0.14
40,-65,-65.77,17.88,-38.73,-191.94,-21,-1.29,1.1,0.74
41,-23,-82.62,-10.33,-141.08,-250.14,-2,-1.16,1.64,0.1
42,0.23,-82.33,-9.01,-108.34,-65.56,-89,0.88,-0.18,0.06
43,65.03,-4.01,54.81,7.76,-6.82,0.88,0.58,-0.46,0.77
44,10.16,18.67,61.57,95.59,126.02,151.4,0.39,-0.08,-0.07
45,-1.89,19.57,60.08,156.05,171.35,250,-1.31,1.26,0.45
46,-12.89,38.88,13.97,27.19,86.69,39.06,-0.46,0.99,0.55
47,13.84,20.82,-46.19,-6.26,2.82,-7.3,-0.43,0.97,0.22
48,28.72,18.93,-70.51,-183.7,78.84,-49,-0.47,1.67,1.37
49,-4.57,9.84,-61.31,-250.14,-68.53,53,-0.32,1.28,0.5
50,-41.38,11.11,-5.45,-99.09,-12.57,110,-0.58,-0.43,-0.13
51,-1.37,19.27,59.19,31.69,-39.82,-17.6,-0.66,-0.64,0.5
52,2.19,40.69,59.29,192.41,-1.1,-147,-0.27,0.22,-0.09
53,-4.06,29.8,61.08,250.13,34.21,-5.31,-0.1,2,1.35
54,-43.1,-17.77,26.73,0.06,86.02,8.41,-0.36,1.03,0.44
55,-43.5,-72.19,-3.44,6.98,-41.6,-15.68,-0.5,0.96,0.2
56,-3.2,-75.36,-10.55,-136.4,-191.59,-1,-1.17,1.72,0.82
57,11.64,-64.39,-9.02,-127.08,-218.1,-1,0.11,0.34,0.11
58,46.66,2.62,25.92,-26.45,-17.75,-12,0.57,-0.25,0.6
59,44.09,29.22,42.93,6.59,39.11,44.76,0.74,-0.24,0.69
60,-0.39,28.92,41.3,134.01,250.13,180,-0.83,0.52,-0.2
61,-4.73,15.75,-5.55,64.62,101.77,169.5,-1.15,1.6,0.86
62,30.05,19.11,-64.96,-9.5,-0.61,-1.52,-0.44,0.89,0.21
63,-1.29,26.8,-77.53,-177.62,-45.41,-16,-0.14,1.77,1.04
64,-4.75,17.41,-66.78,-250.14,13.91,115,-0.3,1.26,0.34
65,-38.88,19.5,0.88,-54.98,26.05,-4.98,-0.75,-0.6,-0.23
66,-8.22,43.11,43.49,37.79,-39.15,-18.3,-0.53,-0.63,0.4
67,0.82,50.08,44.94,250.13,10.25,-149,-0.07,0.61,-0.29
68,-0.29,46.65,45.82,162.67,97.73,-31.7,-0.08,1.7,1.19
69,-64,-79.83,-15.1,0.6,32.85,3.15,-0.2,0.98,0.14
70,-7.2,-85.17,-27.38,-0.38,-8.81,-1.11,-0.31,0.89,0.12
71,14.7,-78.54,-22.22,-64.88,-243.65,-10,-0.93,1.32,1.01
72,52.04,-14.67,19.27,-172.86,-244.39,-2,0.03,0.69,-0.2
73,47.19,-7.35,55.98,-48.8,-25.99,-28,0.65,-0.27,0.44
74,-0.91,3.31,56.14,19.67,20.21,56.83,0.67,-0.33,0.56
75,2.23,-1.09,45.47,159.34,232.41,200,-0.63,0.24,-0.09
76,-2.24,18.76,-12.56,142.57,22.34,181.4,-1.13,1.71,1.11
77,12.31,7.05,-56.61,-0.11,37.29,-3.5,-0.48,0.95,0.22
78,2.53,-3.67,-61.14,-41.32,-16.35,7.99,-0.06,1.03,0.45
79,-15,-16.51,-36.07,-234.32,78.28,-8.6,-0.29,1.56,1.21
80,-22.51,0.41,30.46,-183.75,-53.99,47,-0.92,0.5,0.03
81,-8.66,-1.62,48.48,-20.9,-45.07,9.79,-0.29,-0.57,0.62
82,0,0.86,0.52,97.96,-57.95,-61.2,-0.23,-0.28,0.09
83,1.92,5.43,48.49,250.13,63.65,-86.9,-0.34,1.72,0.43
84,-19.5,-17.24,35.71,67.4,-7.84,-33.29,-0.25,0.97,0.08
85,-55.6,-73.97,-7.37,-4.18,25.78,7.4,-1.11,1.06,0.81
86,-13,-90.04,-21.3,-49.69,-96.69,-75,-1.26,1.57,0.24
87,0.87,-91.12,-20.58,-175,-236.19,-2,0.68,-0.16,0.32
88,37.15,-56.29,-0.68,-55.26,-66.5,-52,0.55,-0.33,0.9
89,55.15,-20.57,38.41,2.26,-13.95,3.35,0.28,0.08,0.04
90,12.41,42.39,31.71,74.23,137.07,143.4,-1.08,1.17,0.67
91,-0.26,35.54,32.3,150.25,128.39,212,0.21,1.37,0.93
92,-16.06,43.67,0.39,-29.52,250.13,47.7,-0.27,0.99,0.16
93,-1.52,18.29,-59.11,-4.2,-23.16,-1.02,-0.62,1.41,1.18
94,29.43,-0.06,-81,-129.63,35.12,-61,-0.43,1.63,0.52
95,-3.63,-5.27,-75.11,-250.14,-97.29,-5,-0.24,-0.47,-0.09
96,-25.54,3.2,-45.58,-87.62,-75.15,113,-0.57,-0.57,0.55
97,6.78,28.05,21.15,16.31,-26.59,-13.9,-0.05,-0.22,0.15
98,6.32,21.05,39.83,114.94,31.25,-98.2,-0.67,1.96,0.42
99,-0.42,8.34,41.74,250.13,97.47,26.17,-0.25,1.19,0.7
100,-9.84,6.67,34.07,69.26,-25.34,24.42,-0.19,0.94,0.03
101,-64.7,-54.39,12.18,1.42,-49.37,-1.61,-1.18,0.93,1.01
102,-13.4,-66.03,-3.81,-29.09,-11.9,-37,-1.08,1.51,-0.32
103,57.86,-5.59,29.7,-91.14,-250.14,-25,0.8,-0.22,0.47
104,51.72,33.42,45.02,-59.98,-46.18,-51,0.46,-0.3,0.76
105,-5.34,59.84,43.38,10.26,4.81,25.88,-0.58,0.45,0.18
106,-8.85,88.71,17.09,111.71,198.07,206,-1.06,1.52,0.67
107,8.14,77.21,-43.46,58.07,150.16,198.9,-0.76,0.9,0.12
108,21.97,98.6,-76.96,-7.35,105.25,-20.6,-0.06,1.31,0.84
109,-2.48,91.58,-71.91,-107.55,124.91,-34,-0.41,1.62,0.92
110,-7.84,94.05,33.89,-250.14,-33.96,31,-0.4,0.06,0.07
111,6.28,93.51,43.94,-142.6,85.78,84.5,-0.78,-0.48,0.58
