,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-0.12,28.28,18.24,0.82,1.32,-2.44,-0.57,0.41,0.73
1,-0.57,28.82,18.63,0.64,1.02,-2,-0.58,0.41,0.73
2,-0.32,29.58,18.57,-1.07,1.92,-1.22,-0.59,0.41,0.71
3,-0.34,30.11,18.6,-0.66,1.19,-1.31,-0.59,0.4,0.72
4,0.2,29.81,18.44,-1.31,-2.13,0.76,-0.6,0.39,0.73
5,-4.68,29.74,10.96,-30.61,-2.39,-18,-0.78,0.42,0.72
6,-38.2,35.71,-33.83,-178.79,23.73,-147,-0.52,0.05,0.85
7,-21.9,54.39,-63.08,-112.1,78.02,-84,-0.25,-0.78,-0.17
8,43.23,69.5,0.2,244.74,64.82,166.9,-0.53,-0.05,-0.94
9,-17.45,59.87,19.35,74.56,-33.58,-62.3,-1.08,-0.5,0.59
10,3.21,45.32,-12.41,-115.21,-43.79,12,0.55,-0.9,0.26
11,9.68,6.9,-12.5,8.88,-150.4,37.38,-0.38,-1.06,0.08
12,10.27,21.91,22.41,141.63,50.27,39.63,-1.1,-0.41,-0.01
13,-17,-31.46,-12.74,-129.29,-212.05,-6,-0.07,-0.54,0.41
14,0.97,-14.34,-44.11,-114.56,64.25,3.74,0.07,-0.87,-0.1
15,11.82,-5.79,-31.88,49.28,28.05,45.63,-0.51,-0.84,-0.69
16,17.63,20.89,-0.87,127.64,100.02,68,-0.51,-0.61,-0.07
17,-30,-21.12,-18.04,-63.34,-169.82,-11,-0.39,-0.53,0.6
18,20.51,16.06,-51.54,-128.93,145.26,78,-0.03,-0.77,-0.62
19,17.12,9.49,-33,72.78,-29.67,66.1,-0.65,-0.72,-0.53
20,-2.87,2.62,-3,114.7,-28.58,-10,-0.41,-0.67,0.26
21,-19,-28.18,-24.54,-78.31,-125.7,-75,-0.21,-0.72,0.46
22,11.5,-22.73,-48.32,-87.47,18.93,44.53,0.18,-0.96,-0.23
23,22.8,0.16,-36.15,46.71,83.05,88.04,-0.81,-0.84,-0.91
24,-5.14,35.97,-3.36,135.49,139,-19,-0.42,-0.69,0.03
25,-17.8,-6.93,-23.99,-68.84,-153.13,-63,0.12,-0.78,0.5
26,24.25,-9.26,-45.28,-78.15,-8.42,93.61,0.23,-0.98,-0.26
27,21.56,16.47,-17,112.37,94.77,83.23,-0.77,-0.65,-0.41
28,-23.67,35.48,8.57,105.38,76.34,-91,0.71,-0.91,-0.26
29,-8.48,46.23,-33.58,-160.05,54.91,-32,-0.26,-0.94,-0.52
30,24.17,48.52,-30.33,17,14.47,93.33,-0.62,-0.76,-0.3
31,16,54.43,-2.89,113.21,25.61,61.78,-0.7,-0.42,1.1
32,-23.48,-8.71,-1.42,8.31,-250.14,-90.6,0.59,-1.12,-0.55
33,28.47,16.57,-15.94,-102.08,21.49,101,-0.72,-0.77,-0.56
34,5.01,23.68,5.73,50.32,70.47,101.69,-0.62,-0.71,-0.03
35,-20.27,-8.75,13.31,92.41,24.61,19.35,-0.65,-0.69,0.31
36,-2.8,-26.78,-23.67,38.44,-133.17,-78,0.45,-0.97,-0.05
37,24.9,-15.79,-25.18,-136.13,-69.93,-10,-0.27,-0.86,-0.52
38,8.22,-0.71,-7.05,-0.94,37.29,95.82,-0.67,-0.75,-0.23
39,-6.14,3.55,12.47,84.7,10.4,-23.69,-0.68,-0.73,0.25
40,-14,-45.96,-17.85,-110.48,-199.44,-5,-0.09,-0.79,0.47
41,26.3,-25.22,-23.6,-16.43,77.11,101,0.21,-0.97,-0.56
42,18.23,-9.14,-10.21,58.41,56.11,70.4,-0.52,-0.88,-0.45
43,6.94,1.27,6.19,73.18,34.98,26.7,-0.51,-0.79,0.06
44,-13.31,-28.32,2.3,-6.31,-123.16,-51,-0.45,-0.77,0.41
45,-8,-52.42,-20.69,-79.31,-100.03,-31,0.15,-0.96,0.09
46,9.31,-48.29,-30.59,-29.9,7.94,35.95,-0.03,-0.97,-0.13
47,15.4,-8.38,-25.22,28.5,151.71,59.24,-0.05,-0.96,-0.27
48,14.76,4.48,-9.57,67.9,46.02,56.98,-0.45,-0.82,-0.32
49,-13.52,-3.98,3.23,58.81,-38.85,-52.1,-0.56,-0.81,0.03
50,-21,-54.51,-33.67,-137.02,-200.47,-8,0.32,-0.82,0.11
51,29.9,-44.49,-48.7,-56.31,30.04,115.1,-0.14,-0.79,-0.48
52,17.4,-31.48,-23.49,100.44,40.98,67.4,-0.49,-0.75,-0.65
53,-10.8,-45.3,-5.48,75.5,-67.6,-41.7,-0.74,-0.73,0.13
54,-13,-91.99,-38.66,-122.88,-191.44,-5,0.28,-0.83,0.18
55,24,-71.38,-50.65,-45.49,66.06,92.64,-0.19,-0.84,-0.57
56,20.6,-75.08,-17.67,130.29,-31.97,79.5,-0.61,-0.63,-0.61
57,-14.2,-74.33,-1.33,70.12,-15.96,-55,-0.74,-0.77,0.2
58,-13,-114.52,-33.72,-119.21,-171.31,-5,0.16,-0.84,0.31
59,26,-100.07,-48.8,-55.65,39.4,102.2,-0.02,-0.87,-0.43
60,20,-105.75,-28.9,80.46,-43.57,79.41,-0.47,-0.77,-0.4
61,-6.2,-107.4,-9.19,82,-30.24,-24,-0.68,-0.76,0.09
62,-18,-136.02,-32.19,-86.16,-133.93,-71,-0.16,-0.72,0.61
63,26,-115.66,-47.23,-55.41,61.18,102.1,0.16,-0.95,-0.47
64,25.5,-99.82,-22.36,99.76,40.24,98.58,-0.52,-0.74,-0.5
65,-6.8,-117.19,-6.75,66.91,-91.9,-26.3,-0.59,-0.73,0.28
66,-17,-152.94,-34.98,-101.3,-161.45,-6,-0.01,-0.86,0.19
67,16,-134.71,-48.87,-49.83,50.76,64.58,0.23,-0.93,-0.2
68,28.1,-98.03,-48.86,-0.58,122.27,108.5,-0.41,-0.76,-0.64
69,9.94,-81.5,-21.34,109.66,43.33,38.37,-0.75,-0.7,-0.18
70,-16,-98.11,-11.55,45.16,-84.18,-63.4,-0.45,-0.8,0.21
71,3.5,-107.1,-45.57,-126.22,-49.95,13,0.21,-0.97,-0.05
72,17.7,-94.08,-50.71,-18.8,32.69,68.26,-0.24,-0.82,-0.48
73,16.1,-85.88,-33.55,69.6,14,62.5,-0.39,-0.78,-0.41
74,-21,-103.6,-9.77,95.69,-93.94,-81.4,-0.87,-0.59,0.14
75,-2,-128.15,-44.6,-131.38,-110.37,-8,0.52,-0.94,-0.12
76,21,-118.17,-50.01,-19.79,17.73,84.27,-0.2,-0.86,-0.53
77,9.4,-109.89,-16.36,134.5,9.21,36.47,-0.58,-0.83,-0.47
78,-16,-132.66,-0.53,66.15,-115.76,-62,-0.81,-0.65,0.56
79,6.8,-146.36,-34.28,-123.14,-74.02,26,0.22,-0.93,0.07
80,23,-122.6,-40.5,-20.27,69.89,90.85,-0.23,-0.9,-0.38
81,17,-117.01,-19.15,87.43,-2.91,67.24,-0.56,-0.75,-0.27
82,-19,-129.98,4.2,95.53,-78.37,-73.3,-0.84,-0.59,0.48
83,-5,-148.16,-38.02,-157.48,-91.38,-19,0.26,-0.87,0.09
84,26,-124.95,-44.62,-22.24,67.66,102.3,-0.17,-0.92,-0.41
85,15,-105.29,-25.76,77.19,54.5,59.11,-0.47,-0.81,-0.38
86,-5.97,-96.38,1.86,113.56,11.43,-22.9,-0.77,-0.74,-0.01
87,-14,-127.87,-24.66,-95.11,-140.63,-56,0.14,-0.82,0.27
88,3.6,-126.99,-45.04,-72.95,-15.5,14,0.16,-0.98,-0.1
89,23,-109.92,-45.37,2.38,47.25,90.68,-0.1,-0.9,-0.35
