,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.44,31.47,63.87,-0.24,-4.31,8.85,-0.25,0.96,-0.19
1,-0.83,33.24,63.64,-1.78,9.31,-3.06,-0.26,0.93,-0.22
2,-0.44,31.52,64.61,2.8,-3.9,-1.7,-0.25,0.94,-0.22
3,-2.5,29.88,63.83,-3.92,-4.22,-9.66,-0.29,0.96,-0.21
4,-13.28,15.31,58.89,-19.01,-58.81,-51,-0.84,1.37,-0.09
5,-21.9,-45.9,62.44,17,-250.14,-84,-0.95,0.99,0.55
6,39.49,-73.36,-0.61,-250.14,-123.77,15,-0.46,0.52,-0.17
7,-14.1,-56.57,32.1,123.54,51.81,-50.6,0.01,-0.35,2
8,1.39,-52.58,88.88,228.42,6.99,5.31,0.01,0.32,0.83
9,9.06,-40.8,20.31,-250.14,40.27,34.9,0.05,-0.32,-0.1
10,-4.4,-47,57.62,154.19,-29.43,-16,0.33,-0.24,1.48
11,-1.64,-35.02,65.09,37.9,41.66,-6.34,0.19,0.26,1.66
12,0.44,43.29,20.13,-146.75,96.9,102,0.02,0.65,0.14
13,4.77,60.13,48.61,-23.59,201.92,1.57,0.68,-0.64,0.5
14,6.84,34.96,52.71,115.81,69.01,18.27,-0.8,0.18,1.26
15,20.36,45.19,51.76,23.34,-90.6,26.4,0.17,0.16,1.58
16,-9.25,41.37,-3.53,-1.78,46.71,78.62,-0.01,0.77,0.92
17,2.91,29.85,23.31,-208.54,-1.98,-35,0.37,-0.34,-0.33
18,-4.8,29.79,29.62,111,-34.6,11.2,0.76,-0.55,1.1
19,-3.61,27.21,33.92,25.92,6.56,-17.2,0.38,0.18,1.34
20,1.42,29.55,4.44,20.44,-3.59,-13.89,0.42,0.33,1.88
21,-2.95,-35.06,-4.57,-117.88,6.38,5.44,-0.71,0.53,0.44
22,7.05,-9.91,24.64,-26.02,-250.14,-11,0.52,-0.87,-0.03
23,-7.98,-22.98,34.1,117.04,92.84,27.24,-0.42,-0.04,1.4
24,7.92,21.03,41.04,37.44,-49.42,-28.5,0.13,0.23,1.27
25,-30,-19.84,-21.56,30.19,174.11,30.45,0.19,0.38,1.07
26,7.92,-30.72,7.53,-250.14,-157.86,-1,0.13,0.2,0.31
27,-13.13,-2.27,38.03,120.7,-44.92,30.5,0.16,-0.52,0.5
28,-7.64,7.43,39.16,121.87,113.25,-50,0.5,0.12,0.9
29,21.28,55.45,7.86,9.08,38.78,-29.5,0.02,0.29,1.63
30,-37.9,13.34,-12.59,-128.23,189.54,82,-0.58,0.95,0.39
31,10.8,43.54,8.76,-67.4,-147.11,-13,0.16,-0.59,-0.43
32,-4.49,28.24,15.59,87.34,120.26,41.55,-0.42,-0.56,1.18
33,1.69,34.51,52.24,28.87,-53.58,-17.3,0.13,0,1.35
34,8.95,40.73,-4.23,148.67,37.59,6.5,0.58,0.06,0.49
35,-1.17,-0.06,-13.19,-226.82,31.76,34.4,0.1,0.6,0.39
36,-21.14,34.32,11.42,-28.86,-144.95,-4,0.18,-0.51,0.69
37,-7.23,31.09,17.98,96.45,140.26,-81.3,0.3,0.01,1.06
38,22.57,76.08,26.92,26.54,-6.42,-27.92,0.17,0.26,1.42
39,-21.5,9.31,-27.37,32.27,184.64,87.15,-0.13,0.6,0.68
40,-1.6,-41.08,-14.65,-210.4,-250.14,-8,0.18,-0.1,0.26
41,-7.95,-31.04,-1.17,50.92,-194.21,-6.1,0.85,-0.63,0.87
42,-14.1,-44.57,29.38,51.79,38.81,-30.59,0.73,-0.02,1.15
43,1.05,-7.4,-14.48,121.24,-55.14,-54,0.7,0.25,1.38
44,-19,-40.66,-40.27,-179.62,139.76,4,-0.31,0.85,0.66
45,-0.8,-67.23,-15.64,-92.44,-135.11,-74,-0.05,-0.61,0.07
46,-12.9,-32.81,-1.13,93.85,-106.81,-3.4,0.75,-0.16,0.85
47,15.35,24.97,6.21,49.22,120.79,-46.4,0.53,0.47,1.49
48,-26.2,23.3,-21,26.69,223.16,59.04,-0.31,0.26,0.86
49,-5.93,-1,-20.95,-116.93,-2.97,-101,-0.02,0.4,0.3
50,-4.88,2.64,2.27,6.37,-93.92,-22.89,0.01,-0.92,0.55
51,-4.35,8.23,14.55,91.08,19.12,-18.77,0.65,-0.21,1.16
52,22.38,25.96,27.88,48.68,23.51,-16.8,0.1,0.16,1.43
53,-33,-8.68,-32.55,53.88,72.61,86.41,0,0.27,1.17
54,5.23,-48.36,-8.2,-221.33,-113.12,-1,0.58,0.04,-0.09
55,-13,-21.78,14.56,99.68,-155.81,20.1,0.49,-0.74,0.53
