,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.76,42.52,-3.97,19.69,-32.21,14.92,-0.88,-0.07,-0.52
1,-10.17,42.86,9.25,48.72,-1.81,-36.6,-1.09,0.04,-0.55
2,5.47,2.77,19.46,43.77,-166.24,21,-1.19,-0.18,0.17
3,6.92,-30.07,50.62,6.22,-154.18,112.1,-0.26,0.13,0.28
4,6.31,-22.64,64.85,107.93,10.42,24.7,0.08,0.63,0.85
5,-1.3,-12.2,58.6,57.6,25.4,24.38,0.05,0.91,0.81
6,-1.11,-14.7,44.35,-22.43,38.06,-4.99,-0.02,0.94,0.83
7,-2.83,-16.76,20.8,-54.53,-12.74,-4.2,-0.1,0.82,0.93
8,4.39,-18.97,10.07,-92.81,-11.08,-10,-0.05,0.57,0.9
9,0.29,-16.95,10.97,-41.18,-10.93,16.8,0.05,0.12,0.71
10,-5.46,16.29,26.02,5.06,6.15,1.13,0.1,0.01,0.84
11,4.8,20.45,45.51,58.79,132.2,-21,0.12,0.32,0.8
12,0.13,22.28,54.05,77.15,17.29,18.53,-0.28,0.71,1.03
13,-0.59,15.67,49.7,34.87,9.71,0.51,-0.12,0.78,0.87
14,8.64,-7.74,30.74,-15.2,-23.66,-2.2,-0.09,0.77,0.92
15,-0.09,-13.77,6.67,-72.77,-91.22,33.2,0.01,0.72,1.27
16,1.92,-9.31,3.18,-94.34,-23.27,-0.3,0.25,0.28,0.97
17,0.07,-4.17,9.28,-12.41,15.76,7.42,0.01,-0.05,0.86
18,-1.84,-5.23,35.25,25.27,19.65,0.27,0.04,-0.02,0.75
19,3.62,2.61,48.63,102.55,-5.58,-7.11,-0.08,0.4,1.04
20,-0.77,-0.35,53.86,53.92,29.08,13.93,-0.22,0.75,1.13
21,-0.57,-8.7,51.95,21.68,-13.34,-2.95,-0.02,0.8,0.79
22,-1.22,-11.69,36.47,-6.3,-33.82,-2.21,0,0.77,0.98
23,0.55,-10.19,18.84,-60.08,-13.41,-4.7,0.2,0.46,0.82
24,2.43,-11.4,2.46,-69.6,6.06,2.11,0.29,0.19,0.89
25,-2.84,14.62,20.98,-64.46,-3.66,9.34,0.1,0,0.73
26,1.08,10.45,38.93,9.51,22.43,-4.27,0.02,0.28,0.82
27,-1.2,15.5,45.78,58.57,75.15,-10.17,-0.28,0.59,1
28,-1.12,17.75,47.49,70.56,-16.52,4.15,-0.09,0.69,0.87
29,1.51,8.98,36.15,27.66,21.21,-4.62,0.03,0.81,0.79
30,-1.23,4.6,9.18,6.89,11.77,-4.33,0.01,0.85,0.97
31,5.8,-9.91,-0.76,-44.57,-32.32,5.82,-0.07,0.58,0.92
32,1.52,-11.14,31.28,-107.81,-16.77,-4,0.02,0.08,0.76
33,-4.06,-2.96,50.43,-39.48,-57.35,22.3,0.17,-0.04,0.79
34,-0.77,-7.63,57.48,15.66,26.03,-7.33,-0.15,0.38,0.75
35,0.65,-10.31,53.82,101.76,-30.62,5.46,0.12,0.79,1.02
36,2.57,-12.84,31.31,76.02,31.95,-15.69,0.04,0.88,0.8
37,1.7,-18.44,8.34,28.82,-18.96,-2.98,0.01,0.86,0.72
38,-0.17,-16.52,0.93,-13.5,-11.92,2.5,0.09,0.86,0.96
39,-3.32,-14.54,15.82,-88.23,-11.14,9.88,0.05,0.45,0.91
40,-4.19,0.58,40.7,-91.54,-24.15,6.56,0.03,-0.04,0.61
41,-2.81,13.45,51.69,-27.79,5.22,-0.66,-0.04,0.11,0.79
42,-0.95,11.97,50.41,58.72,4.88,-12.83,-0.07,0.59,1.02
43,2.26,11.58,37.7,97.77,57.94,-16.16,0.03,0.81,0.99
44,3.66,6.53,20.58,44.25,51.87,-10.82,-0.04,0.83,0.75
45,0.54,2.71,3.91,-4.55,-4.14,-3.66,0.12,0.83,0.92
46,-1.13,-2.29,3.81,-49.73,1.27,8.72,-0.08,0.6,0.95
47,-4.34,0.37,19.98,-67.99,-19.11,14.1,0.11,0.22,0.82
48,-4.8,9.77,36.19,-66.14,-13.18,2.08,0.01,0,0.77
49,-3,5.12,47.07,0.27,-19.53,-4.37,0.18,0.23,0.85
