,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,4.24,35.4,-43.98,-17.84,-29.61,84.7,-0.73,-0.62,-0.1
1,17.96,29.35,-39.99,9.82,-31.92,69.07,-0.68,-0.06,0.04
2,-20,-31.95,-50.16,-45.24,-250.14,-78,-2,-0.49,1.17
3,39.82,-4.06,-1.01,185.31,101.89,153,-0.79,0.61,-1.25
4,6.84,0.12,23.03,84.66,14.24,24.44,-0.12,0.7,1.16
5,3.71,-4.92,23.92,0.02,-21.94,14.31,-0.21,0.83,0.8
6,0.24,-14.63,5.69,-76.62,-40.48,0.93,-0.09,0.87,0.89
7,-0.3,-18.84,-21.89,-115.25,-18.98,-1,0.03,0.51,0.79
8,1.5,-24.96,-28.99,-32.32,-26.92,5.79,0.07,0.02,0.85
9,-0.6,-17.86,-20.52,29.51,23.98,-2.48,-0.04,-0.02,0.81
10,-2,-8.42,-1.98,68.73,33.18,-7.69,-0.18,0.23,0.9
11,-0.11,-3.03,17.53,72.53,19.36,-0.44,-0.13,0.69,0.98
12,4.25,-5.89,25.62,28.96,-15.53,16.43,-0.42,0.72,0.75
13,2.07,-6.61,26.25,-0.73,-4.79,7.99,-0.12,0.81,0.78
14,1.68,-14.55,4.82,-87.62,-33.08,6.49,-0.02,0.88,1.24
15,-0.74,-9.64,-17.88,0.22,2.47,0,-0.07,0.32,0.62
16,1.28,-8.51,1.44,-99.3,2.09,9.55,-0.02,-0.01,0.75
17,1.3,-6.74,21.35,1.34,11.08,-2.66,0.03,0.23,0.93
18,-0.65,-0.35,30.19,72.31,3.33,4.91,-0.09,0.64,0.93
19,-2.09,2.46,30.46,75.11,4.99,5.05,-0.05,0.77,0.86
20,3.2,-2.33,18.18,32.26,24.23,-2.5,-0.05,0.8,0.8
21,-4.36,0.71,-4.98,-1.34,10.83,-8.04,0.05,0.79,1.13
22,-2.62,7.59,-15.69,-50.14,-18.53,12.3,-0.27,0.47,0.84
23,-0.09,8.39,-11.34,-94.7,9.39,-16.82,0.1,0.08,0.78
24,-1.59,11.32,6.71,-44.77,28.98,-10.1,-0.02,0,0.84
25,-0.29,14.74,23.62,15.03,4.23,-0.34,-0.19,0.17,0.91
26,0.27,16.46,35.17,63.92,10.42,-5.68,-0.03,0.54,1.03
27,1.09,12.56,38.15,64.66,15.35,-1.13,-0.2,0.74,0.81
28,0.56,15.33,24.09,43.56,7.63,1.05,-0.18,0.82,0.84
29,-0.81,4.13,-0.25,10.6,-14.45,4.2,-0.05,0.89,1.05
30,-3.76,3.34,-12.37,-56.87,12.83,2.17,0.05,0.67,0.96
31,-1.28,-0.9,-3.19,-99.24,-41.98,-3.1,-0.05,0.08,0.81
32,-0.72,-0.87,18.24,-49.67,-3.01,-14.5,0.05,-0.02,0.77
33,-6.55,5.15,35.15,32.5,-14.75,-4.56,0.2,0.37,1.08
34,-2.06,7.39,40.95,82.66,1.56,-2.79,0.3,0.65,1.04
35,-1.22,12.96,40.12,66.02,26.32,-25.28,-0.16,0.8,0.85
36,7.04,-1.07,17.22,22.1,8.6,-7.97,-0.18,0.78,0.91
37,2.29,4.03,-2.01,-3.2,22.22,-4.72,0.08,0.8,1.07
38,3.93,3.58,-7.59,-91.51,-53.76,27.1,0.23,0.3,0.77
39,-2.02,3.64,4.15,-77.59,22.74,8.79,0.23,-0.01,0.85
40,-4.57,10.61,21.8,-22.71,1.31,15.22,0.07,0.04,0.89
41,-1.84,11.67,35.9,45.54,1.47,-7.8,0.04,0.41,0.96
42,-1.52,7.98,38.41,67.92,29,-17.63,-0.04,0.65,0.98
43,0.53,5.79,17.92,54.61,5.69,-7.08,-0.03,0.74,1
44,7.73,6.47,-2.12,9.92,-13.09,-5.85,0.08,0.76,1.07
45,-3.11,3.73,-10.95,-81.85,-6.98,2.05,0.17,0.39,0.9
46,7.25,13.93,-3.61,-36.53,-8.85,-12,0.1,0.05,0.76
47,-2.07,9.96,12.77,28.49,42.27,27.9,0.08,-0.08,0.9
48,6.89,13.73,33.05,62.66,-14.63,-8,-0.09,0.25,0.84
49,-1.5,9.89,39.99,78.24,16.53,26.6,-0.03,0.7,1.07
50,1.52,2.48,34.94,26.89,-13.39,-5.78,-0.02,0.78,0.94
51,1.01,-6.34,12,-20.04,-29.9,5.86,-0.23,0.79,0.98
52,0.81,-6.47,-6.16,-92.09,-36.18,3.89,-0.14,0.64,0.94
53,1.2,-4.67,-5.68,-73.26,-1.75,3.11,-0.01,0.19,0.7
54,-3.14,-5.48,8.46,2.13,6.42,4.63,0.02,-0.1,0.77
55,-3.28,-0.02,26.76,54.95,-3.93,-12.11,0.01,0.1,0.9
56,0.93,6.63,40.27,70.82,20.63,-12.66,-0.05,0.42,0.87
57,1.79,2.3,42.7,52.06,26.56,3.58,0,0.72,0.9
58,4.35,-4.01,18.63,1,-1.8,0,-0.06,0.79,0.87
