,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-1.92,44.4,77.86,-29.41,13.77,-38.3,-0.82,-0.3,-0.26
1,-2.48,33.71,77.05,9.22,-46.64,-9.29,-1.08,-0.03,-0.26
2,4.82,39.73,80.76,29.66,17.6,18.53,-1.04,-0.28,-0.07
3,5.34,31.29,67.07,-40.26,-39.99,20.6,-0.79,-0.16,0.08
4,4.44,34.32,64.8,-0.69,6.11,17.14,-0.71,0.19,-0.19
5,-14.39,40.74,77.75,63.16,17.55,-55.57,-0.78,-0.06,0.01
6,2.07,48.41,59.46,-52.44,25.34,7.38,-1.18,-0.61,0.16
7,-15.55,38.35,25.1,-127.3,-46.05,-59,-1.5,-0.14,-0.06
8,8.64,47.16,-19,-168.94,30.97,33.2,-0.65,-0.28,-0.1
9,-7.36,38.16,-4.81,54.08,-37.18,-28.4,-0.79,-0.01,-0.59
10,-6.03,39.65,25.62,124.02,1.95,-23.18,-0.79,-0.28,0.29
11,2.04,71.4,34.62,43.8,123.12,7.89,-0.9,-0.36,-0.07
12,6.36,67.65,45.41,53.57,-13.16,24.45,-0.9,-0.52,-0.04
13,8.97,66.7,37.68,-22.71,-4.49,34.62,-0.89,-0.11,-0.27
14,-3.88,68.71,47.74,44.24,6.84,-14.96,-0.92,0.23,-0.11
15,-11.22,69.89,53.97,33.15,2.1,-43.17,-0.64,-0.04,0.04
16,0.92,54.64,38.3,-50.88,-60.99,3.56,-0.87,-0.35,0.09
17,1.39,55.25,-27.78,-97.64,-2.19,-12.6,-1.25,-0.26,0.08
18,-8.7,51.07,-4.76,-143.11,-1.52,4.94,-0.84,-0.27,-0.09
19,-3.09,63.02,21.1,-71.05,-24.54,0.52,-0.79,-0.05,-0.66
20,8.09,62.76,33.15,154.91,4.76,-33.57,-0.99,-0.27,-0.16
21,11.43,69.7,31.14,105.23,44.15,-11.8,-0.87,-0.23,-0.07
22,-18.26,56.03,30.37,56.85,0.19,31.11,-1.05,-0.68,0.24
23,-4.19,71.22,15.28,-1.62,24.88,44.12,-0.96,-0.12,-0.08
24,-11.7,47.91,-11.49,-93.26,-35.71,59.3,-0.83,0.4,-0.02
25,-1.15,27.63,-52.44,83.76,-19.53,-65.2,-0.83,0.16,-0.09
26,-13.4,32.32,-10.7,-50.79,60.24,-16.1,-0.92,-0.53,0.08
27,8.9,53.06,4.98,-103.88,-95.38,-45,-1.12,-0.16,-0.06
28,-4.21,48.02,26.07,-173.03,-55.63,0,-1.01,-0.38,0.13
29,5.2,44.3,28.31,2.42,-31.42,-4.12,-0.77,-0.1,-0.33
30,4.06,46.75,24.74,162.45,12.87,-51.5,-0.65,-0.28,0.14
31,-14.15,31.28,37.08,64.52,78.67,34.36,-0.98,-0.37,0.36
32,2.05,36.96,16.62,90.2,-20.92,-16.2,-1.13,-0.68,0.22
33,1.95,37.1,2.56,15.53,-19.34,20.08,-0.99,-0.26,0.05
34,3.72,13.52,-25.82,-12.18,4.97,15.68,-0.85,0.23,0.06
35,15.53,28.49,-58.3,57.52,-64.26,-54.4,-0.77,-0.38,0.19
36,-8.66,24.52,-32.61,-70.67,20.32,7.93,-0.91,-0.71,0.46
