,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.82,-19.05,66.26,-27.04,-82.95,16.3,-0.35,0.96,-0.09
1,4.92,20.32,58.76,-30.49,151.9,19,-0.32,0.83,-0.08
2,-3.27,24.13,54.47,-17.88,14.41,-12.5,-0.45,0.92,0.14
3,-2.97,39.93,11.94,-169.61,68.22,-11,0.24,2,1.95
4,65.03,39.78,-47.95,-250.14,3.63,250.1,-0.48,2,-0.19
5,3.31,50.88,-56.12,-33.32,43.85,12.79,-0.67,-0.67,0.05
6,-17.1,47.57,-42.09,54.2,-11.75,-66,-0.57,-0.59,0.29
7,-7.03,75.85,51.93,203.66,136.14,-250,-0.07,1.16,0.1
8,2.48,82.19,50.93,135.5,-3.5,-25.1,-0.21,2,1.29
9,-0.46,78.98,51.66,-6.75,34.98,9.53,-0.3,1.02,0.25
10,-58.86,24.64,26.35,-0.2,-2.68,-1.78,-0.32,0.95,0.11
11,-41.52,-19.98,0.52,-101.2,-212.41,-2,-1.74,1.97,0.4
12,-0.14,-25.01,-3.63,-109.02,-171.83,-1,0.07,0.19,-0.08
13,14.38,-6.67,-2.96,-12.89,-19.66,-0.5,0.38,-0.38,0.8
14,64.78,53.21,24.5,5.22,71.71,51.19,0.63,-0.31,0.42
15,26.82,77.54,31.11,104.37,231.44,250,-0.85,0.62,0.25
16,0.56,84.46,31.82,22.39,102.04,103.5,-0.74,1.25,0.72
17,-10.47,84.64,2.98,-3.76,37.85,2.17,-0.26,0.97,0.17
18,30.06,62.41,-56.77,-118.35,13.15,-40,-0.22,1.24,1.17
19,41.69,60.01,-90.85,-249.42,-76.6,116,-0.18,1.7,0.98
20,-3.04,53.44,-86.36,-145.53,-12.38,160,-0.84,-0.01,-0.15
21,-49.55,78.4,17.83,9.45,-22.77,-11.73,-0.62,-0.62,0.53
22,17.84,91.47,28.39,115.11,-37.54,-135,-0.69,-0.07,0.17
23,-0.76,93.82,29.99,250.13,132,-176,0.2,1.87,0.64
24,-24.47,70.96,14.64,34.88,63.05,68.61,-0.29,1.32,0.57
25,-65.04,5.93,-10.86,-0.43,21.39,-2.95,-1.35,1.25,1
26,-8.8,-18.18,-23.11,-62.8,-83.28,-94,-0.08,0.76,-0.12
27,9.65,-15.1,-21.09,-112.5,-250.14,-2,0.3,-0.51,0.37
28,63.39,40.54,14.23,-43.29,-91.52,-34,0.71,-0.32,0.57
29,48.56,51.97,63.01,6.95,15.76,34.45,-0.45,0.33,0.1
30,3.77,66.18,61.39,132.98,212.85,244,-0.82,1.67,1.05
31,-2.07,65.18,60.28,189.47,48.67,186.7,-0.36,1.01,0.12
32,-4.66,77.7,-1.73,-7.56,62.35,14.56,-0.25,1,0.32
33,30.7,56.13,-48.17,-5.48,4.49,-7.98,-0.08,1.96,0.91
34,14.77,31.34,-56.35,-250.14,60.5,-17,-0.23,0.71,0.32
35,-18.8,24,-39.6,-195.37,-76.31,117,-1.2,-0.55,0.53
36,-57.85,33.73,15.85,-37,-99.92,57,-0.42,-0.42,0.47
37,10.07,36.92,65.72,58.96,-27.64,-67.2,-0.25,0.96,0.16
38,2.17,34.48,67.54,204.98,40.66,-223,-0.23,2,1.47
39,-5.05,7.61,69.6,193.77,17.34,38.75,-0.32,0.94,0.16
40,-61.4,-48.55,24.37,6.76,-6.83,8.38,-0.93,0.9,0.19
41,-25.2,-48.84,-4.94,12.24,-109.86,-19,-1.39,1.78,0.55
42,-1.69,-55.24,-8.03,-178.09,-229.63,-2,0.3,0.02,0.09
43,39.44,-6.26,5.48,-114.07,2.82,-97.2,0.26,-0.4,0.89
44,64.78,31.91,33.01,-9.39,-31.08,-6.52,0.36,0.03,0.14
45,18.16,46.91,35.2,52.32,199.09,152.2,-1.05,1.09,0.35
46,-1.87,31.99,37.2,104.46,145.66,250,-0.74,1,0.42
47,-6.82,49.39,13.41,6.11,59.74,69.83,-0.36,0.98,0.05
48,-2.87,51.01,-46.69,2.33,-51.53,-6.66,-0.23,1.37,1.08
49,22.18,51.62,-79.44,-97.92,73.9,-26.3,-0.47,1.74,0.64
50,0,-6.58,3,-250.14,12.17,-11,-0.23,-0.18,-0.02
51,-23.3,39.6,-37.45,-132.73,2.19,85.31,-0.61,-0.48,0.61
52,-14.59,51.83,29.19,14.89,-25.94,-23.5,-0.32,-0.05,0.19
53,3.86,43.82,42.13,133.61,-20.45,-89,-0.29,1.74,0.41
54,-1.12,46.91,43.44,250.13,54.08,-56.3,-0.1,1.22,0.63
55,-67.7,-36.35,-0.69,46.34,-24.39,14.78,-0.41,0.9,0.18
56,-9.33,-44.7,-7.38,1.79,15.63,-4.34,-1.26,1.18,0.91
57,20.52,-22.87,-7.71,-38.84,-131.29,-96,-0.4,0.58,0
58,65.03,-7.83,28.33,-130.56,-190.41,-2,0.57,-0.39,0.69
59,32.55,25.48,45,-23.27,-33.61,-36,0.8,-0.24,0.64
60,-0.04,20.47,45.4,-0.35,88.21,78.92,-0.79,0.73,0.4
61,-1.64,22.12,37.62,136.82,49.59,250.1,-0.48,1.77,0.94
62,-5.76,25.67,-23.77,62.08,130.53,125.6,-0.23,0.94,0.14
63,24.4,-16.36,-67.67,-3.06,-18.17,-0.17,-0.02,1.16,0.6
64,8.32,-37.77,-65.8,-34.07,9.81,-6.31,-0.36,1.77,1.05
65,-22,-44.84,-47.04,-250.14,16.23,-22,-0.55,0.35,0.63
66,-2.45,-30,53.3,-183.37,-170.31,93,-1.11,-0.53,0.33
67,0.44,-25,54.33,0.53,-98.53,32.11,-0.43,-0.33,0.39
68,-70.2,-90.29,19.3,69.68,-40.89,-87.9,-0.45,1.48,0.41
69,-19,-112.24,-11.59,250.13,97.34,-159,-0.09,1.62,1.28
70,2.6,-110.81,-10.38,128.38,-50.96,-9.4,-0.25,0.99,0.09
71,51.5,-57.76,18.21,0.64,12.98,1.7,-0.49,0.9,0.4
72,64.78,-23.94,44.39,-6.6,-17.97,11.98,-1.66,2,0.14
73,1.93,-26.25,40.73,-123.44,-243.05,-2,0.47,-0.04,-0.05
74,-1.8,-21.45,41.56,-120.26,-89.63,-75,0.39,-0.47,0.78
75,-8.85,4.3,9.47,7.53,-8.53,10.15,-0.2,0.18,0
76,5.58,-1.8,-51.02,106.13,187.11,198,-1.3,1.58,0.38
77,10.62,6.82,-84.81,100.31,120.46,250,-0.51,0.84,0.23
78,-5.12,1.09,-75.63,-16.59,-17.91,7.44,-0.26,0.97,0.07
79,0,-50.06,4,-2.05,12.61,-6.91,0.09,1.44,1.07
80,18.48,-13.31,50.99,-130.98,100.59,-34,-0.45,1.43,0.77
81,-3.87,6.24,49.27,-250.14,-26.24,21,-0.39,-0.17,0.06
82,0.26,-19.86,52.03,-140.37,23.91,41,-0.86,-0.57,0.03
83,-64.7,-49.8,23.23,28.7,-31.02,-19.7,-0.11,0.84,0.08
84,-58.18,-85.68,6.67,209.82,-58.08,-192,-0.2,2,1.39
85,9.15,-75.24,2.72,243.17,-3.29,66.22,-0.31,0.99,0.37
86,58.12,-17.48,27.06,-8.93,73.28,-14.81,-0.35,0.96,0.25
87,57.35,12.91,40.78,8.42,-107.09,1.02,-1.12,1.72,0.47
88,-12.12,28.19,21.56,-116.27,-128.77,-2,-0.05,0.17,0.12
89,10.72,10.27,-38.94,-71.12,-153.75,-22,0.31,-0.42,0.85
90,26.58,14.46,-72.17,-6.36,-7.34,6.85,0.45,-0.37,0.68
91,-4.83,21.8,-68.06,0.03,27.52,32.8,-0.78,0.35,-0.1
92,-27.9,16.03,-24.56,94.1,208.98,223.5,-0.86,1.78,0.66
93,-9.76,26.93,41.3,50.09,115.47,221.4,-0.27,0.92,0.02
94,3.77,33.45,51.53,7,3.63,0,0,1.17,0.88
95,0.52,31.59,52.85,-5.24,-6.67,13.96,-0.42,1.93,0.85
96,-27.43,-5.63,23.57,-73.65,64.48,-43.4,-0.49,-0.16,0.02
97,-64.7,-36.62,-9.44,-250.14,-69.32,41,-0.69,-0.62,0.35
98,-5.5,-36.38,-20.09,-137.1,6.91,102.6,-0.25,0.02,-0.12
99,17.99,-24.21,-9.46,11.1,24.63,-18.6,-0.36,1.85,0.96
100,59.75,25.91,27.96,162.63,-30,-107,-0.42,1.04,0.52
101,26.61,43.36,44.08,250.13,44.72,-37.5,-0.23,0.97,0.06
102,2.82,34.59,43.61,38.55,27.36,14.56,-1.05,1.48,0.78
103,-2.53,64.35,-12.88,1.33,-4.22,1.99,-0.14,0.42,-0.04
