,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-0.67,-0.74,64.07,-26.71,15.53,-13.4,0.03,1.2,0.52
1,-41.38,-5.57,58.03,-20.61,-22.38,-149,-0.59,1,0.62
2,-1.55,-12.27,42.31,-53.53,-34,-5.9,-0.59,-0.02,0.72
3,-7.21,-52.39,14.2,-102.63,-167.68,-2,-0.63,-0.53,1.12
4,12.6,-71.07,21.81,35.84,-83.04,48.46,0.01,-0.19,0.55
5,-12.1,-15.81,20.73,-1.24,213.09,-46.6,0.29,0.04,0.84
6,20.6,77.47,-9.74,51.03,250.13,-107,-0.66,-0.21,-0.25
7,-3.71,84.25,-13.59,-145.95,104.76,73,-0.89,-0.72,-0.88
8,-5.44,20.87,2.07,-16.27,33.82,-14.3,-0.6,-0.09,-0.8
9,5.77,-21.44,20.89,63.95,-250.14,-20,-1.17,-0.48,-0.45
10,9.54,-25.99,20.92,76.3,-169.4,22.2,-0.36,-0.04,1.23
11,1.48,-5.28,21.57,0.61,-21.09,36.68,0.06,0.31,0.96
12,-37.18,59.47,45.35,6.4,80.56,5.69,0.18,-0.05,0.96
13,12.82,67.57,19.74,96.04,250.13,-143,-0.87,0.33,-0.42
14,-2.81,73.73,13.5,-91.47,35.42,49.48,-0.93,-0.61,-0.84
15,1.58,72.83,8.43,-20.06,28.24,-10.7,-0.7,-0.19,-0.66
16,-12.22,9.41,12.21,-17.58,1.85,6.11,-0.69,-0.08,-0.82
17,10.97,-17.53,27.06,18.94,-250.14,-47,-1.45,-0.55,-1.5
18,1.56,-4.31,27.57,59.62,-107.82,42.1,-0.22,0.29,1.39
19,-26.72,60.39,40.61,22.29,0.03,36.67,0.26,0.1,0.81
20,8.06,111.86,11.96,-11.57,49.18,5.56,0.29,0.06,0.91
21,9.18,102.88,-2.46,61.27,250.13,-103,-0.93,-0.5,0.28
22,-19.3,39.08,-13.5,-68.36,136.31,-26,-0.89,-0.43,-0.03
23,21.18,18.82,-1.57,-28.34,77.69,31.01,-0.7,-0.46,-0.63
24,10.68,18.9,1.92,-56.65,-24.54,35.4,-0.6,0.06,-0.72
25,-12.02,33.47,-1.61,-40.43,-250.14,-74,-0.89,-0.45,0.05
26,-19.46,89.09,12.94,40.98,-75.79,81.47,-0.13,0.65,1.17
27,-2.47,111.38,-7.01,11.73,4.76,38.15,0.19,0.11,0.94
28,-3,115.71,-15.8,-15.89,62.36,-46.4,0.08,0.21,0.96
29,4.45,90.53,-16.39,61.86,218.32,-75.1,-0.84,-0.35,0.09
30,-14.5,24.77,-17.81,-74.52,95.94,-9.5,-0.96,-0.46,-0.74
31,14.49,15.11,-10.02,-34.82,29.85,-11.9,-0.56,-0.18,-0.81
32,11.18,16.39,-3.23,-2.39,-89.27,17.12,-0.69,-0.27,-0.68
33,-32.8,77.73,-15.46,-5.84,-250.14,-56,-0.03,-0.35,1.24
34,-18,139.63,-20.82,25.01,-34.44,55.73,0.03,0.33,0.86
35,11.8,150.87,-42.24,23.37,8.47,43.17,0.1,0.26,0.99
36,-2.2,145.19,-44.42,-54.05,250.13,-126,0.08,0.44,0.86
37,-19.2,74.05,-34.68,-19.84,250.13,-71,-0.75,-0.36,0
38,7.79,26.52,-28.63,-84.59,60.79,45.66,-0.88,-0.63,-0.77
39,12.12,19.75,-20.92,-14.76,-5.6,-8.77,-0.68,-0.08,-0.7
40,-8.51,35.57,-25.53,36.95,-250.14,-69,-0.63,-0.71,0.04
41,-31,98.98,-14.42,19.39,-181.01,29.9,-0.22,-0.06,0.81
