yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
1.19,-1.76,50.5,222.87,29.8,-81.0,0.16,0.4,0.16
0.5,-0.11,38.56,0.3,-26.6,4.61,0.26,1.12,0.04
-2.9,41.69,-24.87,-52.21,7.73,1.92,0.14,0.94,0.15
0.92,60.25,-59.23,-250.14,171.35,-11.0,0.21,0.08,0.56
2.58,47.51,-55.54,-134.69,80.81,3.54,-0.08,-1.05,0.99
5.57,30.38,-39.81,14.67,-43.26,9.95,-0.17,-0.79,0.46
-13.5,-12.12,22.91,62.48,-63.96,21.5,-0.33,-0.89,0.65
-14.5,-11.63,66.83,250.13,-164.98,-52.0,0.09,-0.35,0.69
3.49,-7.11,58.74,166.23,1.02,-55.97,0.08,0.69,0.0
15.6,2.21,6.53,-34.44,17.4,13.48,0.11,0.95,0.16
0.55,19.53,-53.41,-210.27,38.64,60.2,0.19,0.65,0.32
-0.92,26.3,-58.69,-231.6,67.96,2.13,-0.31,-1.09,0.79
-0.02,26.29,-53.85,-20.48,28.53,-3.56,-0.24,-1.02,0.59
-0.64,-4.4,-2.16,20.6,2.6,-0.06,-0.15,-0.85,0.34
-22.1,-32.71,61.11,207.15,-119.96,-2.0,-0.12,-1.08,0.93
-3.49,-39.71,86.94,250.13,-111.49,-85.0,0.13,0.15,0.42
0.87,-33.99,77.25,100.54,-32.24,-13.0,0.13,1.02,-0.05
28.29,-19.77,12.45,-36.08,19.22,3.35,0.28,0.91,0.19
-4.0,-13.92,-42.12,-250.14,55.24,109.0,0.22,0.12,0.54
-2.4,-22.45,-46.28,-209.41,18.15,-15.0,-0.3,-0.96,0.75
-2.4,-21.82,-43.48,-14.05,-39.05,-9.2,-0.29,-0.86,0.45
-2.05,-47.19,18.65,14.51,-2.72,-9.44,-0.16,-0.87,0.34
-23.7,-57.58,78.0,250.13,-105.18,-7.0,0.05,-0.93,0.93
10.46,-54.81,79.53,233.52,-47.52,-91.0,0.09,0.37,0.36
-2.33,-52.56,70.01,5.46,3.07,40.4,0.14,1.08,0.03
-2.13,-21.89,6.11,-35.09,3.79,-8.98,0.38,0.86,0.33
-4.25,-4.56,-41.6,-250.14,116.57,-8.0,0.09,0.22,0.42
0.0,7.37,7.0,-181.89,65.54,-16.0,-0.09,-1.16,0.78
0.2,-1.83,-33.83,6.11,18.19,28.22,0.0,-0.83,0.51
-37.5,-19.63,28.48,30.47,-9.32,0.77,-0.14,-0.84,0.52
-15.3,-17.73,86.37,250.13,-66.9,-145.0,0.75,-0.76,1.01
6.57,-13.56,78.05,224.47,3.2,-59.33,-0.08,0.58,0.05
1.28,-13.75,63.85,-31.89,15.79,25.26,0.23,1.05,0.08
-3.96,32.16,-1.29,-56.53,-1.92,4.95,0.11,0.91,0.23
-8.55,22.0,-30.08,-250.14,181.04,-15.0,-0.07,-0.07,0.43
0.75,22.72,-30.16,-107.82,-38.39,-33.0,-0.37,-0.99,0.72
-1.41,23.1,-28.4,4.4,4.11,2.91,-0.24,-0.81,0.41
-21.0,-38.99,33.75,11.51,3.6,-5.45,-0.17,-0.85,0.51
-22.0,-35.16,85.3,250.13,-240.28,-81.0,0.68,-0.58,0.76
7.57,-26.05,70.45,198.19,9.67,-84.79,0.05,0.7,0.02
0.5,-28.86,40.57,-58.2,32.5,29.21,0.17,1.03,0.19
5.21,-10.28,-24.84,-120.91,-14.66,1.9,0.08,0.89,0.18
-2.44,-2.32,-58.94,-250.14,69.55,20.1,-0.06,-0.63,0.76
1.32,0.5,-53.56,-132.05,30.64,-9.4,0.05,-0.95,0.7
3.74,-11.71,-27.45,21.67,10.56,5.09,-0.04,-0.82,0.49
-30.5,-49.8,35.79,104.24,-51.62,14.4,-0.39,-1.05,0.83
-10.7,-42.85,62.17,250.13,-149.69,-11.0,0.31,-0.01,0.47
3.67,-34.8,48.17,99.39,21.8,-41.38,0.2,0.93,0.14
3.17,-34.53,29.9,-57.63,27.6,14.18,0.25,1.03,0.28
29.1,-13.34,-34.49,-77.63,-3.96,12.24,0.05,0.84,0.23
0.63,5.24,-49.87,-250.14,82.89,112.0,0.43,-0.54,1.07
-0.06,4.19,-44.87,-58.7,68.21,2.4,-0.55,-1.01,0.54
16.3,-11.35,16.43,22.38,-5.12,-0.25,-0.17,-0.84,0.39
-37.0,-23.48,75.47,245.82,-64.6,62.7,-0.54,-1.21,1.02
-1.01,-23.79,85.38,39.34,-4.69,-3.88,0.13,0.29,0.6
1.34,-23.61,76.17,-35.37,-2.22,5.17,0.04,1.03,-0.22
21.76,-0.15,12.16,-250.14,94.72,84.0,0.09,0.92,0.23
6.14,51.85,-23.39,-135.02,212.66,23.0,0.29,0.33,0.49
-0.64,61.37,-40.41,-63.63,44.4,-2.47,0.5,-0.81,0.93
0.52,60.33,-38.75,9.86,4.66,2.02,-0.28,-0.92,0.63
-6.6,18.9,80.2,234.62,-97.77,47.3,-0.09,-0.76,0.42
7.27,24.25,99.85,242.15,-57.91,-25.0,-0.74,-0.93,0.88
