,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-0.2,-16.46,-76.55,-3.4,-5.87,-4.33,0.28,-0.96,-0.05
1,1.04,-17.03,-77.38,-3.73,-1.98,3.76,0.3,-0.96,-0.03
2,-0.3,-17.51,-77.66,-1.79,-2.02,-1.28,0.28,-0.96,-0.06
3,0.23,-17.89,-78.35,-3.4,-1.79,0.87,0.28,-0.98,-0.04
4,-7.91,2.63,-70.57,29.31,83.07,-30.53,0.43,-1.09,0.23
5,-36.61,5.7,-15.77,180.6,131.81,-90,0.14,1.01,-0.17
6,0.53,33.49,38.03,23.24,-5.55,1.89,0.19,0.86,0.19
7,6.3,63.1,-97.38,-81.73,-29.53,13.6,0.02,-1.07,0.56
8,-6.3,51.45,-70.7,-213.63,136.44,24,0.04,-1,0.88
9,-25.1,37,-22.84,99.5,-36.45,-24.3,0.39,-0.33,0.78
10,-13.06,32.75,16.32,183.7,-45.67,-96,0.22,0.83,0.26
11,7.87,30.89,-24.64,78.99,-30.55,-3.66,0.17,0.95,0.17
12,2.53,40.82,-76.35,-82.47,48.47,4.56,0.07,0.36,0.54
13,2.6,15.99,-13.91,-171.74,-9.64,30.4,-0.11,-0.9,1
14,-6.16,14.64,31.45,-18.92,-25.47,-2.4,0.14,0.39,0.68
15,-1.81,4.41,48.15,237.54,-55.85,9.27,0.22,0.86,0.25
16,-0.28,0.54,23.72,175.5,-1.25,-23.7,0.28,0.2,0.72
17,16.29,-6.46,-26.99,70.19,-24.76,-5.69,0.17,-0.77,1.05
18,-0.79,20.32,0,-101.6,-12.64,-1,0.4,-0.36,0.98
19,0,0,0.98,-202.44,-24.82,62,0.27,0.86,0.23
20,-11.05,-2.48,-7.04,0,0,97.79,0.23,1.01,0.02
21,0.45,-6.57,52.46,80.76,-43.58,4.22,0.33,0.06,0.77
22,-1.52,-13.71,42.46,183.22,-28.9,-42,0.16,-0.87,0.96
23,5.22,-13.58,13.6,82.2,-8.15,1.73,0.28,1.01,0.09
24,16.71,5.7,-40.77,-118.73,0.27,20.08,0.31,0.67,0.48
25,-11.8,29.27,-84.49,-217.11,79.06,64.5,0.43,0.14,0.78
26,3.67,15.2,-57.74,-175.7,96.85,-45,0.2,-0.81,0.82
27,-12.27,7.85,-10.18,100.08,-52.22,14.1,0.44,0.48,0.65
28,-3.38,-1.51,44.24,-39.21,11.6,5.24,0.31,0.92,0.23
29,1.36,0.81,35.67,-116.89,-2.85,32.9,0.24,0.89,0.24
30,8.52,-0.77,7.15,-162.44,19.95,29.6,0.24,-0.59,0.9
31,7.68,3.08,-33.17,-178.15,62.22,-4.6,5.27,-2.02,0
32,-1.19,18.03,-77.88,179.18,-7.88,-35.8,0.4,0.33,0.65
33,3.64,8.86,-54.66,126.74,-48.8,-57,0.37,-0.46,0.97
34,-9.31,5.78,-8.4,75.08,-10.65,2.31,0.19,0.98,0.19
35,-15.02,-7.78,24.82,-214.1,117.99,36,-0.03,-0.97,0.99
36,-0.86,-10.44,26.3,-35.79,-32.06,-6.3,0.18,-0.85,0.99
37,-12.2,-23.5,24.19,201.1,-65.2,-15,0.21,-0.02,0.75
38,13,-13.66,-13.88,-159.36,7.79,50.5,0.25,1.11,-0.01
39,6.42,3.78,-64.86,-203.41,70.98,24.7,0.23,0.85,0.33
40,2.7,-10.2,-54.46,36.82,-55.1,10.41,0.2,0.45,0.6
