,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.47,-21.44,-64.79,-6.79,27.4,9.32,0.32,-0.97,0
1,-0.5,-22.86,-65.32,-1.51,-5.73,-1.97,0.37,-0.96,0.02
2,1.08,-22.78,-65.48,-0.39,0.33,4.16,0.4,-0.95,0.03
3,-7.56,7.07,-53.21,47.71,120.18,-29.2,0.5,-1.02,0.51
4,-7.29,16.71,-23.68,117.6,43.08,-28.1,0.42,-0.9,0.75
5,-8.55,24.45,8.28,128.89,37.02,-33,0.24,-0.31,0.59
6,-3.4,23.39,22.47,51.11,0.61,-12.18,0.07,0.25,0.66
7,2.46,7.89,12.25,-43.62,-57.42,9.47,0.07,0.43,0.52
8,9.95,-1.56,-24.5,-144.35,-33.06,38,0.39,-0.16,0.9
9,7.19,-4.72,-51.42,71.62,28.63,-10.27,0.29,-0.81,0.9
10,-3.39,-1.88,-5.55,120.89,-29.63,-13,0.18,-0.55,0.89
11,-3.17,2,21.1,106.45,16.82,-12.2,0.12,-0.01,0.71
12,6.56,-13.47,8.29,33.55,-13.02,-10.8,-0.04,0.44,0.44
13,14.5,-22.27,-35.16,-83,-42.91,23.4,0.44,-0.42,0.92
14,-2.5,-11.43,-25.88,-169.85,-33.75,56,0.35,-0.76,0.97
15,-2.19,1.31,4.22,24.95,19.82,-4.28,0.16,-0.27,0.89
16,-0.33,1.66,28.62,90.37,37.45,-9.88,0.03,0.27,0.62
17,8.96,-20.54,-0.26,119.58,50.95,-8.45,-0.06,0.57,0.42
18,2.11,-33.48,-49.67,94.99,1.98,-1.27,0.18,-0.84,0.9
19,-3,-30.28,-32.68,-0.68,-10.53,0.71,0.19,-0.8,0.89
20,-3.33,-22.39,-1.96,-41.54,-3.8,8.14,0.02,0.51,0.49
21,-3.19,-12.63,41.51,66.98,8.87,-11.75,-0.03,0.68,0.46
22,1.71,-23.08,32.45,65.21,15.11,-12.31,0.36,0.29,0.71
23,8.36,-36.37,2.44,-38.75,-44.4,6.62,0.46,-0.8,1.1
24,12.5,-39.6,-42.03,-118.7,-53.06,32,0.35,-0.71,0.97
25,-5.4,-23.64,-21.29,-174.49,-15.08,48,0.21,-0.25,0.88
26,-3.75,-14.16,9.76,-35.59,28.47,18.03,0.01,0.66,0.47
27,-0.85,-11.63,32.65,123.92,36.4,-14.5,0.07,0.38,0.6
28,6.85,-24.27,9.33,87.44,-0.98,-8.88,0.35,-0.4,0.83
29,7.68,-32.8,-30.44,-2,6.95,-3.28,0.24,-0.6,0.94
30,4.75,-38.28,-52.12,-94.12,-51.96,26.5,0.02,0.51,0.53
31,-0.7,-28.39,-40.9,-154.6,-34.82,29,-0.02,0.52,0.56
32,-3.73,-3.92,28.58,118.76,42.04,-9.74,0.32,0.06,0.69
33,1.14,-11.72,19.72,106.21,52.18,-17.2,0.52,-0.59,1.02
34,9.97,-35.92,-13.47,46.37,-0.63,-14.34,0.37,-0.71,1.02
35,0,12.53,4,-35.25,-29.89,4.07,0.22,-0.22,0.88
36,-4.14,-30.02,8.5,-131.05,-95.25,38,0.02,0.36,0.58
37,-1.44,-22.47,27.33,-136.84,-55.14,48,-0.09,0.59,0.45
38,8.1,-38.87,-39.98,-14.36,7.02,6.66,0.14,0.21,0.64
39,3.07,-41.39,-54.48,93.66,41.15,-10.38,5.9,31.29,0
40,-1.7,-31.36,-40.82,71.66,25.7,-5.56,0.33,-0.7,1.04
41,-5.2,-24.08,-10.85,-14.76,5.79,-3.5,0.28,-0.8,0.95
42,-0.39,-19.34,26.47,-105.24,-50.53,32,1,116.43,-18
43,1.81,-24.31,13.23,-59.48,-14.07,11.8,-0.09,0.53,0.47
44,0,0,0,52.43,35.73,-6.56,1.75,0,0
45,7.04,-39.84,-48.1,35.3,-9.52,-1.52,0.4,-0.55,1
46,-2.7,-30.03,-29.38,-100.36,-15.53,27,0.28,-0.23,0.97
47,-2.85,-21.16,22.54,86.66,30.56,-10.65,0.07,0.26,0.61
48,0.51,-19.62,20.48,112.85,32.82,-18.2,0.23,0.41,0.71
49,5.39,-28.21,0.25,89.51,-1.84,-11,0.33,-0.21,0.95
50,8.45,-31.21,-36.07,-82.68,-35.12,20.8,0.3,-0.75,1.06
51,2.58,-38.59,-53.42,-143.55,-13.6,32,0.29,-0.69,0.88
52,-1.3,-35.81,-43.18,-69.82,-32.48,9.91,0.16,-0.1,0.85
53,-1.3,-27.77,-19.52,38.5,7.29,-5.31,0.35,-0.17,0.94
54,-1.59,-26.2,6.41,92.4,28.53,-5.16,0.49,-0.57,1.09
55,-4.92,-28.86,25.37,102.24,3.53,-6.15,0.28,-0.67,0.94
56,0.34,-28.29,22.11,-65.47,-14.36,19.1,0.34,-0.51,1.04
57,6.02,-37.37,3.88,7.01,17.72,1.44,0,0.56,0.59
58,9.09,-41.45,-27.52,101.6,12.6,-12.5,0.18,0.1,0.78
59,4.97,-44.25,-43.79,56.89,-13.82,-10.5,0.34,-0.5,1.12
60,-3.5,-34.35,-13.68,-41.28,-34.07,9.1,0.34,-0.61,1.01
61,-5.21,-27.8,16.65,-106.13,-41.83,26,0.32,-0.65,0.95
62,2.37,-37.31,22.21,-134.31,-31.34,45,0.03,0.69,0.51
63,6.82,-46.73,-4.77,3,5.6,0,0,0.6,0.6
64,11.8,-53.27,-38.89,-28.44,-2.17,21.62,0.19,0.34,0.73
65,-2.6,-48.71,-28.21,67.89,8.69,-10.06,0.42,-0.2,0.94
66,-3.12,-36.9,34.42,25.34,-3.33,-12.05,0.31,-0.62,0.93
67,2.5,-38.88,26.57,-33.23,-13.89,9.65,0.27,-0.69,0.99
68,7.9,-48.99,5.8,-83.2,-44.8,30.5,0.23,-0.48,1.03
69,10.1,-50.93,-28,-133.2,-11.89,39,0.11,0.02,0.79
70,1.13,-55.31,-46.49,-73.42,-23.25,4.33,0.3,-0.44,0.98
71,-2.56,-46.38,-7.78,45.15,-1.63,-12.05,0.38,-0.71,0.93
72,-1.75,-39.13,18.64,106.87,23.87,-9.87,0.06,0.03,0.78
73,-6.76,22.95,4.7,69,-3.7,-18.94,0.45,-0.66,0.99
74,-4.92,-38.52,37.11,-106.6,-38.01,28,0.37,-0.63,1
75,2.88,-39.92,28.18,-154.39,-31.67,42,0.35,-0.32,0.96
76,0,0,1,-59.76,-10.35,8.77,0.65,-0.59,0.97
77,11,-55.01,-37.96,111.78,28.98,-15.6,0.53,-0.67,0.85
78,2.28,-56.11,-52.76,99.11,35.95,-4.17,0.34,-0.27,0.87
79,-2.6,-50.93,-41.01,-96.48,-49.06,29.4,0.1,0.21,0.66
80,-4,-42.15,-12.76,-142.6,-64.86,38,0.06,0.54,0.56
81,-1.08,-31.71,12.48,-44.6,3.34,11.37,0.15,0.36,0.59
82,-3.34,-30.94,29.98,62.27,23.01,-15.66,0.24,-0.21,0.76
83,2.63,-36.9,26.04,116.94,29.82,-24.8,0.15,0.4,0.58
84,0,0,0,91.63,37.85,-21.85,0.09,0.54,0.53
85,7.62,-48.27,2.14,22.49,1.48,-16.91,0.3,-0.39,0.99
86,2.95,-60.81,-44.9,0,0,0,0.47,0.1,0.84
87,-4,-53.36,-28.84,-112.66,-19.05,51,0.45,-0.51,1
88,-6.43,-44.58,0.69,-10.45,-6.41,10.21,0.38,-0.7,1
89,-5.68,-33.77,24.35,78.69,28.86,-31.04,-0.01,0.3,0.6
90,-4.38,-32.21,31.01,84.42,3.25,-15.06,-0.01,0.7,0.43
91,6.43,-42.4,14.1,24.29,-17.15,-3.89,0.04,0.35,0.52
92,2.65,-59.39,-49.64,-133.55,-38.8,45,0.33,-0.7,0.96
93,-8,-50.88,-29.32,119.46,39.58,-28,-8.06,0,20.25
94,-3.9,-36.39,19.48,68.6,-11.39,-17.8,0.21,0.23,0.66
95,-1.01,-39.4,26.51,-31.37,-0.15,6.77,0.41,-0.36,0.99
96,6.75,-50.47,11.47,-144.53,-26.76,41,0.36,-0.76,0.87
97,11.8,-59.27,-22.65,77.9,32.72,-17.31,0.45,-0.73,0.87
98,7.42,-64.67,-46.01,121.82,34.23,-8.25,0.34,-0.53,0.99
99,0.37,-60.57,-45.05,28.32,-1.63,-5.17,0.07,-0.09,0.7
100,-7.31,-42.08,10.62,-128.15,-20.43,36,0.04,0.4,0.6
101,-4.61,-43.71,28.6,-122.87,-0.23,30,0.01,0.45,0.58
102,1.75,-42.26,21.47,80.44,23.24,-10.34,0.26,0.04,0.62
103,7.91,-57.01,-1.9,145.45,47.95,-30.1,0.5,-0.42,1.01
104,10.7,-62.09,-38.59,4.86,-17.53,-6.76,0.51,-0.75,0.9
105,-4.4,-49.91,-31.2,-72.14,-45.34,23.2,0.48,-0.72,0.89
106,-2.14,-40.04,-0.48,-156.61,-44.04,56,0.39,-0.45,0.92
107,-3.36,-39.91,26.53,-99.65,-35.44,38.8,0.2,-0.01,0.75
108,-1.34,-38.69,34.69,10.35,-1.53,-5.4,0.22,0.02,0.77
109,9.47,-49.32,-12.11,0.44,0,0,0.48,-0.71,0.93
110,7.78,-48.28,-43.18,-112.69,-46.98,41,0.46,-0.73,0.97
111,1.84,-51.71,-49.35,-171.9,-44.6,72,0.22,-0.36,0.87
112,-3.59,-28.87,33.23,-46.79,-4.11,11.58,0.09,0.39,0.61
113,-1.75,-32.05,35.45,53.26,11.29,-23.73,0.26,-0.1,0.78
