,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-0.2,-40.32,-63.45,-9.94,-8.15,23.76,0.32,-1.03,0.07
1,7.08,-41.84,-66.54,11.19,2.85,-28.21,0.33,-0.9,0.06
2,-7.3,-40.12,-63.98,93.92,-8.4,-169.3,0.31,-1.01,0.1
3,-44,-42.44,-39.62,-31.52,153.22,-250,1.14,-1.05,0.38
4,-64.7,-4.53,-44.85,-178.41,118.08,-10,0.78,0.46,0.56
5,-28.3,24.39,-86.04,-134.98,24.56,-39,0.2,0.41,0.47
6,15.11,22.21,-73.68,-12.94,-26.44,33.3,0.09,0,0.18
7,-1.03,42.69,-39.38,119.12,54.55,-52.5,0.12,0.4,1.08
8,-10.1,33.52,-87.65,-144.05,-53.66,3.2,-0.23,0.14,0.73
9,8.67,24.97,-87.73,100.56,-38.66,64,0.21,-0.12,0.74
10,0.85,21.27,-52.64,164.69,-81.27,-0.6,-0.08,0.46,0.61
11,0,27.3,0.39,-79.1,19.6,-81.1,-0.09,0.42,1.08
12,-0.1,-48.11,-10.09,-163.19,-102.11,10,-0.01,0.6,0.8
13,-21,-41.27,-27.95,-191.16,12.69,22.6,631,0,-75.2
14,-65.81,0,2,-81.17,-77.04,27.5,0.31,0.11,1.51
15,9.3,-52.73,-55.75,183.56,-105.4,-19,0.04,-0.1,0.6
16,-86.2,-96.78,30.39,-91.61,10.08,-26.2,0.08,-0.12,0.54
17,5.89,-49.43,-56.61,-159.27,-74.28,3.2,-0.41,-0.46,0.99
18,7.13,-66.93,-75.03,0,0,-0.51,-0.17,0.19,1.16
19,11.2,-70.05,-52.44,0.59,0,0,0,0,60.5
20,-5.18,-93.23,-4.16,113.62,3.83,12.57,-0.09,-0.03,1.21
21,-18,-73.97,-13.46,179.46,-40.89,-13,0.17,0.36,1.22
22,-4.8,-86.89,-21.51,193.68,-44.13,34.5,-0.11,0.54,0.69
23,-6.79,-85.72,0.73,71.63,18.67,-98.89,0.02,-0.06,0.67
24,0.8,-100.85,-39.1,-208.24,28.91,-42,-0.15,0.11,1.18
25,11,-100.89,-37.51,123.15,-89.5,-99,0.24,0.86,1.05
26,34,0,1,-71.11,152.59,-80,-0.4,0.12,0.63
27,3.26,-95.36,-7.84,134.66,-44.73,-56,0.04,4.53,0
28,-3.4,-101.68,38.54,34.59,77.62,-69.76,0.71,0.46,1.3
29,8.99,-79.57,25.38,-181.57,13.21,9.21,-0.3,0,0.51
30,-25.6,-72.14,43.72,-16.18,-49.76,24.7,0.27,0.47,1.11
31,-10.9,-60.79,-9.43,13.02,18.73,-35.02,0.41,-0.03,1.13
32,-20.9,-57.38,13.02,141.85,9.2,-46.85,0.26,0.13,1.34
33,16.8,-84.05,-22.6,-82.43,-72.21,-13,0.6,-0.33,1.24
34,-14.6,-149.85,0.76,-140.91,-157.54,72,0.3,0.28,0.93
35,-9,-114.98,-33,11.63,14.39,-31.67,0.23,-0.08,0.59
36,17,-108.04,-39.19,-28.52,122.83,-32,0.29,-0.06,1.35
37,-4,-115.53,-26.2,-103.56,-15.92,75,0.1,0.22,1.01
38,-11,-102.63,-23.1,-129.74,-165.78,21,-0.17,0.28,0.8
39,-8,-129.55,-53.52,107.43,-99.61,-41,-0.33,0.01,1.24
40,-14,-125.63,-14.95,-33.49,46.19,-26.3,0.15,-0.02,1.29
41,-8.5,-90.63,-20.83,142.44,14.61,-38.4,0,0,0.41
42,-10,-149.65,-46.75,41.9,141.54,-22,0,0,37.66
43,0,0,0,-84.82,-31.37,30,-0.22,-0.26,1.07
44,-10,-123,-32.71,-82.95,-153.66,30,0.26,-0.03,1.39
45,-5.7,-83.11,-20.49,55.02,-39.98,-7.43,0.04,0.36,0.89
46,7.85,-87.19,-40.17,134.76,97.75,-17.6,0.72,-0.16,0.7
47,-1,-127.67,-43.37,75.18,70.4,-12,0.1,-0.25,1.39
48,-4.58,-98.52,-8.17,145.51,22.08,-50.5,-0.14,0.16,0.8
49,-11,-85.12,-23.66,-48.88,13.12,-57.1,0.1,-0.35,1.2
50,-13.1,-90.52,-0.2,-127.76,-56.51,25,0,20.28,0.14
51,-14,-83.72,-11.52,-101.19,-123.66,0,9.43,0,0
52,0,-122.62,-66.32,138.02,65.64,-9,0.27,0.3,1.01
53,-2,-101.43,-29.48,-131.76,-27.85,-15,0.02,-0.02,0.27
54,-6.47,-81.36,-9.62,-182.88,-67.23,0,0.3,-0.26,1.26
55,-4,-84.65,-41.55,-57.53,-150.26,4.3,0.33,0.39,1.08
56,-7,-115.24,-11.15,28.38,31.07,-71.02,0.44,-0.35,0.89
57,0,-102.09,-22.61,-135.79,-244.98,60,0.1,0.1,1.26
58,15,-159.33,-55.77,104.15,-11.41,-30,0.47,0.55,1.09
59,-8,-156.34,-27.89,148.43,-100.05,-78,-0.11,0.52,0.73
60,-20,-175.6,10.88,-62.98,182.91,17.7,0.45,-0.09,0.9
61,-3,-165.56,-19.47,157.54,-54.47,-6.5,0.13,0.41,0.81
62,4.6,-129.35,-61.37,-173.4,38.89,-34,0.06,-0.23,0.45
63,-1,-137.94,-19.42,58.94,-7.6,10.96,0.36,0.47,0.95
64,-23.3,-141.66,2.82,150.36,-12.34,-67,0.21,0.62,0.84
65,2.8,-140.12,-52.73,-43.48,67.72,-75.6,0,0,0.35
66,-17,-138.58,-12.81,-131.65,-151.14,57,-0.03,-0.33,1.19
67,0,1.37,8,126.5,-102.41,19,0.34,0.37,1.02
68,-19,-116.47,-22.09,188.66,-104.8,-62,0.33,0.58,0.98
69,2.29,-99.6,-50.63,-72.37,54.16,-79.7,0.13,-0.2,0.89
70,5,-153.59,-47.92,224.69,-162.27,-48,0.22,0.63,0.91
71,-20,-154.38,-14.57,-37.62,50.79,-53.6,-0.38,0.25,0.28
72,10,-148.33,-44.99,3,0,-131.55,0.04,-0.2,1.01
73,10,-110.6,-55.47,-144.57,32.81,53.8,-0.06,0.47,0.62
74,-12.4,-147.36,3.58,72.74,-7.11,69.02,-0.02,-0.14,0.61
75,-13,-129.49,-4.74,-76.81,27.33,-95.4,-0.01,0.28,1.01
76,-24,-108.48,-14.73,-130.19,-124.49,-1,0.06,0.32,1.08
77,-3,-133.38,-45.54,0.8,61.4,58.17,0.24,-0.34,1.14
78,15,-112.85,-43.96,-87.46,37.7,-70.5,0.04,0.44,0.85
79,-18,-109.25,-22.73,-121.71,-115.57,42,-0.52,-0.52,1.09
80,10,-133.56,-52.59,17.52,52.23,109.4,-0.6,-0.56,0.76
81,0,28.44,4.8,164.82,-94.18,8.61,0.17,0.51,0.92
82,-21,-120.4,-7.27,-21.35,32.79,-83.2,-0.26,-0.43,1.01
83,-0.3,-99.17,-23.05,-109.01,-58.56,32,0.06,0.03,1.23
84,8.5,-109.95,-49.1,40.33,-88.6,45.2,0.3,0.41,0.92
85,11,-128.03,-37.75,-105.92,-73.32,17,9.24,39.76,-81.69
86,3.98,-138.56,14.33,-77.56,88.85,34.58,0.17,-0.14,0.63
