,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-0.2,-42.36,-58.75,0.81,7,-5.69,0.27,-0.98,0.12
1,0.27,-41.68,-60.99,-5.49,-1.82,0.92,0.23,-1.01,0.11
2,-35,-34.91,-39.66,85.51,24.55,-135.9,0.57,-1.17,0.28
3,-58,-73.34,-16.55,84.65,-150.36,-224,0.64,0.15,0.32
4,-33,-73.77,-18.88,-17.86,-8.27,-126,0.48,0.53,0.54
5,-8.7,-62.67,-30.96,-54.99,33.56,-33.7,0.09,0.37,0.95
6,14.6,-95.1,-67.89,-149.25,-134.35,55,0.35,-0.22,0.52
7,-5.1,-34.6,-46.87,32.41,31.98,-49.42,-0.57,-0.47,1.15
8,6.08,-56.84,-16.05,-138.47,-151.62,81,0.08,0.07,0.34
9,-14.7,-60.78,11.26,160.09,-57.2,18.7,-0.02,-0.11,0.7
10,-0.8,-82.57,-30.41,14.15,-96.06,-3.45,0.04,-0.3,0.92
11,4.36,-61.91,9.06,152.69,67.47,16.76,-0.33,0.09,1.43
12,-21,-107.29,24.45,53.92,-193.56,-83,-0.14,1.03,0.61
13,7.6,-66.11,22.18,-161.95,-94.82,13,0.04,0.2,0.52
14,-11.2,-85.55,18.12,0,0,0,0.4,-0.08,0.71
15,13,-105.8,-30,209.27,2.11,29.33,0.21,-0.12,0.76
16,4.5,-116.48,-46.49,-188.48,-92.4,53,0.1,0.52,0.4
17,4.17,-94.61,-15.6,-67.73,-55.34,17.5,0.07,0.01,1.51
18,-3.01,-115.9,4.56,166.3,-130.25,-42,0.06,0.78,0.8
19,19,-144.9,-30.22,-136.19,-132.42,74,0.07,0.45,0.53
20,-2.7,-98.75,-20.51,125.23,29.23,-27.1,0.01,0.01,0.5
21,3.55,-94.48,6.93,0.1,-18.19,0,-0.16,0.04,1.28
22,17,-118.09,-28.02,48.73,-116.28,-70,-0.31,0.87,0.7
23,0,1.11,-0.28,-75.3,57.37,13.66,-0.4,-0.2,1.28
24,10.04,-85.66,-6.34,-139.65,-110.01,65,-0.03,0.24,0.78
25,-2.6,-113.4,42.55,42.19,87.82,-43.44,0.07,0.17,0.57
26,-6.94,-100.17,5.6,92.08,163.42,38.63,-0.55,-0.37,1.31
27,14,-122.52,-29.19,187.82,-127.82,-10,0.25,0.49,0.67
28,0.29,-60.74,-37.15,-137.02,-107.05,55,-0.03,-0.05,0.74
29,8.72,-57.78,-7.36,114.73,-0.68,33.56,-0.15,0.22,0.39
30,14.8,-77.47,-20.68,-61.86,21.62,1.15,9,0,0
31,-5.1,-88.27,-19.78,-132.82,-22.34,57,-0.25,0,1.35
32,-1.02,-84.06,23.79,170.19,2.63,-3.92,0.19,0.61,0.87
33,-16.2,-85.71,25.22,-109.04,3.92,35.87,0.01,0.28,0.71
34,9.33,-81.37,-2.35,66.85,175.01,-16.7,0.18,-0.26,0.73
35,-3.7,-57.1,26.82,-36.27,-0.63,0.71,-0.18,-0.01,1.3
36,0.18,-55.66,18.06,195.79,21.08,-11.5,-0.2,0.18,0.31
37,6.16,-52.7,-26.59,-154.96,-117.44,69,0.71,-0.35,1.11
38,-0.6,-59.91,-42.58,170.41,-79.88,-14,-0.02,0.26,0.57
39,-2.99,-27.77,25.44,79.86,31.51,-50.17,0.22,-0.21,0.71
40,17.9,-55.17,-39.7,1.22,0.26,0,-0.03,0.32,1.42
41,-3.84,-10.72,8.11,199.72,-105,-11,0.18,0.5,0.73
42,7.9,-2.43,-9.07,64.45,-27.7,-69.1,-0.18,0.19,0.45
43,-17.9,-3.51,32.32,-67.41,-112.24,15,0.3,0.1,1.02
44,6.91,-5.08,-19.3,13.34,63.49,-18.08,0.06,-0.39,0.66
45,3.94,-33.31,-36.04,31.92,-49.82,-57.6,-0.46,0.1,0.89
46,1.75,-29.27,-10.48,-91.6,-113.87,24,-0.17,0.47,0.71
47,-4.46,-16.41,13.48,-100.76,-21.29,-45,0.03,0.02,0.67
48,20.5,-51.02,-24.52,-125.08,-49.14,52,0.25,-0.16,0.84
49,-4.6,-34.45,-20.82,-127.32,-183.65,68,0.76,-0.27,0.65
50,-1.4,-22.85,29.56,127.52,-66.82,70.8,-0.06,0.13,1.12
51,8.82,-30.28,-4.62,-71.31,-30.53,-64,0.1,0.35,1.28
52,6.28,-58.04,-27.85,-143.69,-18.1,91,0,0,0.02
53,7.61,-49.93,-9.12,2.74,151.85,26.74,0.08,-0.27,1.22
54,3.05,-60,48.5,181.43,-66.22,-38,0.41,-0.29,0.62
55,13.73,-72.25,-8.44,-89.34,-45.92,44.5,0.25,0.09,1.56
56,0,46.91,-16.91,121.27,-40.7,12.9,0.07,-0.02,0.6
57,-10.1,-74.1,27.94,137.34,50.21,-35.8,1.05,-0.28,0.96
58,-16.3,-81.71,33.45,0,0,-109,0.02,0.63,0.52
59,17,-119.14,-36.7,8.08,60.09,-8.29,-0.03,0.01,0.37
60,18.5,-130.03,-3.06,-164.42,-2.99,41.5,0.31,-0.38,0.48
61,-16,-141.4,19.11,-48,-133.82,38,-0.04,-0.08,1.13
62,23,-140.38,-17.46,107.85,-55.5,-16,-0.05,0.3,1.48
63,6.93,-97.66,-16.5,-85.57,-47.82,-51,0.2,0.48,0.65
64,4.88,-87.17,-3.54,-142.6,-114.44,69,0.44,-0.37,1.01
65,11.5,-96.99,-26.22,16.06,41.89,6.37,-0.03,-0.04,1.46
66,3.36,-103.11,5.24,111.87,3.72,-1.06,0.42,0.53,0.92
67,-9.33,-86.62,39.93,-45.5,16.3,-13.3,0.17,0.37,0.76
68,-6.57,-84.96,18.59,-179.34,-156.34,69,0.13,-0.13,0.46
69,21,-107.77,-21.39,-157.69,-144.72,78,-0.33,-0.34,0.98
70,-2.1,-88.66,-19.03,87.02,17.02,53.91,0.04,0.61,0.8
71,10.7,-87.67,-27.13,180.11,25.48,-40.4,0.24,0.45,0.42
72,9.8,-118.68,-38.83,22.9,139.95,12.66,0.04,0.03,1.23
73,-4,-128.15,-10.24,139.02,-36.4,-42,0.44,-0.11,1.32
74,9.15,-123.7,39.13,-117.03,-9.76,-10,0.33,0.72,0.43
75,17,-154.38,-18.48,-132.85,-218.79,72,0.28,0.1,1.24
76,1.6,-139.6,-14.19,101.11,-7.21,-59,0.51,0.33,0.86
77,-0.2,-132.8,14.32,121.48,-130.77,28,0.07,0.26,0.54
78,-9.6,-129.11,41.85,105.02,8.62,-56.95,0.12,0.26,0.45
79,-3.4,-119.94,30.85,153.97,-145.87,0,0.48,-0.04,0.7
80,-1.43,-106.02,2.34,96.75,15.14,-12.08,0.07,0.52,0.46
81,-12,-111.87,30.87,91.18,45.17,-33.82,0.44,0,0.65
82,-10,-121.55,35.34,-140.22,-14.32,-22,0.05,0.24,0.72
