,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.2,-58.62,-0.42,-13.95,-8.38,3.99,0.79,0.1,0.41
1,-1.92,-53.54,11.14,43.63,19.4,-7.05,1.1,0.09,0.67
2,8.02,-44.27,46.85,137.42,33.47,30.85,0.4,0.57,0.37
3,-1.83,-47.88,38.69,-28.24,-10.24,-7,1.16,0.38,0.12
4,4.27,-52.96,9.19,-115.74,-20.55,16,0.56,0.31,0.43
5,6.72,-78.67,-9.4,-67.69,-96.11,24,0.9,-0.05,0.69
6,-35,-75.62,-19.96,-46.81,11,-137,1.08,0.35,0.15
7,18.4,-80.64,-26.43,-26.24,-23.61,71.1,0.52,-0.2,0.32
8,-13,-73.56,-19.84,23.25,25.38,-52.01,0.72,-0.09,0.38
9,16.2,-66.29,-11.71,26.8,28.14,62.54,1.32,0.25,0.76
10,-7.09,-61.41,37.2,22.58,-19.31,33.53,0.73,0.17,0.66
11,-0.39,-55.97,60.93,167.76,33.81,-27.2,0.51,0.5,0.2
12,-1.59,-51.61,50.26,94.3,18.95,-1.48,0.97,-0.04,0.6
13,-3.62,-52.39,19.41,-119.53,-2.21,-13,1,0.18,0.48
14,17.8,-70.42,-18.19,-147.22,-71.33,68,0.82,0.15,0.25
15,-15,-72.7,-12.53,18.35,-10.37,-61,0.68,0.24,0.67
16,-6.8,-72.28,-27.41,-33.36,26.78,86.31,0.96,-0.07,0.75
17,9.57,-71.69,-29.1,117.11,4.47,-3.59,0.98,0.42,0.08
18,-9.7,-61.56,-13.31,11.29,-30.79,4.82,0.73,0.47,0.21
19,-1,-52.89,11.67,-89.93,9.85,-6.37,0.82,0.14,0.66
20,-10,-42.38,46.66,-143.21,-27.8,23,1.06,0.06,0.7
21,-1.65,-48.71,25.49,-55.53,-15.43,-2.4,1.09,-0.1,0.49
22,6.09,-55.68,-10.83,-6.12,-21.1,17.19,0.88,0.2,0.47
23,-0.6,-59.57,-24.16,34.64,-19.24,-14.1,0.89,0.3,0.28
24,-23,-52.93,-18.68,-5.13,-20.54,109.7,1,0.02,0.79
25,0.27,20.94,0,22.06,-22.26,29.73,1,0.26,0.57
26,4.47,-59.45,-30.03,192.35,10.35,-56.6,0.64,0.61,-0.04
27,28.4,-69.41,-19.49,-74.69,6.41,-5.69,0.67,0.33,0.4
28,7.73,-74.26,-13.17,-152.45,-30.01,38,0.9,0.14,0.7
29,-14.6,-71.04,35.7,-113.92,-32.47,26,1.22,0.32,0.33
30,9.88,-81.41,4.18,-46.68,-30.17,18.8,0.79,-0.02,0.27
31,6.92,-88.29,-24.03,12.76,34.2,-37.6,0.81,-0.07,0.3
32,-27,-92.54,-22.55,-10.76,-37.11,82.9,1.07,0.2,0.66
33,-14,-76.7,22.46,161.02,39.31,-54.3,0.49,0.58,0.18
34,0.45,-79.79,45.26,87.19,-18.45,1.73,0.85,0.45,0.01
35,-4.26,-78.25,35.68,-33.11,3.05,-15.21,0.68,0.33,0.4
36,6.13,-67.32,4.65,50.45,20.02,53.54,2,0,-65.06
37,4.83,-77.43,-18.58,11.93,-56.79,84.18,1.36,0.25,0.6
38,-27,-69.09,-26.62,131.41,-27.34,-67,1.02,0.01,0.42
39,0.3,21.12,0,124.49,-9.64,-40.5,7,-10.54,0
40,10.7,-70.67,-35.12,-139.31,9.06,58.86,0.54,0.53,-0.02
41,13.9,-60.52,-16.38,-88.79,-38.85,42,0.96,0.3,0.27
42,21.8,-74.8,-12.38,-12.58,12.31,-96.2,1.13,-0.02,0.62
43,-17.4,-81.3,20.81,-91.8,17.44,-6.29,1.16,0.29,0.31
44,0.21,-75.82,40.72,-11.21,-4.82,111.2,0.94,-0.03,0.25
45,10.9,-82.43,-17.27,112.71,14.29,-27.3,1.17,0.33,0.45
46,-24,-78.86,-19.16,136.87,23.98,-26.4,1,0,0.71
47,-1.6,-74.36,-41.29,-69.38,63.09,-67.6,0.73,0.37,0.31
48,-1.2,-76.53,-39.04,41.9,0.02,-31.41,0.84,0.4,0.15
49,1.23,-74.53,7.65,7.77,32.06,86.81,0.98,0.24,0.28
50,-7.09,-71.04,9.44,168.74,41.94,-68.3,0.82,0.36,0.16
51,-6.87,-64.47,44.22,40.85,-5.15,22.56,0.88,0.27,0.52
