,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-0.3,-77.09,-59.45,-0.56,-54.63,-7.63,0.34,-0.94,-0.1
1,-2,-74.72,-62.28,-8.53,-0.75,-7.89,0.24,-1,-0.09
2,-0.6,-71.5,-63.78,-1.05,-4.11,3.13,0.3,-0.98,-0.09
3,-0.8,-70.15,-64.57,-1.95,-1.28,-2.52,0.3,-0.96,-0.11
4,-41,-43.04,-36.23,-1.84,-3.29,-3.21,0.3,-0.97,-0.09
5,-13,-20.1,-18.04,112.89,102.72,-160,0.69,-1.14,0.19
6,17.24,9.72,-38.48,0,0,0,0.07,-0.61,0.77
7,-18,-64.25,-36.12,-97.56,48.85,61.59,0.06,-0.32,0.98
8,-3.3,-81.2,-27.06,38.03,-34.02,-17.3,0.84,-0.15,-0.39
9,13.4,-22.67,-23.11,-34.7,-250.14,-71,0.59,0.14,-1.06
10,-5.66,-8.71,-15.8,29.42,-73.54,-13,0.35,0.42,-1.03
11,11.87,-7.68,-39.83,28.37,-52.72,9.5,0.7,-0.09,-0.64
12,10,-107.24,-16.77,22.79,52.32,-21.79,0.69,0.42,-0.69
13,4.31,-98.91,-21.13,-48.31,-117.96,-30,0.53,-0.02,-0.93
14,-7.7,-32.99,-17.71,96.66,-10.23,41.26,0.02,-0.68,0.63
15,10.6,-20.28,-28.39,-19.93,20.95,16.56,0.04,-0.27,0.88
16,0.13,-22.15,-24.06,6.34,250.13,39.84,0.63,-0.18,0.38
17,-24,-85.94,-20.28,-38.26,46,41.16,0.64,0.53,-1.02
18,8,-124.43,-11.24,15.63,-10.33,0.5,0.61,0.14,-0.82
19,-1,-111.27,-12.37,13.54,-250.14,-93,1.12,-0.06,-0.34
20,10.74,-46.32,-8.96,72.25,-76.53,30.95,0.65,0.39,-0.96
21,0.18,-33.64,-5.4,-7.59,38.72,-6.24,0.17,0.14,0.91
22,3.1,-49.62,-14.77,-1.68,-250.14,-77,0.35,-0.29,0.6
23,-20,-112.98,-14.73,90.38,-48.79,38.41,0.87,-0.11,-0.59
24,-5,-114.26,-25.41,-5.49,250.13,51.66,0.55,0.1,-1.05
25,14.41,-53.4,-2.58,-39.34,41.7,43.59,0.45,0.41,-0.93
26,-6.02,-58.27,-9.64,30.57,-250.14,-56,0.18,0.23,0.96
27,11.3,-35.67,-18.1,12.76,-107.47,-2.8,0.14,-0.42,0.92
