,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.07,-15.8,89.13,1.22,-6.14,0.25,0.29,0.85,-0.5
1,0.39,-16.9,88.48,2.69,-4.8,1.5,0.24,0.88,-0.54
2,-12.38,-7.5,83.27,-16.2,38.28,-47.8,0.38,0.97,-0.44
3,10.61,8.65,104.45,89.4,64.32,40.96,0.06,0.74,-0.47
4,-13.66,-7.32,69.1,-82.94,-97.6,106,0.78,0.6,-0.65
5,-12.68,25.41,81.3,-39.55,40.25,-48.7,0.55,0.85,-0.36
6,20.58,-3.65,85.38,47.31,129.34,-48.7,-0.06,0.94,-0.18
7,21.85,-11.87,79.81,20.98,-114.95,79.4,-0.26,0.89,-0.62
8,-7.09,-17.23,70.19,-13.9,-29.13,84.3,0.5,0.58,-0.75
9,11.7,6.52,89.51,-33.08,-17.37,-27,0.73,0.86,-0.41
10,28.54,-13.66,82.59,-11.92,72.47,-73.8,0.27,0.98,-0.25
11,1.54,-21.03,74.26,83.85,22.16,41.79,0.12,0.9,-0.47
12,-17.9,-1.59,66.94,-18.91,-75.8,110,0.47,0.58,-0.73
13,-6.93,0.31,80.5,-27.91,-27.47,5.93,0.54,0.88,-0.59
14,16.66,2.14,93.58,-28.02,77.35,-69.1,0.28,0.93,-0.32
15,15.35,-9.99,83.03,53.69,8.38,-26.66,0.1,0.87,-0.29
16,-3.78,-12.24,65.67,56.55,7.63,64.34,0.02,0.87,-0.58
17,2.83,18.32,85.33,-33.25,-42.38,59.2,0.69,0.67,-0.59
18,31.68,6.18,85.46,-63.56,-3.87,-14.5,0.82,0.85,-0.32
19,15.98,-2.37,75.97,17.1,131.05,-92,0.42,0.94,-0.31
20,-27.11,10.69,76.72,57.74,-3.53,10.11,-0.07,1,-0.32
21,-24.07,27.27,76.67,7.75,-43.71,122.31,0.24,0.66,-0.74
22,17.08,18.18,85.31,-28.95,-25.55,61.7,0.84,0.52,-0.51
23,22.7,1.15,80.61,7.74,57.92,-104.26,0.68,0.81,-0.37
24,-0.76,-7.16,67.54,0.77,70.94,-92.94,0.29,1,-0.2
25,-17.12,25.48,70.57,37.37,-32.32,65.95,-0.01,0.85,-0.48
26,-5.5,34.18,84.4,-12.36,-62.69,87.6,0.31,0.7,-0.65
27,21.59,-2.27,79.1,-44.93,-25.15,-2.9,0.95,0.68,-0.41
28,-20.64,3.81,76.76,13.05,132.31,-65.6,0.39,0.99,-0.37
29,-15.71,21.82,82.35,54.18,38.82,-21.24,-0.03,0.94,-0.17
30,12.55,39.54,100.35,22.89,-50.53,45.28,0.38,0.81,-0.74
31,26.3,23.82,85.9,-26.37,-71.35,77.3,0.85,0.58,-0.54
32,4.27,10.51,81.05,-4.73,29.08,-79.69,0.6,0.9,-0.45
33,-19.34,39.24,78.73,23.44,75.22,-60.64,0.24,0.96,-0.23
34,-7.27,42.59,80.87,76.97,75.33,48.08,0.14,0.86,-0.71
35,22.4,22.21,90.48,-47.48,-51.92,101,0.54,0.59,-0.68
36,30.54,0.3,78.88,-12.19,-44.37,16.5,0.64,0.76,-0.62
37,-16.16,-1.74,81.77,-5.35,120.88,-74.6,0.41,0.9,-0.43
38,-19.6,25.76,76.43,8.21,19.4,-27.96,-0.03,1,-0.15
39,4.84,21.91,88.5,43.48,-75.06,86.5,0,0.81,-0.66
40,31.39,5.08,82.89,-37.79,-78.83,117,0.6,0.59,-0.58
41,6.15,-4.27,76.17,18.05,-1.22,-62.39,0.88,0.81,-0.49
42,-16.92,6.02,73.5,-17.86,111.69,-75,0.17,0.96,-0.55
43,-21.27,22.22,72.74,46.89,-11.92,17.22,-0.17,0.9,-0.44
44,17.76,-13.81,80.78,-13.82,-61.41,121,0.28,0.54,-0.75
45,30.91,-29.06,74.82,-19.32,-30.14,23.7,0.82,0.71,-0.6
46,-11.4,-35.53,76.75,-5.98,45.8,-65.32,0.63,0.86,-0.53
47,-16.9,-12.21,74.58,-3.11,68.28,-82.12,0.23,0.93,-0.14
48,-5.52,-12.05,81.3,37.53,-143.21,68.5,-0.22,0.71,-0.79
49,27.13,-23.66,79.19,-16.06,-58.33,118,0.57,0.58,-0.75
50,9.76,-32.51,68.71,13.53,-24.83,-44.2,0.76,0.81,-0.65
51,-22.1,-13.5,74.17,-6.23,90.43,-65.28,0.25,0.88,-0.41
52,-2.74,-12.09,79.26,28.35,-1.32,-21.24,0,1,-0.45
53,12.5,-21.29,82.25,-1.66,-46.24,104.7,0.26,0.64,-0.75
54,25.58,-34.87,71.59,-34.29,-32.02,37.5,0.89,0.65,-0.61
55,-9.56,-40.85,68.58,24.81,76.74,-85.64,0.61,0.85,-0.31
56,-25.5,-13.01,69.12,20.63,5.12,-10.53,0.2,1.07,-0.27
57,-1.66,-29.33,82.59,18.05,-36.89,48.24,0.25,0.74,-0.78
58,27.7,-34.8,81.62,-34.67,-52.55,98.7,0.57,0.53,-0.66
59,12.64,-52.49,71.84,-5.97,-22.18,-36.9,0.97,0.74,-0.56
