,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.39,-21.26,87.44,5.79,-1.37,1.73,0.27,0.75,0.45
1,4.58,-2.47,83.95,2.63,-2.76,1.5,0.32,0.68,0.65
2,-18.16,52.72,19.08,-6.91,75.21,17.68,-0.08,0.13,0.41
3,-26.3,76.88,-7.23,-250.14,219.82,-70,-0.44,-1.11,0.44
4,6.1,69.84,-7.29,-92.97,102.39,-101,-0.34,-0.93,0.23
5,5.17,18.01,52.97,8.62,-17.66,21.87,-0.07,-1.12,0.76
6,-32.66,2.6,110.49,250.13,-197.68,19,0.23,0.42,0.38
7,10.09,8.6,100.31,231.98,-55.31,-125,0.25,1.01,0.42
8,2.99,21.45,83.18,-33.39,26.52,38.79,0.35,0.84,0.29
9,-15.57,47.8,20.04,-62.7,56.53,11.55,-0.3,0.02,-0.05
10,-3.08,28.58,-18.77,-241.06,96.45,-60,-0.87,-1.05,0.35
11,6.49,-22.87,-6.08,-102.4,-18.2,-96,-0.58,-1.04,0.15
12,-23.2,-54.78,55.17,-31.78,-51.21,-10,-0.4,-0.99,0.3
13,-16.2,-65.42,94.68,58.17,-205.69,25,0.21,-0.57,0.76
14,4.53,-64.81,94.81,250.13,-129.52,-89,0.19,0.68,0.04
15,1.51,-45.36,52.51,155.24,-48.99,-62,0.28,0.97,0.46
16,-12.37,15.52,9.56,5.95,-5.67,17.47,0.27,0.92,0.18
17,-21,-18.32,-43.6,-166.24,70.39,5.82,0.66,-0.12,0.06
18,-0.55,-4.47,-36.4,-162.62,250.13,-47,-0.82,-1.15,0.15
19,-13,-72.08,26.53,-202.75,-138.73,-8,-0.28,-0.92,0.34
20,-24.8,-92.58,86.73,32.27,50.23,-2.11,0.33,-1.03,0.87
21,0.08,-90.05,96.33,235.82,-250.14,-46,0.18,0.34,0.42
22,0.39,-70.76,78.72,239.55,-90.76,-95,0.21,0.88,0.14
23,-2.86,-49.92,35.52,40.66,-2.6,0.3,0.4,0.85,0.39
24,-7.25,-52.07,-5.19,-64.37,66.85,1.5,0.08,0.57,0.51
25,-3.4,-42.75,-23.36,-168.8,73.44,-11,-0.37,-0.28,0.51
26,-19.5,-59.41,38.38,-153.57,-21.83,-27,-0.54,-1,0.26
27,-13.7,-57.58,87.25,-91.86,23.82,-47.8,-0.34,-0.79,0.08
