,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0,-10.35,-47.43,6.21,-1.61,-0.26,0.13,-0.98,0.01
1,0.41,-10.18,-47.55,5.93,-1.6,-0.25,0.13,-0.99,0.01
2,-1.82,0.82,-48.91,5.17,0.21,1.6,0.13,-0.99,0.01
3,2.99,21.83,-53.91,0.24,0.5,0,0.12,-0.98,0.03
4,-0.75,45.21,-51.97,0.66,27.52,1.94,0.13,-0.99,-0.01
5,3.2,63.24,-50.16,4.97,17,-7.02,0.16,-0.97,0.08
6,-4.18,84.81,-50.04,-15.17,86.14,11.53,0.14,-1.01,-0.21
7,7.95,97.5,-56.89,11.37,98.82,-2.89,0.18,-1.22,-0.12
8,-5.8,117.83,-54.68,11.72,80.84,12.3,0.1,-1.06,0.11
9,8.65,143.2,-48.88,5.63,97.75,-16.15,0.06,-0.9,0.08
10,-3.8,146.33,-51.35,-22.18,65.28,30.69,0.22,-0.99,-0.02
11,0.5,154.97,-55.42,12.14,99.49,-22.47,0.08,-0.95,-0.12
12,3.76,194.21,-57.94,27.5,121.32,33.28,-0.03,-1.17,-0.05
13,7.6,193.83,-53.25,-3.72,35.24,-14.81,0.12,-0.93,0.15
14,-15,196.89,-49.69,-12.1,59.49,1.93,0.32,-0.97,0.13
15,-5.5,203.55,-50.78,-7.74,185.71,14.51,0.09,-1.11,-0.13
16,1.24,224.29,-52.85,22.74,30.43,29.34,0.09,-1.02,0.04
17,13,252.73,-51.73,18.95,43.46,-58.45,0.26,-1.06,0.2
18,-16,265.5,-50.32,1.23,59.01,-21.18,0.09,-1.1,-0.14
19,-11,275.78,-50.34,-4.75,118.28,4.79,-0.17,-0.95,-0.11
20,-2.8,284.07,-53.92,9.06,151.24,50.53,-0.12,-1.09,-0.04
21,-1.5,313.45,-54.27,9.96,90.44,-65.2,0.05,-0.93,0.09
22,3.92,331.84,-53.95,5.19,82.73,-44.3,0.22,-0.96,-0.05
23,1.03,324.61,-52.8,-9.02,78.18,-10.84,0.14,-1.09,-0.16
24,-8.6,333.44,-50.77,2.27,165.92,-5.93,-0.25,-1.02,-0.19
25,-2.8,337.15,-55.31,5.21,124.56,15.03,0.08,-1.02,0
26,9.35,348.68,-56.03,13.43,88.48,-33.4,0.1,-0.87,0.06
27,-10,352.28,-51.32,-13.13,69.57,-11,0.26,-1,-0.08
28,6.4,356.18,-48.69,0.18,102.98,36.11,-0.06,-0.97,-0.15
29,-4.6,370.26,-48.48,15.53,71.16,24.7,-0.12,-0.94,-0.04
30,1.98,374.5,-51.41,7.35,114.05,-17.84,0.01,-0.92,0
31,-3.7,382.26,-41.64,-7.89,79.08,7.62,0.28,-0.91,0.06
32,-8.7,412.34,-45.16,43.71,92.92,-14.56,0.17,-1.05,-0.12
33,-9.7,405.04,-38.33,-10.45,186.56,-33,0.48,-1.01,-0.05
34,6.94,399.63,-42.92,31.93,34.34,-37.66,-0.26,-0.95,0.09
35,-4.3,436.27,-39.69,-12.08,45.28,26.81,0.19,-0.94,0.06
36,1.31,437.26,-36.01,18.47,212.66,-16.7,0.22,-1.11,-0.11
37,-2.2,413.08,-38.81,21.68,74.64,5.08,0.05,-0.99,-0.12
38,-8.5,384.51,-40,-2.87,-26.83,-8.81,-0.01,-0.9,-0.03
39,3.78,414.58,-41.87,0.59,-48.67,-32.98,-0.02,-0.87,0.28
40,-5.3,446.88,-43.74,-1.93,185.02,14.61,0.24,-0.95,-0.11
41,-3.3,412.48,-47.83,-1.93,198.56,-20.5,0.21,-0.98,-0.09
42,0.23,403.84,-45.6,-10.4,-65,-13,0.12,-0.94,-0.09
43,-2,380.41,-51,15.05,31.21,0.9,-0.04,-1.04,-0.07
44,-3,393.92,-53.02,-17.16,-27.93,-7.9,0.13,-0.86,0.21
45,-2.5,384.9,-44.67,-2.8,115.97,-11.8,0.09,-0.89,-0.03
46,-4.2,393.33,-47.83,38.17,26.66,-10,-0.05,-0.97,-0.14
47,1.65,389,-51.24,-6.35,95.27,-16.5,-0.02,-1.1,-0.11
48,-1.5,396.32,-51.82,-7.63,46.12,6.34,0.05,-1.04,0.07
49,-3.4,419,-48.23,2.25,93.47,-5.85,0.15,-0.97,0.09
50,-7.6,407.78,-53.7,10.11,146.2,24.89,4,6.45,0
51,-0.8,400.45,-56.45,11.85,73.49,-12.35,0.29,-1.09,-0.1
52,1.66,419.14,-58.65,-15.99,21.59,-29.4,0.12,-0.97,-0.12
53,-6,423.88,-54.24,-5.69,35.63,-3.19,-0.07,-0.93,-0.01
54,-4.4,422.84,-52.99,-5.33,141.4,6.4,-0.03,-0.93,0.04
55,-8.6,417.43,-51.43,21.09,86.89,-23.34,0.18,-0.91,-0.06
56,8.47,415.69,-54.86,9.36,63.99,-17.08,0.07,-0.91,-0.14
57,0.5,432.27,-54.41,11.08,44.99,-33.21,0,-0.97,-0.15
58,-4.3,434.51,-54.45,-10.15,62.49,32.7,-0.12,-0.98,0.02
59,-4.8,437.29,-55.69,4.73,136.24,1.93,0.23,-0.91,0.12
60,-6.7,427.94,-53.55,3.89,78.69,-16.96,0.29,-0.95,0.02
61,-2.1,427.16,-58.18,-1.19,82.31,-18.45,0.02,-0.98,-0.18
62,10.8,439.23,-59.7,13.4,33.29,-26.16,0.17,-0.99,-0.13
63,-13,420.86,-57.21,-2.92,119.12,41.71,0.06,-1,-0.05
64,-11,424.29,-59.01,13.6,-2.74,-52.12,0,-1.03,0.18
65,4.63,420.51,-61.71,-2.33,81.11,-44.24,0.21,-1.01,-0.03
66,3.35,425.88,-64.19,-7.74,54.65,17.82,0.05,-1.01,-0.13
67,5.41,432.92,-59.03,-9.18,92.39,12.89,-0.04,-0.91,0.01
68,-13,439.36,-52.44,23.34,97.98,20.87,0.18,-0.9,0.05
69,-6.8,428.21,-56.34,29.68,94.63,-50.71,0.41,-1.02,0.17
70,3.71,422.35,-61.18,-9.92,26.02,-26.55,0.13,-1,-0.11
71,-8.4,426.9,-54.29,-17.58,16.71,-6.42,-0.11,-1.12,-0.19
72,-5.4,423.91,-56.36,31.08,86.32,-32.47,0.02,-0.97,0.02
73,1.32,422.12,-56.24,-3.06,55.97,-20.94,0.17,-0.9,0.14
74,3.28,433.61,-57.82,5.11,61.54,5.08,0.25,-1.04,-0.05
75,-4.6,449.41,-56.15,-2.3,115.5,12.66,0.01,-1.1,-0.15
76,-5.3,439.63,-53.12,9.36,134.63,-17.7,-0.05,-0.97,-0.02
77,-0.1,440.13,-52.23,16.42,33.13,-20.82,0.06,-0.97,0.05
78,-1.2,425.75,-56.09,8.99,73.05,-0.56,0.16,-1.05,0
79,0.74,443.34,-58.29,-10.6,13.73,-4.68,0.21,-1,-0.19
80,-7.6,439.3,-53.66,-5.94,141.79,2.87,0.02,-0.95,-0.12
81,-2.7,440.53,-54.34,21.39,57.24,-29.54,0.03,-1.02,-0.05
82,-8.4,433.52,-57.69,2.25,75.25,-10.53,0.08,-0.93,0.09
83,4.15,443.34,-59.11,-8.29,43.03,-32.29,0.26,-0.93,-0.02
84,2.41,448.18,-59.43,-2.98,111.66,16.04,0.23,-0.95,-0.09
85,-4.8,441.58,-57.02,1.31,92.78,9.27,-0.04,-0.99,-0.09
86,-4.8,418.58,-58.85,13.3,45.92,-18.7,0.06,-1.07,0.03
87,1.22,406.12,-61.06,-2.46,-21.87,-18.5,0.25,-0.95,0.05
88,-4,421.97,-63.07,-5.19,17.92,4.68,0.27,-1.05,-0.05
89,-6.7,418.81,-56.36,-5.26,130.92,-15.6,0.04,-0.92,-0.13
90,1.05,419.77,-57.3,29.82,55.87,-25.98,-0.04,-0.92,0.02
91,-1.8,418.29,-55.06,0.44,70.94,4.04,0.08,-0.95,0.11
92,0.04,429.42,-55.85,12.04,56.15,-6.68,0.17,-0.87,-0.02
93,-5.1,435.07,-65.36,1.23,113.28,0.16,0.08,-1.04,-0.15
94,-8.3,439.07,-61,-35.01,92.86,-19.7,-0.03,-1.12,-0.15
95,5.91,421.73,-59.82,19.79,86.15,-32.18,-0.09,-0.95,0.09
96,1.97,412.81,-63.47,8.18,2.06,22.82,0.12,-0.9,0
97,-2.3,430.26,-62.66,-11.41,33.39,7.61,0.15,-0.93,-0.2
98,5.09,438.97,-62.83,6.05,138.1,-9.01,0.01,-0.99,-0.18
99,-6.1,428.68,-61.06,1.82,105.62,19.56,0.12,-0.93,-0.05
100,-6.7,409.58,-56.37,10.02,30.05,-23.55,0.15,-0.93,0.07
101,1.32,408.88,-58.26,22.43,-8.85,-26.21,0.17,-1.01,0
102,-2.7,425.45,-58.46,-3.6,63.49,5.06,0.19,-0.96,-0.07
103,-5.5,434.4,-54.7,2.8,133.92,-10.77,0.09,-0.97,-0.13
104,-5.8,414.51,-57.28,18.8,104.96,-21.4,-0.11,-0.98,-0.05
105,-1,400.9,-59.58,-5.28,-10.57,-22.5,0.07,-0.97,0.13
106,6.27,409.51,-60.75,-4.74,12.63,-4.07,0.15,-0.95,-0.03
107,12.5,433.23,-56.19,-2.15,93.66,22.47,0.06,-1.09,-0.15
108,-7.1,422.59,-54.5,21.23,162.57,48.44,-0.05,-0.82,-0.03
109,-10,416.31,-56.67,10.37,27.15,-27.7,0.07,-1.01,0.03
110,0.69,411.98,-57.32,-3.38,42.18,-39.05,0.21,-1.07,0.21
111,-2.2,419.63,-58.58,1.02,50.85,2.65,0.15,-1.05,-0.15
112,-13,438.04,-57.57,-1.36,91.34,-8.18,0.02,-0.94,-0.19
113,1.76,433.83,-57.54,6.72,143.63,-53.16,-0.04,-1.03,-0.01
114,-0.5,423.79,-57.48,5.18,29.17,-2.17,0.13,-0.94,0.11
115,-1.1,391.26,-59.07,-3.53,-62.9,-4.37,0.16,-0.89,0.01
116,1.56,411.91,-58.41,6.24,147.22,6.02,0.23,-0.98,-0.13
117,-3.1,409.53,-54.61,18.83,56.84,-12.32,-0.04,-1.08,-0.09
118,-3.3,380.23,-55.22,3.78,43.11,3.47,1,6.79,0
119,4.99,399.29,-55.63,3.39,-28.79,-11.96,-0.01,-0.97,0.02
120,-2,392.93,-46.33,1.54,139.48,19.18,-0.03,-1.03,0.27
121,-6.7,388.94,-49.42,41.44,39.07,-7.92,0.12,-0.94,-0.08
122,-5.2,393,-49.61,-6.9,46.65,-25.92,0.02,-1,-0.16
123,4.15,387.89,-54.81,4.63,78.49,-20.18,-0.04,-1.25,-0.11
124,5.45,427.17,-52.04,-16.42,44.44,15.89,-0.05,-0.96,0.04
125,-8.4,434.19,-45.48,15.25,221.74,21.03,0.24,-0.99,0.1
126,-15,433.95,-48.46,30.79,98.25,-32.65,0.04,-0.9,-0.14
127,-1.9,432.24,-51.96,-5.14,68.89,-60.21,-0.06,-1.06,-0.16
