,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,5.32,75.78,-177.97,-47.61,181.08,20.4,-0.63,0.88,0.28
1,32.5,89.12,-233.64,-250.14,62.33,125,-0.31,-0.21,0.75
2,1,87.2,-226.05,-7.77,4.1,3.85,-0.28,0.08,0.99
3,-13,37.58,-214.42,9.69,-188.17,-52.9,-0.23,0.07,0.78
4,-25,-28.41,-242.29,-148,-250.14,-9,1.13,0.2,-0.7
5,4,-32.4,-255.84,-101.71,-15.66,15,0.54,0.86,-0.33
6,-3,-14.71,-247.5,-16.95,70.4,-14.1,0.57,0.94,-0.04
7,-6.9,47.64,-235.51,-4.06,250.13,-26.8,0.17,0.89,0.1
8,18.5,73.73,-261.14,-149.47,107.02,71,-0.64,0.9,0.23
9,23.4,73.46,-295.02,-176.3,6.07,90.23,-0.46,-0.13,0.81
10,2.86,61.79,-286.22,-12.85,-38.58,11,-0.35,0.08,0.88
11,-8.2,21.85,-270.97,14.45,-150.73,-31,0,0.08,0.9
12,-38,-4.8,-287.39,-110.18,-92.83,-14,1.32,0.16,-0.6
13,-5.4,-8.51,-296.05,-88.34,-9.5,-20.9,0.68,0.78,-0.36
14,2.32,64.08,-276.21,2,-0.05,0,0.62,0.95,0.01
15,21,102.99,-303.39,-24.34,36.76,-0.21,0.72,0.84,0.13
16,28,100.95,-324.43,-6.27,245.49,8.3,-0.59,0.92,0.29
17,-0.5,93.43,-310.68,-163.15,162.4,83,-0.17,-0.26,1.01
18,-19,27.21,-293.61,-130.63,6.86,109.5,-0.24,0.06,0.92
19,-18,-38.24,-320.04,2.5,-16.4,-2.26,0.01,0.06,0.75
20,-6,-34.87,-321.97,17.81,-250.14,-76,0.94,0.27,-0.62
21,-2.3,60,-297.77,-155.73,-250.14,-7,0.44,0.75,-0.27
22,25.2,57.9,-329.46,-67.86,12.02,-26.6,0.75,0.86,0
23,11.4,61.53,-328.17,-1.77,114.1,18.87,0.34,0.99,0
24,-0.7,62.3,-312.67,-19.89,250.13,-8.2,-0.38,0.42,0.62
25,-28,-4.96,-300.69,-180.19,-3.14,97.4,-0.29,-0.03,0.87
26,-16,-56.27,-319.74,-47.31,20.85,44.19,-0.22,0.05,0.9
27,-3,-48.18,-312.59,8.99,10.8,-2.79,1.14,0.11,0.54
28,2.78,14.59,-294.82,-2.89,-250.14,-108,1.02,0.54,-0.53
29,9.4,75.86,-281.42,-129.06,-198.57,-6,0.62,0.81,-0.22
30,31.6,93.22,-313.2,-30.7,29.25,-12.3,0.71,0.85,-0.06
31,3.53,87.72,-305.97,13.08,250.13,10.71,0.17,1.13,0.31
32,-4.1,68.44,-291.84,-5.23,250.13,36.28,-0.51,0.19,0.67
33,-32,12.11,-303.94,-174.52,75.92,121,-0.49,0.03,0.83
34,0,-7.28,4,-21.59,-12.07,13.6,-0.3,0.1,0.81
35,-2.4,-6.08,-308.94,6.59,-66.63,-15.93,1.31,0.17,-0.2
36,8.75,54.78,-286.28,-96.43,-202.05,-12,0.69,0.74,-0.55
37,7.31,95.1,-310.27,-102.93,-45.41,-28,0.57,0.82,-0.05
38,30,107.1,-347.29,-29.78,-13.4,-8.7,0.92,0.9,-0.13
39,4.09,97.49,-337.01,34.23,250.13,33.67,-0.81,0.85,0.25
40,-22,31.04,-314.22,-149.76,164.12,28,-0.38,-0.15,0.8
41,-17,-28.78,-338.33,-197.27,59.5,117,-0.45,0.06,0.88
42,-4,-18.45,-342.66,-15.02,-25.63,15.7,0.1,0.02,0.66
43,-9.9,72.04,-317.61,37.13,-250.14,-85,0.79,0.34,-0.79
44,24.7,67.32,-353.89,-149.68,-227.83,-6,0.67,0.86,-0.28
45,10.8,68.98,-350.12,-79.89,42.79,-18.5,0.73,0.78,0.08
46,-5,48.11,-331.5,4.67,95.54,12.2,-0.24,0.96,-0.06
47,-35,-18.97,-328.73,-28.74,250.13,-35,-0.53,0.28,0.77
48,-3,-39.58,-343.84,-199.67,-12.68,95,-0.31,0,0.92
49,2.4,-29.28,-334.68,-41.77,14.53,42,-0.25,0.07,0.87
50,2.11,13.3,-316.02,17.75,-75.11,-19.4,0.77,0.2,-0.09
51,-3.8,76.84,-321.26,-119.33,-78.37,-12,0.83,0.72,-0.4
52,23.8,88.53,-351.03,-27.95,39.69,9.4,0.48,0.85,-0.18
53,-4.6,36.13,-330.1,13.74,173.56,8.13,0.8,0.84,-0.07
54,-28,-16.58,-339.58,-79.41,250.13,-14,-0.8,0.91,-0.1
55,1.1,-16.63,-350.28,-175.07,53.92,92.1,-0.42,0.3,0.56
56,-0.2,-2.15,-345.58,3.34,-172.64,-16.4,-0.32,0.05,0.95
57,4.06,44.71,-328.99,-91.47,-194.28,-11,-0.45,0.08,0.8
58,26,105.48,-333.98,-104.98,2.92,4.31,1.52,0.04,-0.43
59,39,104.1,-363.11,-46.51,60.96,-1,0.53,0.67,-0.29
60,4.48,93.81,-353.5,3.57,194.26,15.63,0.54,0.82,0
61,-10,36.16,-333.93,-82.06,250.13,101,0.75,0.81,0.1
62,-12,-29.83,-349.16,-168.74,8.96,152.7,-0.16,0.81,0.52
63,-1,-24.66,-360.27,-20.02,-26.69,17.1,-0.28,-0.24,1
64,2.94,-2.53,-347.15,21.98,-219.56,-40,-0.23,0.04,0.9
65,-6.1,59.81,-335.06,-117.13,-250.14,-4,-0.27,-0.02,0.86
66,18.7,79.59,-362.36,-106.93,22.91,-5.1,1.22,0.33,-0.66
67,1.66,59.03,-357.64,-14.09,90.55,11.35,0.81,0.77,-0.39
68,-26,-8.36,-360.21,-20.63,250.13,-23,0.54,0.79,-0.08
69,-3,-25.78,-370.98,-171.11,84.1,72.5,0.08,0.89,0.06
70,-6.1,-6.39,-366.01,-90.74,-3.91,72.11,-0.52,0.72,0.45
71,2.11,38.61,-346.9,-6.17,-52.45,5.94,-0.06,-0.25,1.07
72,-10,100.85,-341.48,-69.21,-250.14,-10,-0.23,0.05,0.88
73,22,114.05,-381.74,-106.08,-65.42,-14,1,0.16,-0.31
74,6.11,95.57,-374.18,-48.57,77.92,-23.6,0.74,0.68,-0.77
75,-13,41.23,-356.28,10.11,186.53,8.15,0.45,0.82,-0.31
76,-24,-25.98,-374.53,-41.92,250.13,-42,0.77,0.88,-0.06
77,-7,-35.76,-382.76,-218.58,65.84,86.8,-0.83,0.97,-0.17
78,-3,-19.76,-372.54,-31.49,-60.15,23.5,-0.26,0.21,0.68
79,-1.6,40.15,-356.66,11.15,-206.11,-53,-0.41,0.05,0.84
80,9.7,102.03,-362.53,-130.99,-250.14,-9,-0.28,0.06,0.84
81,18,119.04,-394.58,-99.74,-37.4,-29,1.34,0.12,-0.26
82,-19,45.27,-357.92,-28.79,63.53,-12,0.69,0.72,-0.52
83,-17,-20.9,-374.08,-4,226.47,-5.93,0.6,0.87,-0.25
84,2.9,-14.79,-379.2,-90.23,250.13,37.5,0.7,0.88,-0.1
85,2.58,8.07,-364.95,-188.53,81.91,71.4,-0.62,0.98,-0.04
86,-0.3,68.13,-347.35,-7,2.37,1.97,-0.21,0.16,0.71
87,11,103.83,-369.57,26.33,-250.14,-69,-0.44,0.02,0.79
88,18,108.06,-381.86,-124.27,-250.14,-6,-0.35,0.09,0.65
89,1.05,99.55,-367.99,-87.08,27.72,11.52,1.11,0.25,-0.76
90,-34,25.14,-347.92,4.96,250.13,-1.37,0.76,0.77,-0.42
91,-8.2,-5.11,-363.95,-153.75,150.18,42,0.62,0.83,-0.25
92,-1.39,2.99,-359.5,-107.05,28.27,71.4,0.86,0.84,0.11
93,3.29,40.74,-342.22,-5.84,-21.38,4.05,-0.38,0.66,0.33
