,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-1.78,26.4,5.21,-42.31,22.92,-6.13,0.45,-0.15,1.13
1,1.28,8.5,9.03,-1.31,15.34,-6.89,0.12,-0.15,0.96
2,-16.97,26.19,40.05,17.82,-66.04,4.94,0.2,-0.19,1.07
3,-12.04,30.25,56.48,125.89,75.71,-65.5,0.3,0.03,0.84
4,-11.78,30.19,62.61,64.96,23.34,-46.49,0.23,0.56,0.47
5,14.03,28.03,44.29,26.61,6.79,-45.49,0.22,0.65,0.63
6,15.82,21.55,20.29,-74.11,-3.69,54.18,0.01,0.74,0.34
7,4.64,15.15,10.85,-90.82,-17.07,61,0.51,0.17,0.95
8,-0.96,24.64,11.91,-33.66,-19.27,17.9,0.34,-0.12,1.01
9,-2.87,19.83,21.54,7.74,42.96,-3.68,0.27,-0.19,0.93
10,-13.46,36.63,49.29,41.86,-15.61,-11,-0.03,-0.14,1.06
11,-13.71,50.65,66.25,113.79,74.21,-51.7,0.34,0.08,0.8
12,-5.14,36.52,70.99,67.47,64.31,-52.95,0.17,0.64,0.44
13,17.05,60.65,36.07,20.24,-48.31,-19.8,0.04,0.79,0.47
14,6.28,44.46,14.63,-136.56,102.08,65,-0.07,0.54,0.5
15,2.96,43.35,4.81,-80.53,-52.69,24.1,0.28,0.05,1.01
16,1.08,34.32,6.76,-35.58,2.46,11.43,-0.03,-0.17,1.01
17,-6.61,24.96,22.32,10.95,-28.02,4.18,0.14,-0.25,0.96
18,-11.27,29.6,55.56,65.35,-29.82,-25.6,0.32,-0.19,1.16
19,-9.19,28.24,66.22,133.66,22.02,-43.3,-0.05,0.24,0.68
20,-2.61,43.33,66.78,42.92,-0.37,-35.49,0.03,0.67,0.46
21,16.5,49.93,31.14,4.15,64.89,-10.08,-0.04,0.72,0.52
22,7.23,35.35,10.54,-136.89,33.05,63.4,-0.03,0.38,0.67
23,-1.35,32.85,6.7,-78.05,-49.21,27.9,0.15,0.02,0.98
24,-0.51,35.99,7.58,-12.73,-1.78,-5.21,0.29,-0.11,0.99
25,-10.38,34.38,27.42,6.02,20.14,-1.95,0.24,-0.15,0.96
26,-9.58,39.22,50.39,81.85,1.47,-40.08,0.25,-0.1,1.03
27,-5.7,33.01,60.86,91.27,26.27,-36.98,0.11,0.46,0.66
28,2.3,38.17,56.58,41.53,-18.63,-21.9,0,0.67,0.49
29,10.3,31.67,17.96,-16.87,26.26,8.85,0.03,0.77,0.46
30,2.62,-2.49,1.3,-152.75,-20.87,39,-0.06,0.43,0.57
31,0.28,-6.77,0.65,-63.48,-133.12,10,-0.16,-0.05,1.07
32,-0.87,-9.26,1.96,-0.54,-16.58,1.1,0.12,-0.21,1.02
33,-12.91,-4.27,30.73,7.37,-9.69,-3.37,0.16,-0.23,1.02
34,-7.84,1.45,54.12,117.16,20.85,-50,0.24,-0.07,0.99
35,-3.91,-1.03,58.46,92.03,23.54,-30.14,0.11,0.5,0.56
36,7.04,6.03,50.09,17.7,-10.13,-15,-0.04,0.69,0.53
37,6.4,-7.3,18.51,-33.24,29.96,27.17,0.18,0.78,0.49
38,7.89,-7.68,2.37,-122.44,-54.47,24,-0.14,0.25,0.63
39,-3.73,-7.04,7.88,-60.51,-0.11,30.45,0.33,-0.18,1.13
40,-5.21,16.1,22.61,24.17,4.09,-14.41,0.3,-0.18,0.98
41,-10.74,18.04,52.26,61.6,93.47,-20.11,0.19,-0.13,1.13
42,-8.86,14.01,66.48,118.64,14.24,-41.4,0.33,0.36,0.65
43,-4.58,16.01,68.61,57.45,-10.95,-34,0.23,0.7,0.56
44,14.24,47.3,29.86,8.7,9.54,-17.66,-0.08,0.86,0.38
45,-5.72,10.17,5.15,-153.88,125.02,54,-0.28,0.64,0.33
46,2.93,10.5,-1.24,-95.39,-140.13,-22,0.17,0.09,0.99
47,2,5.14,1.21,-23.15,5.29,11.31,0.27,-0.2,1.04
48,-5.41,0.4,18.35,11.47,-17.76,7.73,0.22,-0.19,0.94
49,-9.16,-4.1,44.09,70.31,-16.45,-20.8,0.23,-0.19,1.21
50,-10.52,-3.52,53.66,103.25,-14.28,-35,0.3,0.26,0.65
51,5.87,14.6,49.96,34.98,2.5,-40.63,0.08,0.8,0.35
52,10.75,21.84,15.82,-13.02,74.34,22.68,0.21,0.65,0.68
53,2,-2.46,-3.17,-138.15,32.02,41.5,0.05,0.66,0.45
54,0.08,0.04,-3.52,-72.74,-93.2,7.71,0.12,-0.14,1.13
55,3.49,-0.84,-0.18,-0.36,11.6,0.3,0.2,-0.16,0.92
56,-12.2,-14.73,18.74,14.31,-1.87,13.48,0.17,-0.15,0.94
57,-6.22,-17.31,45.14,77.08,-52.85,-47.4,0.45,-0.15,1.25
58,-12.5,-32.52,57.09,104.93,-10.26,-24,0.18,0.3,0.57
59,0.74,-3.74,55.38,46.41,-61.29,-48.3,0.24,0.77,0.5
60,7.63,-23.16,19.17,-7.32,110.63,2.85,0.01,0.77,0.45
61,1.78,-36.57,3.93,-140.48,-82.53,29,-0.33,0.32,0.67
62,1.38,-31.53,5.35,-57.44,-57.09,6.86,0.06,-0.08,0.98
63,-1.03,-25.43,10.33,7.72,16.03,5.29,0.2,-0.16,1.04
64,-17.4,-31.6,36.9,22.07,23.73,-3.97,0.48,-0.14,0.96
65,-5.78,-32.32,58.14,108.68,-25.73,-67,0.36,-0.02,1
66,-5.78,-33.49,64.67,84.3,-7.56,-22.24,0.03,0.47,0.52
67,6.39,-2.98,55.43,27.15,-9.27,-22.34,0.06,0.7,0.53
68,3.24,-28.73,26.95,-35.31,118.66,24.6,0.13,0.74,0.54
69,6.02,-35.77,12.56,-108.82,-105.11,12,-0.1,0.29,0.79
70,-1.62,-37.55,9.15,-52.43,-30.86,23.1,0.23,-0.11,1.07
71,-2.05,-32.97,15.71,-10.11,-11.8,-6.2,0.11,-0.16,0.9
72,-10.8,-42.19,46.18,29.43,13.82,-7.92,0.18,-0.19,1.12
73,-5.69,-66.59,61.49,124.6,-38.63,-41,0.36,0.05,0.83
74,-5.02,-67.57,65.27,60.47,-104.18,-21,0.02,0.51,0.4
75,10.68,-29.78,49.26,16.08,-13.6,-19.3,0.1,0.75,0.49
76,5.94,-37.79,24.65,-62.43,141.85,41,0.12,0.71,0.49
77,-2.94,-43.91,17.86,-92.33,-39.41,22.9,-0.2,0.11,0.74
78,2.09,-46,18.46,-21.73,-29.13,-11,0.18,-0.19,1.14
79,-8.24,-49,37.55,6.96,-13.48,8.06,0.22,-0.19,0.97
80,-8.16,-49.19,61.63,81.26,-18.64,-31.8,0.1,-0.2,1.18
81,-5.95,-47.23,71.12,98.46,-8.36,-31.51,0.02,0.33,0.63
82,-2.02,-36.26,71.91,40.73,0.17,-22.96,0.02,0.6,0.59
83,8.34,-36.04,40.95,6.5,37.5,-7.76,0.11,0.69,0.56
84,12.93,-40.4,16.94,-119.18,-6.57,32.3,-0.13,0.45,0.6
85,-1.94,-43.13,13.13,-89.76,-21.93,49.7,0.14,0.01,0.95
86,-1.19,-51.72,18.2,-11.39,-15.42,-7.4,0.25,-0.14,1.07
87,-11.1,-43.88,37.98,83.46,25.56,-43.06,0.28,-0.18,0.98
88,-9.19,-46.58,61.93,95.88,-15.74,-35.2,0.31,-0.12,1.17
89,-5.34,-51.18,69.89,32.75,-25.79,-20.6,0.15,0.4,0.53
90,1.19,-52.18,66.3,-13.91,-11.96,4.6,0.02,0.75,0.48
91,16.41,-32.48,24.45,-161.91,71.68,63.3,0.03,0.85,0.37
92,-0.85,-36.49,10.41,-52.42,-20.53,-3.2,0.07,0.36,0.71
93,0.21,-34.78,8.22,-4.53,-32.24,2.44,0.09,0.01,1.13
94,-10.5,-33.87,37.28,0.82,31.48,0.8,0.44,-0.12,1
95,-11.1,-30.66,57.65,118.66,0.61,-40.97,0.16,-0.11,0.97
96,-1.88,-33.66,60.84,79.23,7.39,-42.99,0.26,0,0.9
97,10.82,-25.68,43.58,14.03,-16.13,-7.26,0,0.56,0.43
98,13.2,-41.8,17.65,-65.61,28.13,41.79,0.08,0.72,0.59
99,1.42,-58.71,9.3,-97.93,-68.54,50.9,0.13,0.51,0.65
100,-0.82,-56.38,9.35,-28.76,-73.28,5.5,0.04,0.05,0.79
101,-4.73,-66.72,15.12,3.51,1.14,-3.14,0.16,-0.21,0.97
102,-12.1,-58.58,41.44,25.92,-49.95,-18.2,0.12,-0.18,0.87
103,-8.33,-50.81,54.31,105.55,25.71,-46.9,0.08,-0.15,1.1
104,-4.89,-56.22,57.16,51.95,22.81,-32.18,0.32,0.2,0.69
105,9.03,-60.76,36.39,13.36,-26.94,-18.8,0.08,0.5,0.59
106,12.67,-71.12,11.94,-83.59,-29.22,34.8,0.33,0.69,0.68
107,-1.8,-67.71,5.6,-92.5,-50.57,48.7,-0.16,0.64,0.38
108,-1.98,-61.68,6.63,-22.05,4.61,-6.96,0.07,0.04,0.97
109,-1.39,-59.35,16,6.61,14.57,-7.65,0.27,-0.18,1.02
110,-11.3,-63.6,45.53,40.15,0.11,-5.37,0.13,-0.16,0.94
111,-11.1,-66.05,56.65,118.25,-23.84,-43,0.09,-0.19,1.24
112,-1.48,-65.92,57.47,44.78,-17.97,-43,0.22,0.24,0.65
113,12.34,-26.53,34.19,4.9,-8.61,-5.7,0.18,0.55,0.52
114,8.13,-56.62,12.04,-93.05,146.98,47.4,0.15,0.69,0.63
115,0.96,-64.35,9.02,-82.97,-123.23,31,-0.02,0.64,0.43
116,1.57,-69.28,7.79,-8.85,-38.05,3.73,0.26,-0.08,1.15
117,-5.49,-71.65,24.73,-1.79,-26.58,6.08,0.25,-0.16,1.05
118,-8.27,-71.47,51.4,70.62,-18.92,-21.2,0.39,-0.19,0.92
119,-8.15,-75.12,56.3,107.34,-7.96,-31.9,0.23,-0.16,1.16
120,-5.65,-62.33,56.43,19.73,-24.9,-31.3,0.22,0.3,0.62
121,16.69,-47.17,19.14,1.72,40.97,-21.81,0.11,0.65,0.52
122,5.3,-60.4,4.76,-147.86,47.3,64.4,0.17,0.72,0.61
123,0.1,-58.51,3.51,-54.68,-60.52,20.4,-0.3,0.53,0.48
124,1.5,-58.29,5.54,-2.92,-1.58,0.38,0.03,-0.01,0.97
125,-5.99,-60.96,19.14,10.25,-7.63,5.79,0.06,-0.14,0.98
126,-7.26,-57.89,46.07,56.69,-18.52,-23.1,0.09,-0.16,0.93
127,-7.27,-63.71,55.67,107.44,4.6,-28.02,0.25,-0.17,1.44
128,-6.59,-64.06,54.68,37.65,-31.52,-27.9,0.15,0.28,0.6
129,15.66,-69.73,18.56,-2.56,-8.65,-25.36,0.11,0.7,0.56
130,3.41,-84.3,3.23,-144.63,-34.68,60,0.31,0.72,0.59
131,0.55,-87.17,3.31,-58.02,-68.95,13.1,-0.11,0.51,0.4
132,1.56,-87.23,7.17,2.18,-24.96,2.11,0.11,-0.08,1.15
133,-10.1,-75.29,54.91,17.44,-13.8,6.02,0.01,-0.14,0.93
134,-5.09,-76.58,59.4,108.33,-12.3,-26,0.05,-0.15,1.02
135,7.72,-48.94,53.64,84.21,34.03,-38.92,0.16,-0.02,1.04
136,5.17,-57.7,14.48,18.73,-16.74,-19.6,0.03,0.4,0.54
137,-0.66,-76.51,4.39,-22.11,99.92,29.82,0.06,0.73,0.59
138,1.78,-73.54,6.63,-151.67,-46.53,19,0.1,0.7,0.52
139,-0.38,-70.76,12.77,-37.57,-84.94,-2.5,-0.26,0.22,0.64
140,-10,-70.72,44.26,11.22,1.37,6.83,0,-0.07,0.98
141,-7.54,-73.52,55.99,26.34,0.8,-1.47,0.19,-0.17,0.99
142,-5.1,-73.7,57.9,126.54,-9.49,-38.8,0.17,-0.07,1.09
143,14.09,-78.77,37.03,46.71,-22.47,-28.9,0.13,0.17,0.69
144,8.46,-83.4,17.46,8.69,-12.69,-19.7,-0.01,0.7,0.59
145,2.94,-87.08,11.57,-84.63,-31.75,54.3,0.05,0.74,0.38
146,-0.6,-84.09,12.12,-73.03,-29.08,32.6,0.26,0.03,1.05
147,-16.6,-73.45,30.49,-19.75,-26.44,11.3,0.18,-0.12,1
148,-6.17,-70.31,56.74,5.15,0.15,-2.33,0.23,-0.11,0.96
149,-4.11,-68.14,63.66,76.12,32.57,-64.44,0.45,-0.04,1.18
150,3.05,-64.97,58.98,105.9,1.24,-23.82,0.03,0.32,0.59
151,11.38,-50.82,33.39,28.43,-2.27,-15.87,0.03,0.68,0.51
152,4.27,-49.4,18.68,-17.07,1.73,11.75,-0.01,0.7,0.52
153,0.69,-50.74,15.05,-98.83,47.21,44.09,0.05,0.43,0.71
154,-0.18,-46.53,13.48,-53.25,0.55,16.34,0.36,-0.02,1.07
155,-8.39,-55.47,37.22,-10.11,-11.51,2.66,0.21,-0.17,1.01
156,-8.67,-57.23,61.32,-2.38,11.09,-0.7,0.25,-0.17,0.97
157,-8.24,-55.12,67.7,98.82,-41.14,-32.3,0.27,-0.14,1.03
158,-1.16,-53.21,67.37,98.16,-14.05,-33.4,0.17,0.39,0.67
159,14.8,-18.01,26.54,27.22,-0.35,-31.83,0.04,0.68,0.54
160,7.83,-29.54,14.18,0.54,-0.66,-4.44,0.05,0.75,0.5
161,0.06,-29.33,14.62,-157.11,132.82,57,-0.02,0.32,0.74
162,-4.29,-36.66,38.14,-44.4,-47.74,30.2,0.17,-0.12,1.01
163,-15.3,-40.83,59.21,-5.96,-17.95,2.79,0.13,-0.17,0.9
164,-7.85,-40.5,62.09,15.24,11.32,0.21,0.15,-0.19,1.02
165,9.88,-24.05,44.76,97.04,-31.53,-16.5,0.32,-0.01,1.08
166,5.39,-31.55,23.12,84.92,-19.07,-59.4,0.3,0.48,0.56
167,3.08,-39.4,13.24,12.89,-3.35,-30.08,0.19,0.72,0.56
168,5.76,-43.29,10.16,-70.19,60.04,38.15,0.04,0.8,0.37
169,-6.36,-49.88,12.71,-82.22,-35.14,20.8,-0.11,0.24,0.88
170,-8.48,-51.85,38.22,-35.69,-36.18,11.8,0.06,-0.04,1.04
171,-9.7,-52.35,52.44,-8.79,-20.79,22.24,0.12,-0.15,0.93
172,-4.44,-57.9,58.77,13.31,-31.54,-24.4,0.15,0.1,0.75
173,8.39,-31.27,39.48,103.48,-14.12,-32,0.17,0.55,0.7
174,13.52,-57.74,15.08,57.34,-8.64,-37.44,0.21,0.68,0.58
175,3.68,-59.03,5.96,26.21,-28.6,-17.1,0.18,0.61,0.58
176,-1.9,-55.71,4.7,-75.07,99.35,32.28,0.1,0.07,0.95
177,-3.4,-58.05,13.62,-92.44,-110.53,52,0.19,-0.07,0.97
178,-8.73,-54.32,41.99,-33.62,-12.74,14.2,0.14,-0.15,0.93
179,-12.3,-48.93,54.83,-2.61,5.19,-7.34,0.12,-0.21,1.09
180,-2.86,-43.47,53.12,38.27,-17.29,-13,0.17,0.2,0.75
181,9.68,-3.73,30.26,113.94,7.66,-33.71,0.18,0.59,0.52
182,6.42,-14.63,10.19,50.59,14.89,-47.56,0.03,0.71,0.58
183,0.44,-25.75,4.08,-6.18,14.37,-11.03,-0.44,0.68,0.26
184,-0.52,-30.68,4.28,-91.99,147.93,37.3,0.2,0.07,1
185,-6.75,-29.5,23.21,-76.43,-42.65,24.7,0.14,-0.11,1.01
186,-10.3,-31.04,45.59,-21.94,-45.79,1.72,0.22,-0.16,0.95
187,-5.38,-26.11,51.56,2.98,-21.92,-1.99,0.37,-0.06,1.13
188,-1.97,-21.58,50.09,77.3,2.75,-26.05,0.18,0.31,0.6
189,5.98,-52.9,9.56,89.56,-8.44,-39.9,0.06,0.64,0.55
190,-3.16,-58.28,5.75,23.37,15.44,-20.69,0.1,0.69,0.55
191,-0.55,-63.46,10.59,-5.79,15.06,-7.62,-0.36,0.52,0.54
192,-10.5,-64.87,39.05,-87.19,-80.78,7.76,0.22,-0.02,1.07
193,-7.52,-58.94,52.39,-69.28,-57.34,23,-0.13,-0.13,0.92
194,-5.69,-59.72,58.24,-12.45,-31.37,-12,0.01,-0.12,1.03
195,7.2,-34.34,39.49,21.48,-30.09,-2.12,0.35,0.19,0.72
196,10.93,-34.17,11.8,114.04,-11.87,-40,0.12,0.59,0.55
197,1.2,-41.79,3.8,52.3,14.76,-28.94,0.07,0.76,0.47
198,-0.54,-40.51,2.83,22.65,-11.89,-21.9,0.11,0.81,0.4
199,-1.12,-37.22,6.17,-76.17,93.53,27.79,-0.02,0.18,0.88
200,-12.8,-41.38,32.8,-106.88,-4.98,42.1,0.11,-0.06,1
201,-5.21,-51.07,51.7,-29.62,-34.98,4.6,0.31,-0.15,0.98
202,-3.55,-48.09,53.86,-1.95,1.24,-2.08,0.07,-0.12,1.04
203,9.6,-26.23,42.07,14.93,7.33,-4.34,0.22,0.1,0.96
204,7.98,-25.72,16.12,107.14,-20.63,-49,0.03,0.49,0.48
205,2.47,-31.76,9.16,73.92,-45.17,-20.1,0.19,0.64,0.66
206,1.78,-26.86,8.73,10.1,5.59,-13.73,0.02,0.74,0.54
207,-9.45,-27.24,15.61,-47.22,80.11,36.93,0.16,0,1.01
208,-7.26,-28.61,40.49,-97.66,-0.71,30.82,0.15,-0.04,1.04
209,-13.4,-28.52,53.59,-24.95,-26.98,9.5,0.22,-0.13,0.93
210,-2.12,-24.15,54.65,30.42,-3.83,-36.63,0.27,-0.17,1.2
211,5.61,-27.58,40.28,100.34,-6.87,-27.9,0.27,0.17,0.78
212,9.15,-43.75,20.45,53.02,-0.79,-51.83,0.33,0.57,0.63
213,2.93,-53.18,10.97,4.95,15,-8.18,0.2,0.7,0.56
214,-1.02,-44.32,14.5,-55.69,-15.62,21.6,0.18,0.55,0.59
215,-10.6,-37.62,35.5,-73.08,-70.58,35.3,-0.11,-0.02,0.9
216,-10.7,-41.14,58.1,-33.45,-43.41,11.3,0.18,-0.16,1.04
217,-7.62,-47.9,66.59,17.57,30.49,-3.93,0.4,-0.2,0.99
218,3.35,-46.72,63.5,87.96,23.51,-41.01,0.49,-0.16,1.15
219,-2.68,-39.53,29.22,91.72,-17.69,-41.5,0.18,0.32,0.57
220,6.83,-47.82,14.52,35.81,-31.12,-29.2,0.26,0.69,0.59
221,-0.52,-44.12,13.5,-10.64,-1.61,12.92,0.14,0.77,0.51
222,0.5,-41.32,16.4,-129.8,17.09,-10,-0.39,0.2,0.76
223,-7.74,-38.86,40.58,-53.88,-39.02,26.3,0.08,-0.07,1.13
224,-11.5,-41.05,59.14,0.04,10.86,-1.99,0.42,-0.21,0.97
225,-7.66,-37.88,62.08,15.56,6.53,1.94,0.25,-0.18,0.93
226,0.98,0.79,50.41,100.87,5.37,-29.9,0.28,-0.13,1.16
227,12.54,-20.49,16.53,76.11,-11.12,-44.4,0.32,0.38,0.59
228,-1.88,-14.02,9.29,12.27,6.3,-29.58,0.01,0.69,0.46
229,-2.45,-8.89,5.68,-44.95,144.11,3.78,-0.53,0.74,0.34
230,-2.22,-10,12.64,-128.89,-86.42,48,-0.11,0.08,0.99
231,-8.48,-11.24,45.41,-25.03,23.81,-7.27,0.13,-0.17,1.07
232,-11.2,-15.33,56.23,-11.21,19.37,-9.44,0.09,-0.16,0.8
233,-2.41,-13.45,58.66,31.08,-6.08,-8.56,-0.02,-0.28,1.19
234,14.86,-4.78,29.15,132.27,-4.55,-32.6,0.18,0.1,0.79
235,4.68,-4.1,11.82,45.71,-16.36,-43.3,0.18,0.47,0.74
236,-0.81,-14.31,5.59,11.84,5.6,-9.29,0.05,0.6,0.64
237,-0.82,-14.49,5.41,-115.88,31.66,57.3,-0.09,0.5,0.57
238,-8.58,-31.95,17.11,-65.05,2.31,18.06,0.04,0,0.99
239,-7.89,-39.91,44.49,-21.75,-39.79,-3.1,0.21,-0.16,1.02
240,-11.4,-35.98,55.99,2.19,-1.45,-3.17,0.16,-0.2,0.88
241,2.82,-18.8,51.07,49.85,-69.96,-33.1,0.38,-0.29,1.28
242,5.93,-17.71,23.32,108.44,-36.35,-30,0.05,0.29,0.63
243,3.09,-31.11,8.64,45.78,10.76,-44,0.12,0.58,0.52
244,-1.53,-27.84,4.94,-19.08,64.44,10.87,0.11,0.68,0.53
245,-2.35,-34.8,4.92,-106.57,-2.11,22.7,-0.32,0.37,0.72
246,-13.3,-31.97,27.39,-55.3,-55.58,11.9,0.14,0,1.11
247,-8.54,-12.5,46.32,-12.31,9.65,-5.92,0.17,-0.13,1.01
248,-6.89,-13.2,54.26,2.72,-30.38,-9.09,0.24,-0.23,1.02
249,1.76,-9.4,46.03,92.14,11.62,-51.6,0.82,-0.15,1.12
250,9.68,-9.08,14.28,75.44,75.44,-32.98,0.18,0.38,0.59
251,3.05,-16.21,-0.41,31.15,-4.72,-26.6,0.01,0.69,0.56
252,-3.34,-18.12,-2.97,-33.67,11.69,6.8,-0.14,0.75,0.45
253,2.02,-23.02,-2.18,-122.5,-2.45,37.3,-0.19,0.2,0.77
254,-7.31,-15.8,20.99,-56.6,-27.9,11.7,0.26,-0.03,1.07
255,-10.7,-27.79,39.15,-9.05,-9.02,-12.85,0.13,-0.14,0.99
256,-8.58,-20.97,44.32,4.27,-20.76,7.79,0.23,-0.19,1.09
257,3.01,20.13,41.33,93.79,28.27,-28.33,0.3,-0.06,0.95
258,13.28,14.82,20.34,70.08,-49.18,-41.3,0.1,0.41,0.53
259,0.29,6.99,9.59,19.02,24.02,-32.98,0.11,0.65,0.54
