,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-0.1,-22.03,79.68,7.08,-1.08,-0.4,0.29,0.81,-0.65
1,-0.29,-21.13,80.28,7.44,2.48,-1.12,0.28,0.81,-0.67
2,-5.97,-20.93,80.07,4.16,0.37,-23.07,0.36,0.85,-0.64
3,-2.09,-21.36,75.23,-16.24,-5.13,-8.02,0,0.85,-0.48
4,31.05,-15.88,77.1,-40.76,-52.67,32.9,0.37,0.55,-0.97
5,0,119.4,0.5,-29.85,76.68,-110,0.77,0.74,-0.69
6,8.52,-29.83,65.31,116.85,45.49,44.69,0.41,0.94,-0.45
7,12.51,2.47,89.28,-11,-27.15,70,-0.09,0.74,-0.33
8,18.15,-5.42,84.26,-72.85,-1.21,1.19,0.58,0.7,-0.95
9,0.31,-6.99,64.05,-38.73,120.31,-92,0.75,0.66,-0.75
10,-24.14,22.43,54.22,118.53,86.95,-4.2,0.41,0.96,-0.36
11,-1.09,43.52,84.58,5.61,0.86,114.57,-0.11,0.84,-0.23
12,9.63,34.48,69.49,-47.09,-14.09,34.5,0.32,0.7,-0.86
13,-24.77,33.56,59.22,-38.99,5.74,-95.63,0.69,0.67,-0.68
14,-18.81,40.08,76.01,68.27,28.16,-72.63,0.43,0.85,-0.42
15,30.93,35.47,79.68,20.66,-8.14,118.49,-0.41,0.91,-0.5
16,10.49,38.96,65.49,-46.89,22.42,37.6,0.48,0.73,-0.79
17,-17.49,21.88,52.95,-48.35,-58.08,-67,0.53,0.73,-0.73
18,-19.8,40.38,65.75,47.61,77.35,-76.16,0.48,0.84,-0.42
19,18.13,24.6,65.5,61.18,5.93,112.7,-0.03,0.94,-0.23
20,-11.23,9.29,49.11,-47.39,-45.47,64.7,0.34,0.72,-0.68
21,-22.22,30.48,52.72,-62.25,-52.6,-43,0.52,0.65,-0.8
22,12.53,56.11,88.87,10.95,87.4,-85.45,0.58,0.76,-0.59
23,30.31,52.88,74.68,146.18,109.92,48.3,0.11,0.93,-0.3
24,-5.64,46.31,64.77,-48.1,-0.36,117,0.18,0.66,-0.57
25,-23.17,40.99,56.21,-33.95,-11.58,-21,0.43,0.62,-0.85
26,-20.69,66.78,68.74,-31.93,-8.91,-89.4,0.67,0.66,-0.48
27,13.5,31.05,49.56,48.73,108.6,-79.8,0.57,0.84,-0.44
28,-5.53,8.86,35.73,35.15,16.36,125.03,-0.19,0.93,-0.36
29,-29.6,39.79,43.45,-54.14,-78.89,-21,0.45,0.65,-0.86
30,-2.58,47.74,64.37,27.1,127.89,-113,1.04,0.61,-0.43
31,27.36,53.95,53.36,80.84,38.37,-9.95,0.64,0.76,-0.62
32,13.24,35.63,34.84,-39.63,35.3,105.6,0.3,0.94,-0.46
33,-17.45,42.98,24.28,-70.22,-56.02,50.9,0,0.9,-0.44
34,7.14,39.78,46.52,-2.58,114.16,-62.5,0.37,0.76,-1
35,22.59,19.86,36.37,85.85,-5.78,27.44,0.96,0.57,-0.39
36,0.64,7.95,36.11,-39.44,-69.37,87.2,0.68,0.76,-0.49
37,-25.69,23.75,32.16,-0.79,-38.92,2.47,0.36,0.93,-0.15
38,-9.14,27.42,42.87,-17.79,68.63,-99.1,0.02,0.7,-0.7
39,13.73,10.77,40.47,37.63,19.21,-35.29,0.51,0.69,-0.73
40,-20.01,39.86,48.04,12.75,-22.24,115,0.74,0.72,-0.72
41,11.97,16.99,58.44,-17.61,-25.34,49.2,0.47,0.88,-0.63
42,-12.63,15.45,57.4,-19.31,34.68,-68.4,0.06,0.82,-0.36
43,-25.43,34.29,47.54,45.24,92.19,-77.27,0.46,0.63,-0.71
44,33.17,27.74,48.33,41.32,-44.2,73.79,0.67,0.6,-0.78
45,4.06,11.3,43.47,5.34,-29.34,42.76,0.41,0.9,-0.68
46,-24.45,17.06,38.62,-0.73,1.95,-48.76,0.21,0.8,-0.5
47,-19.32,31.08,36.4,-40.39,79.77,-98.1,-0.04,0.65,-0.75
48,24.05,20.32,50.19,55.16,25.04,38.15,0.66,0.61,-0.76
49,10.12,11.22,51.94,-50.6,-35.34,128,0.68,0.75,-0.71
50,-3.11,1.61,53.01,-16.98,-55.6,15.6,0.18,0.98,-0.49
51,-25.3,18.48,45.38,-19.43,29.6,-94.4,0.18,0.75,-0.39
52,-18.54,28.04,51.86,-14.23,60.11,-74.3,0.28,0.65,-0.76
53,30.47,8.57,51.06,53.69,-36.27,92.52,0.69,0.6,-0.66
54,15.77,-10.37,45.98,10.5,-28.15,39.08,0.57,0.82,-0.66
55,-24.92,-9.76,50.62,8.55,-29.04,-11.98,0.11,0.83,-0.25
56,-26.52,9.95,46.38,-29.39,72.26,-97.7,0.19,0.69,-0.64
57,10.25,-6.3,51.48,23.87,42.79,-71.57,0.61,0.55,-0.79
58,32,-18.53,50.69,-0.33,-72.95,117.6,0.95,0.54,-0.66
59,10.03,-35.43,43.41,-14.81,-63.09,56.5,0.52,0.84,-0.67
60,-28.6,-12.27,43.6,19.56,5.02,-95.48,0.1,0.57,-0.85
61,-9.57,4.7,44.62,-17.86,78.91,-102,0.78,0.45,-0.72
62,20.71,-6.73,55.84,20.25,-64.25,39.44,0.56,0.79,-0.79
63,24.25,-27.75,42.42,1.37,-47.56,123.55,0.14,0.89,-0.59
64,-17.6,-31.7,48.07,-25.83,-65.2,38.7,-0.08,0.73,-0.66
65,-21.83,-7.33,33.77,1.02,91.96,-110.67,0.34,0.48,-1.06
66,8.69,-3.83,46.54,1.55,66.71,-36.82,0.7,0.59,-0.78
67,33.75,-17.09,45.33,46.68,-42.44,79.95,0.54,0.76,-0.66
68,4.23,-32.88,44.33,-48.4,-79.89,93.6,0.08,0.88,-0.51
69,-30.8,-13.4,38.66,23.95,-14.74,-67.8,0.31,0.61,-0.81
70,30.89,-35.45,39.16,-58.3,95.68,-84.2,0.65,0.4,-0.81
71,21.32,-47.37,39.75,49.98,11.98,33.53,0.7,0.7,-0.75
72,-18.1,-35.19,43.64,-2.06,-48.4,129.3,0.3,0.81,-0.53
73,-17.2,-28.44,30.2,-0.31,-58.79,16.35,-0.09,0.64,-0.7
74,-8.16,-37.69,44.08,-21.57,76.96,-119,0.58,0.53,-0.75
75,28.2,-42.3,43.79,-10.63,-25.31,-66,0.82,0.43,-0.65
76,-3.37,-51.15,51.27,11.24,-65.41,119.2,0.53,0.78,-0.89
77,-28.5,-24.4,35.96,4.63,-47.46,82.02,-0.03,0.85,-0.6
78,-0.19,-30.26,42.3,15.94,45.41,-69.92,0.39,0.54,-0.88
79,-2.15,-49.66,53.75,-56.29,23.34,-66.6,0.71,0.49,-0.78
80,-30.8,-19.96,46.59,52.19,-42.2,-31.4,0.53,0.77,-0.82
81,-9.5,-24.38,47.28,0.78,-20.57,100.72,0.21,0.88,-0.52
82,33.78,-27.88,54.7,33.06,-35.35,-12.9,-0.07,0.82,-0.65
83,16.28,-43.76,50.52,-60.72,101.19,-109,0.27,0.57,-0.89
84,-14.7,-40.77,51.71,21.43,-26.94,-0.72,0.96,0.6,-0.81
85,-22,-12.2,38.96,0,25.82,0,0.28,0.86,-0.74
86,-3.59,-18.94,47.88,10.65,-87.35,99.31,0.05,0.73,-0.4
87,6.14,-39.54,65.59,37.27,3.9,-7.66,0.2,0.54,-0.88
88,-24.9,-18.28,58.2,-27.02,114.25,-119,0.78,0.55,-0.89
89,-17.5,-8.3,54.2,1.44,-20.79,-36.53,0.37,0.84,-0.83
90,17.74,-20.07,62.4,32.67,-16.65,130.4,0.01,0.88,-0.61
91,24.22,-33.33,62.27,-11.66,-63.05,62.8,0.15,0.52,-0.89
92,-23.8,-28.74,65.44,7.61,9.69,-56.63,0.67,0.47,-0.92
93,-19.99,-8.8,51.97,-51.15,110.46,-85,0.65,0.72,-0.9
94,12.15,-7.4,64.14,33.02,-28.25,-13.8,0.24,0.81,-0.62
95,-4.24,-30.94,67.76,71.6,-43.05,128,0.08,0.88,-0.59
96,-33.26,7.46,62.12,8.41,-37.11,21.92,0.45,0.58,-0.87
97,-5.69,3.4,55.83,-25.06,83.82,-96.2,0.49,0.49,-1.01
98,22.31,-16.04,66.57,-15.82,37.36,-67.3,0.58,0.72,-0.78
99,19.32,-32.42,68.23,36.33,-49.69,68.48,0.03,0.87,-0.57
100,-25.7,-17.3,67.12,5.53,-47.63,86.51,-0.11,0.57,-0.86
101,-22.32,-5,51.86,18.17,18.01,-91.76,0.65,0.47,-0.96
102,3.91,-13.39,64.12,-51.92,75.92,-77.2,0.67,0.61,-0.92
103,28.25,-16.56,68.99,49.21,6.27,46.73,0.05,0.9,-0.72
104,-11.9,-16.55,64.75,0.76,-57,105.26,0.2,0.68,-0.55
105,-25.85,13.63,53.81,25.11,-32.54,-15.2,0.35,0.45,-1.03
106,-1.73,9.34,71.27,-17.51,150.69,-127,0.54,0.43,-0.92
107,23.57,7,77.98,-24.02,-14.34,-21,0.25,0.75,-1
108,1.39,2.97,79.31,48.25,-77.11,86.15,0.07,0.76,-0.53
109,-19.36,10.4,74.85,14.12,-64.26,74.58,0.07,0.46,-1.01
110,-19.94,16.86,69.03,1.45,58.46,-98.91,0.54,0.42,-1.02
111,10.61,8.8,77.14,-58.69,47.95,-86.1,0.42,0.67,-1.01
112,20.24,0.86,79.92,50.51,-35.87,15.08,0.15,0.84,-0.68
113,-8.53,-16.45,77.02,23.63,-11.02,100.8,-0.14,0.72,-0.72
114,-16.93,-3.19,68.87,-10.89,2.34,-46.01,0.37,0.52,-0.96
115,-16.25,12.52,63.53,-42.35,121.44,-99,0.64,0.64,-0.85
116,7.73,15.28,74.02,69.89,-14.45,-6.67,0.31,0.87,-0.54
117,34.87,0.51,72.89,33.6,-4.12,91.02,0.06,0.79,-0.57
118,-10,-20.63,70.26,14.22,-9.24,5.36,0.71,0.47,-0.86
119,-22.13,6.13,53.88,-10.85,34.27,-74.7,0.51,0.72,-0.88
120,-1.77,-0.44,57.76,-20.69,29.62,-76.9,0.21,0.86,-0.5
121,28.52,-14.93,70.92,36.32,-30.73,40.79,-0.12,0.69,-0.67
122,12.84,-29.61,68.61,19,-26.76,78.15,0.45,0.54,-0.89
123,-21.1,-14.32,66.71,-3.32,-65.85,-32.9,0.46,0.56,-0.95
124,-23.11,-2.04,60.9,-26,55.37,-65.3,0.63,0.73,-0.84
125,-2.19,-3.52,63.91,-19.52,63.05,-62.2,0.1,0.86,-0.54
126,28.8,-14.01,67.4,44.47,13.12,29.86,0,0.73,-0.63
127,15.49,-29.76,66.24,3.68,-49.45,124.97,0.44,0.4,-0.95
128,-11.7,-32.16,63.36,-2.98,-80.75,-38.6,0.59,0.58,-1.06
129,-20.5,-10.48,51.11,-62.09,105.85,-85,0.22,0.78,-0.67
130,-4.03,-15.41,45.2,16.24,-24.43,-6.84,0.09,0.65,-0.54
131,14.9,-34.94,60.01,57.56,-53.76,110.1,0.58,0.59,-0.89
132,22.39,-46.35,60.71,-2.05,-55.51,49.21,0.66,0.52,-0.83
133,-25.1,-38.24,70.92,-1.95,61.1,-81.6,0.58,0.69,-0.89
134,-21.9,-19.74,63.94,-21.39,48.23,-89.2,0.13,0.85,-0.59
135,9.17,-31.37,69.14,13,-5.66,-8.42,0.06,0.8,-0.56
136,-5.79,-49.24,61.52,2.43,-60.36,59.82,0.25,0.65,-0.78
137,-28.5,-18.52,57.83,-5.84,-9.34,-45.15,0.7,0.52,-0.97
138,-3.3,-33.08,59.41,-45.62,82.96,-79.3,0.68,0.66,-0.88
139,29.89,-43.8,63.82,-24.27,-20.82,-15,0.1,0.65,-0.75
140,28.98,-56.22,59.24,60.24,-79.44,57.31,0.08,0.83,-0.59
141,-22.7,-38.58,56.43,7.98,-49.15,86.45,0.14,0.65,-0.78
142,-24,-24.53,43.74,46.18,29.17,-96.66,0.29,0.54,-0.97
143,21.64,-42.32,56.3,-23.66,69.63,-84.4,0.54,0.58,-0.97
144,25.62,-61.66,56.32,23.99,-50.16,35.42,0.19,0.74,-0.74
145,-20.2,-65.07,54.14,4.33,-49.36,108.07,-0.02,0.63,-0.64
146,-23.2,-56.63,41.87,-18.08,-24.01,-20,0.2,0.37,-1.07
147,2.11,-61.7,44.47,-11.89,119.15,-110,0.82,0.46,-0.79
148,13.67,-65.03,53.14,7.46,-61.24,-12.69,0.42,0.78,-0.71
149,23.24,-73.6,52.03,23.79,-46.84,114.9,0.01,0.83,-0.68
150,-20.2,-60.68,50.55,-10.34,-52.4,111,0.51,0.27,-0.94
151,-20.9,-46.42,42.7,-6.91,66.4,-87.71,0.59,0.66,-0.89
152,1.7,-54.8,49.4,-50.85,51.47,-92.9,0.11,0.75,-0.51
153,23.44,-58.29,53.17,51.6,-72.83,83.22,0.25,0.58,-0.77
154,1.67,-64.39,55.64,6.14,-80.01,98.92,0.54,0.36,-0.92
155,-25.7,-45.76,44.36,-3.81,-18.37,-78,0.73,0.58,-0.98
156,-8.41,-42.91,43.06,-47.18,25.27,-89.3,0.24,0.8,-0.86
157,12.3,-47.7,56.13,8.67,-27.7,8.15,0.18,0.75,-0.53
158,19.57,-54.51,57.11,36.77,-20.87,52.79,0.3,0.61,-0.91
159,-5.17,-58.33,58.38,0.47,-40.4,89.37,0.56,0.47,-1
160,-29.5,-33.15,45,-2.29,45.11,-78.03,0.65,0.62,-0.88
161,-1.58,-38.13,46.43,-32.39,49.79,-80.9,0.22,0.78,-0.49
162,18.71,-32.8,63.34,26.01,-39.81,6.52,0.11,0.73,-0.66
163,18.06,-42.68,60,18.57,-18.65,90.5,0.51,0.55,-0.89
164,-18.1,-25.16,51.9,14.99,-27.43,6.45,0.82,0.47,-0.85
165,-18.39,-8.21,50.2,-42.3,68.11,-98.8,0.48,0.72,-0.81
166,11.92,-14.08,62.41,-6.27,4.47,-32.49,0.05,0.84,-0.68
167,31.07,-27.06,67.71,52.83,-23.66,47.48,0.26,0.64,-0.68
168,3.81,-36.17,60.65,8.87,-31.25,75.26,0.45,0.49,-0.93
169,-27.36,-8.47,52.33,10.06,-19.24,-19.9,0.66,0.58,-0.97
170,-5.3,-2.39,50.37,-51.05,94.58,-113,0.31,0.71,-0.75
171,11.78,-8.64,64.55,3.92,-24.64,-6.08,0.07,0.84,-0.56
172,22.63,-13.69,67.7,68.89,17.17,72.24,0.18,0.59,-0.66
173,-7.48,-17.38,67.1,-7.12,-41.24,69.73,0.46,0.47,-0.95
174,-1.29,-6.05,58.54,-28.73,68.32,-69.9,0.67,0.81,-0.88
175,6.6,-5.3,73.84,-7.78,62.29,-70.45,-0.15,0.9,-0.54
176,25.54,-22.51,67.97,50.15,-25.32,46.04,-0.05,0.76,-0.79
177,-21.02,-9.05,66.41,26.73,-52.51,119.4,0.21,0.51,-0.93
178,-15.5,-13.01,66.3,-21.22,-35.93,14.7,0.62,0.47,-0.9
179,15.04,-17.68,73.6,-30.67,108.71,-105,0.37,0.77,-0.73
180,20.45,-23.35,75.79,-9.66,23,-20.4,0,0.9,-0.45
181,-9.8,-30.91,73.77,59.35,-25.33,45.5,0.02,0.61,-0.85
182,-29.5,-0.63,62.01,18.78,-17.54,87.38,0.49,0.51,-0.88
183,25.89,-34.62,73.71,4.09,-11.89,-28.89,0.67,0.58,-0.91
184,14.92,-59.17,67.55,-57.34,73.67,-102,0.31,0.82,-0.63
185,-24.5,-35.45,60.34,23.27,-25.76,-4.61,0.05,0.81,-0.52
186,-21.1,-10.11,57.97,64.95,1.76,25.48,-0.03,0.67,-0.89
187,4.54,-20.17,68.23,-15.35,-64.38,98.6,0.72,0.48,-0.89
188,30.81,-31.51,70.25,-1.87,54.21,-80.85,0.5,0.79,-0.77
189,18.33,-48.35,61.67,0.54,-16.6,-55.5,-0.06,0.88,-0.5
190,-25.6,-24.44,61.16,33.16,-19.9,58.05,0.11,0.68,-0.73
191,-16.23,-5.83,63.14,16.06,-24.27,78.66,0.16,0.55,-1.03
192,5.73,-11.55,77.73,-0.96,-29.99,-37.8,0.54,0.65,-0.91
193,35.81,-33.68,73.52,-43.64,118.89,-113,0.25,0.84,-0.63
194,-30.6,-11.25,66.71,38.37,-92.84,15.34,0,0.77,-0.54
195,-3.7,-12,76.4,15.22,-43.58,99.98,0.44,0.64,-0.75
196,23.98,-20.11,80.84,-17.29,-100.29,57,0.51,0.55,-0.95
197,21.56,-32.44,80.92,-23.7,90.34,-94.3,0.65,0.76,-0.84
198,-8.85,-32.5,73.68,-9.47,97.68,-81.63,0.16,0.86,-0.47
199,-29.1,-5.34,65.01,40.27,-41.69,17.45,0.02,0.81,-0.41
200,-4.04,-10.99,71.48,14.2,-47.26,118.4,0.19,0.63,-1.07
201,21.45,-31.89,79.04,-27.83,-67.22,70.7,0.72,0.61,-0.85
202,25.86,-42.86,74.87,1.18,92.27,-98.81,0.53,0.79,-0.72
203,-12.9,-31.43,71.12,9.71,71.15,-62.65,0.03,0.79,-0.65
204,-25.16,-6.84,64.93,61.51,-24.4,22.14,-0.05,0.73,-0.72
205,2.47,-9.44,72.47,-8.37,-86.3,137.7,0.56,0.53,-1
206,26.4,-21,75.37,3.87,-4.58,-28.12,0.73,0.64,-0.94
207,-1.69,-27.93,78.48,-18.53,84.31,-109,0.25,0.83,-0.7
208,-24.01,-5,64.05,42.15,-5.27,-14.24,-0.06,0.88,-0.84
209,18.74,-36.66,71.22,25.06,-33.41,92.57,0.13,0.56,-0.91
210,-22.89,-8.95,61.89,9.99,-49.08,83.24,0.43,0.38,-0.92
211,10.45,-24.05,76.63,-20.55,0.19,-34.02,0.76,0.62,-0.88
212,31.43,-27.81,79.06,-30.46,106.74,-112,0.28,0.7,-0.61
213,2.43,-38.72,71.98,28.24,-24.17,-15.6,-0.07,0.81,-0.65
214,-24.06,-9.49,62.49,35.69,-82.6,82.5,0.32,0.63,-0.75
215,-11.73,-8.13,60.91,-8.39,-45.24,99.84,0.49,0.53,-0.91
216,19.66,-15.86,72.88,-8.88,43.11,-50.16,0.5,0.7,-0.82
217,23.31,-20.97,70.4,-22.11,94.78,-96.7,0.13,0.77,-0.54
218,-17.3,-18.31,65.56,32.64,-10.75,9.55,0.1,0.85,-0.69
219,-18.2,-5.73,61.74,16.53,-45.96,101.5,0.19,0.63,-0.68
220,14.78,-14.4,74.44,20.37,-25.56,-6.48,0.73,0.56,-0.89
221,20.97,-18.33,74.01,-42.27,67.4,-76.2,3,-19.76,0
222,-13.8,-19.44,73.93,-8.82,20.92,-86.07,0.61,0.81,-0.72
223,-24.02,5.6,65.91,57.08,-70.32,96.47,-0.07,0.85,-0.38
224,-10.53,5.35,64.91,-15.69,-54.4,72.3,0.03,0.65,-0.92
225,20.61,1.11,77.1,-21.67,38.53,-80.6,0.87,0.6,-0.82
226,26.17,-20.19,72.61,-9.89,62.89,-81.46,0.62,0.77,-0.74
227,-15.5,-15.82,70.45,62.01,-61.68,40.34,0.07,0.87,-0.39
228,-23.95,7.79,63.41,17.73,-15.67,121.3,0.05,0.69,-0.68
229,-6.86,13.67,67.53,-20.42,-43.61,9.34,0.4,0.51,-0.93
230,23.42,2.27,77.89,-33.82,115.19,-92,0.54,0.57,-0.83
231,18.26,-23.67,70.51,-6.61,4.75,-41.91,0.46,0.8,-0.66
232,-22.6,-16.05,64.54,52.4,-30.65,75.91,0.12,0.84,-0.33
233,-25.58,-2.9,57.76,-2.84,-19.31,89.66,0.21,0.65,-0.92
234,15.56,-11.43,67.98,-14.63,11.24,-66.9,0.46,0.56,-0.92
235,31.19,-19.22,71.62,-14.33,48.61,-70.2,0.47,0.74,-0.73
236,-11.4,-28.92,73.24,53.54,-34.99,56.85,0.1,0.82,-0.48
237,-1.47,-2.37,70.88,5.27,-15.53,80.98,0.07,0.67,-0.67
238,22.9,-13.24,74.82,6.61,-2.09,-53.39,0.31,0.58,-0.9
239,15.76,-20.61,70.16,-28.21,99.36,-92,0.65,0.61,-0.79
240,-30.27,1.35,67.4,-3.25,-1.31,-40.67,0.3,0.85,-0.64
241,-24.28,21.59,69.9,53.78,-15.53,79.56,-0.12,0.83,-0.44
242,18.61,14.52,84.78,-10.6,-81.11,101,0.07,0.59,-0.83
243,31.5,-1.46,81.56,-1.88,20.03,-59.98,0.54,0.59,-0.85
244,-16.26,0.71,82.18,-25.19,94.57,-92.4,0.8,0.69,-0.86
245,-25.43,18.03,74.31,17.48,25.98,-26.47,0.25,0.83,-0.62
246,-3.03,18.69,77.09,46.66,-40.83,90.08,0.11,0.81,-0.5
247,23.98,10,82.07,-20.64,-98.95,70.4,0.32,0.65,-0.86
248,8.24,-7.65,76.58,-18.55,31.33,-87.3,0.65,0.47,-0.97
249,-17.17,19.45,66.12,-23.45,46.95,-91,0.55,0.7,-0.76
250,16.93,4.94,80.21,43.13,-34.35,60.06,0.07,0.88,-0.65
251,25.05,-7.05,73.23,13.4,-37.02,-43.9,0.05,0.7,-0.69
252,8.15,-25.73,64.7,-48.87,99.6,-93.3,0.59,0.46,-0.81
253,-31.6,5.26,69.19,40.29,4.86,-5.24,0.66,0.61,-0.91
254,-15.48,10.65,63.44,22.26,-41.04,88.43,0.32,0.79,-0.69
255,24.76,-9.59,66.34,-10.98,-26.93,60.8,0.06,0.73,-0.42
256,10.93,-26.63,71,11.24,82.33,-93.37,0.39,0.61,-0.95
257,-22.4,-13.62,66.6,65.24,-23.21,71.84,0.57,0.51,-0.84
258,-19.23,-3.8,64.83,-3.42,-58.01,121.6,0.61,0.75,-0.75
259,22.98,-11.52,72.88,9.55,12.31,-58.08,0.1,0.8,-0.45
260,19.01,-28.24,67.05,-27.01,71.53,-98.1,0.22,0.69,-0.91
261,-25,-20.41,65.36,14.22,5.12,-11.67,0.45,0.47,-0.87
262,-18.64,-3.24,52.66,25.74,-29.11,92.58,0.58,0.63,-0.79
263,9.15,-8.07,70.43,-12.71,-64.01,31.8,0.2,0.82,-0.58
264,20.05,-11.32,72.13,-0.05,56.63,-65.08,-0.05,0.85,-0.59
265,-1.92,-25.4,70.27,-31.44,53.38,-61.1,0.31,0.67,-0.69
266,-25.4,3.4,61.89,59.24,-54.32,65.36,0.68,0.5,-0.9
267,-5.75,11.7,62.31,-19.47,-44.17,96.7,0.63,0.8,-0.61
268,9.76,3.09,71.4,-26.49,-69.69,31.4,0.09,0.89,-0.51
269,22.01,-3.91,71.4,21.36,123,-121,0.09,0.69,-0.57
270,-0.09,-16.47,69.23,-21,23.49,-59.7,0.41,0.53,-0.97
271,-27.27,15.6,59.59,15.83,-77.91,95.59,0.82,0.52,-0.79
272,-7.12,18.85,60.54,22.84,-59.31,39.02,0.4,0.88,-0.83
273,12.75,-3.87,75.05,-13.21,51.68,-86.2,0.12,0.94,-0.62
274,38.59,-19.02,69.64,-6.88,38.34,-74.24,0.19,0.6,-0.77
275,-17.5,-14.84,75.2,36.92,-33.21,88.38,0.67,0.55,-0.7
276,-36.51,9.63,64.31,-15.26,-64.79,73.3,0.5,0.84,-0.74
277,17.53,-7.22,70.48,-1.07,33.82,-96.78,0.11,0.87,-0.39
278,25.72,-13.75,74.38,-47.08,60.55,-66.5,-0.18,0.59,-0.8
279,5.9,-24.72,74.21,72.15,-19.6,35.2,0.54,0.45,-0.96
280,-29.68,6.56,62.73,12.5,-11.63,77.41,0.81,0.62,-0.62
281,-6.44,0.47,63.63,-1.54,-54.98,-7.4,-0.04,0.93,-0.45
282,20.66,-11.27,67.91,-29.75,114.16,-97,0.03,0.71,-0.67
283,23.85,-19.66,66.79,0.9,35.35,-22.19,0.35,0.69,-0.91
284,-10.8,-30.69,74.73,39.85,-31.85,37.69,0.42,0.65,-0.82
285,-26.39,-0.82,65.61,6.89,-25.53,84.99,0.37,0.88,-0.75
286,-3.25,-1.55,62.46,-1.8,-47.08,-0.35,0.14,0.86,-0.34
287,15.47,-10.22,69.67,-34.97,129.05,-104,0.11,0.72,-0.8
288,18.53,-19.87,68.73,3.33,16.85,-27.48,0.26,0.54,-0.95
289,-8.03,-25.3,61.77,61.45,-85.11,49.02,0.49,0.55,-0.89
290,-24.71,-0.26,56.23,-13.77,-58.02,148,0.39,0.83,-0.69
291,-2.22,-6.94,63.1,29.11,19.21,-67.82,0.13,0.83,-0.41
292,21.99,-16.91,70.31,-37.07,91.12,-130,0.3,0.62,-0.67
293,19.26,-20.61,69.69,27.88,-66.15,67.43,0.39,0.48,-0.91
294,-18.5,-15.34,63.53,23.27,-24.77,99.32,0.68,0.57,-0.84
295,-22.15,7.89,58.72,7.73,-41.14,22.69,0.24,0.82,-0.62
296,12.73,-7.49,63.25,-40.66,123.91,-114,-0.02,0.72,-0.74
297,30.85,-21.23,64.63,3.76,-22.42,-24.88,0.31,0.44,-0.97
298,-2.88,-28.08,59.83,22.23,-47.02,79.77,0.69,0.5,-1.02
299,-20.38,-5.5,54.3,2.24,-30.58,91.74,0.3,0.71,-0.76
