,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-16.1,-10.12,57.3,115.11,17.46,-62.4,0.35,0.31,1.14
1,-6.33,6.83,60.11,10.02,67.76,-24.35,0.14,0.8,0.34
2,11.25,12.69,25.66,-132.11,25.19,43.2,0.05,0.27,0.63
3,2.39,-2.51,6.56,-70.4,-57.15,9.22,0.18,-0.21,0.83
4,-2.27,-2.42,27.17,85.61,2.24,-8.78,0.21,-0.16,0.84
5,-9.08,1.76,61.99,142.78,18.44,-35,0.27,0.22,1.19
6,-2,-4.33,65.64,16.37,-23.01,-7.73,0.12,0.7,0.55
7,8.74,11.69,31.48,-130.76,65.56,33.7,0.14,0.29,0.62
8,-3.03,5.44,24.37,-21.55,-20.72,-11,0.24,-0.19,0.83
9,-3.36,-17.35,43.11,77.55,-87.23,-12.9,0.53,0.52,0.74
10,-10.7,-5.95,74.12,126.88,47.92,-41.3,-0.02,0.8,0.48
11,-4.57,0.29,62.63,-43.63,23.89,-17.5,0.11,0.21,0.66
12,11.46,4.1,29.89,-124.34,16.76,44.2,0.18,-0.22,0.81
13,1.51,-8.94,21.49,-26.62,-49.86,5.85,0.49,0.35,1
14,-9.03,-19.68,46.31,100.45,-40.63,-34,0.62,0.53,0.82
15,-14.69,-1.37,69.65,96.92,75.71,-56.7,0.07,0.71,0.54
16,5.89,-10.39,52.07,-67.66,-35.63,22.6,0.14,0.05,0.66
17,9.38,-2.62,19.24,-124.34,31.5,36.2,0.26,-0.35,0.88
18,-0.66,-18.55,13.65,-16.05,-61.99,-2.5,0.38,0.21,0.89
19,-10.7,-32.09,37.21,94.64,-53.62,-41.1,0.34,0.54,0.76
20,-17,-12.7,67.57,122.77,76.01,-65.8,-0.01,0.7,0.47
21,1.57,-7.05,47.51,-78.82,20.55,6.06,0.32,0.05,0.56
22,9.99,-18.17,14.39,-126.24,-41.02,38,0.38,-0.23,0.91
23,-4.43,-13.11,22.71,37.75,20.92,-17.04,0.45,0.16,0.77
24,-5.12,-26.3,22.73,2.11,-50.37,-19.76,0.41,0.35,0.92
