,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,1.99,-40.78,61.71,-11.83,-33.18,7.72,0.57,0.52,0.52
1,-38,-11.52,61.61,4.37,17.5,7.69,0.53,0.5,0.6
2,13.97,6.05,76.7,2.68,113.37,-146.7,0.36,1.02,1.06
3,32.29,8.39,57.71,64.76,62.49,53.92,-0.43,0.4,0.34
4,-22.2,-13.4,17.53,-72.63,15.99,124.6,0.47,0.66,0.15
5,-54.44,-0.45,33.6,-142.15,-76.98,-79,0.5,0.23,1.42
6,-44.03,10.65,64.52,65.13,52.16,-209.3,0.28,0.23,0.99
7,18.73,-5.44,87.59,122.07,43.24,-169,-0.15,0.74,0.66
8,-22.6,-31.66,20.31,96.85,-71.15,72.31,-0.7,0.57,0.04
9,-65,-44.3,33.16,-71.14,1.32,112.01,0.28,0.76,0.05
10,-30,-32.04,75.39,-174.47,-93.71,-80,0.63,0.51,1.26
11,22.96,-37.78,96.74,48.83,-52.46,-250,0.44,0.75,0.91
12,19.05,-18.26,44.64,166.16,39.21,-116,-0.32,0.84,0.47
13,-51.7,-41.53,15.43,90.6,-34.75,88.32,-0.44,0.46,0.19
14,-54,-28.18,46.15,-203.65,77.11,73.5,0.43,0.78,0.1
15,-5.35,-23.85,83.28,-113.36,-92.62,-19,0.63,0.5,1.32
16,28.45,-21.62,83.09,119.94,46.68,-207,-0.01,0.54,0.76
17,-65.65,-33.15,4.58,147.66,9.12,-20.67,-0.34,0.72,0.33
18,-38.86,-1.2,50.07,-1.31,4.75,109.84,-0.02,0.55,0.02
19,8,2,85.69,-241.53,-13.26,76,0.33,0.99,0.78
20,27.29,17.97,67.36,-63.1,-30.79,-234,0.55,0.33,0.87
21,-5.89,4.37,17.28,175.98,117.53,-149,-0.54,0.7,0.49
22,-65.04,-0.96,13.85,144.66,6.67,30.87,-0.5,0.55,0.37
23,-32.51,-3.49,56.76,-69.82,60.63,105.3,-0.25,0.54,0.15
24,8.91,6.37,83.29,-196.73,-49.5,-22,0.28,0.69,0.83
25,24.82,4.01,66.62,-13.26,-17.16,-250,0.43,0.28,1.03
26,-6.09,-16.53,32.1,169.07,-8.52,-125,0.19,0.58,0.78
27,-64.7,-10.44,35.23,100.63,29.73,31.82,-0.59,0.6,0.2
28,25.47,3.43,79.81,-64.74,-8.88,95.84,-0.03,0.6,0.23
29,23.06,6.88,49.66,-135.25,-79.05,-23,0.37,0.84,0.77
30,-32.89,-15.33,2.33,14.28,23.4,-250.1,0.22,0.48,1.19
31,-63.5,-10.37,29.24,129.48,-1.7,-110,-0.08,0.84,0.28
32,-26.4,-13.74,62.51,45.33,43.73,90.95,-0.46,0.43,0.41
33,21.8,-7.4,68.4,-120.47,16.39,89,0.17,0.78,0.12
34,21.84,-17.09,31.89,-187.09,-85.35,-12,0.39,0.63,1.04
35,-47.69,-59.76,2.74,104.85,19.95,-244,0.31,0.4,1
36,-55.5,-42.12,22.75,130.39,-18.42,-101,-0.32,0.72,0.5
37,-15.6,-43.25,55.93,27.08,16.17,83.83,-0.53,0.5,0.23
38,13.86,-40.88,-4.45,-149.6,-39.54,84,0.05,0.75,-0.02
39,-30,-20.49,16.15,-116.95,-170.06,-1,0.68,0.75,1.11
40,3.59,-18.89,44.31,77.81,63.66,-214.5,0.25,0.33,0.9
41,25.53,-14.37,37.24,129.05,-15.79,-60,-0.47,0.73,0.49
42,-12,-28.87,-15.27,16.39,46.98,111.56,0.43,0.87,0.31
43,-65.04,0.08,-5.97,-241.83,-43.62,49,0.44,0.12,1.29
44,-22.23,3.42,25.94,-71.93,13.6,-250,-0.13,0.66,0.7
45,22.56,10.02,43.37,143.05,57.62,-115,-0.5,0.65,0.21
46,24.22,10.54,19.17,107.8,-2.69,13.87,-0.16,0.62,0.04
47,-15,-18.9,-11.31,-33.21,12.75,98.21,0.15,0.88,0.85
48,-60.5,-15.58,-2.44,-212.55,-59.48,-47,0.17,0.22,1.1
49,-32.7,-12.36,37.79,32.98,112.73,-250,-0.34,0.7,0.5
50,17.5,-13.38,49.48,119.5,9.92,-85.83,-0.32,0.36,0.21
51,25.2,3.34,37.59,67.02,20.92,86.79,0.28,0.63,0.14
52,-11,-29.05,-19.62,-100.5,7.55,93.52,0.51,0.93,0.91
53,-55,-22.63,-19.5,-126.23,-113.28,-6,0.32,0.4,0.91
54,-25.99,7.71,12.49,30.22,13.21,-233.6,-0.4,0.57,0.64
55,17.76,6.21,25.97,144.38,5.97,-117.2,-0.36,0.31,0.35
56,27.76,4.46,-18.6,47.55,-11.92,67.04,0.04,0.86,0.05
57,-53,-11.96,-31.28,-53.66,65.49,97.31,0.74,0.75,0.95
58,-51.6,-1.29,-21.14,-229.21,-124.69,-4,0.58,0.48,0.79
59,0.24,8.72,11.8,-6.86,26.35,-215.8,0.21,0.78,0.66
60,27.39,2.91,22.29,109.26,111.61,-93,-0.15,0.47,0.33
61,-0.2,-29.63,-44.28,47.65,-7.15,68.29,0.58,0.87,0.2
62,-55,-36.81,-33.63,-183.17,-0.72,106,0.56,0.32,1.23
63,-25.68,-41.06,3.78,-56.14,-61.49,-208,0.13,0.42,0.84
64,-3.19,-32.79,34.63,31.51,42.24,-199.3,-0.34,0.55,0.27
65,25.84,-24.46,30.6,120.24,35.3,0.92,-0.27,0.63,0.16
66,-21,-64.47,-31.64,33.91,-25.61,105.7,0.64,0.56,0.89
67,-59,-46.98,-17.46,-250.14,-116.82,-1,0.31,0.47,0.97
68,-24.3,-35.84,18.07,31.59,-30.92,-212,0,0.63,0.65
69,18.54,-21.84,46.06,137.43,-22.95,-98,-0.46,0.71,0.37
70,30.44,-13.6,8.9,116.14,21.76,-12.2,-0.16,0.64,-0.06
71,-37,-43.13,-31.44,-22.7,25.96,99.78,0.69,0.62,0.84
72,-54,-24.4,-10.24,-250.14,-159.47,-8,0.02,0.29,0.95
73,-8.71,-7.87,25.4,48.98,59.92,-227.7,-0.17,0.7,0.53
74,23.72,-3.56,45.6,131.77,35.5,-94.1,-0.48,0.44,0.36
