,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-5.06,-36.4,65.81,-7.78,-2.53,16.76,0.58,0.53,0.57
1,1.27,-35.2,63.33,4.31,-3.76,-19.53,0.62,0.47,0.61
2,-32.22,24.15,88.14,-4.19,4.77,4.91,0.57,0.48,0.62
3,27.75,29.22,99,103.89,231.48,-124,-0.19,0.68,0.86
4,-65.6,11.93,18.94,44.95,22.7,107.15,-0.05,0.31,0
5,-49.35,27.2,39.18,-201.85,-84.7,62,0.53,0.71,0.57
6,14.82,46.63,63.66,-97.33,28.3,-234,0.63,0.23,1.06
7,30.31,51.49,58.67,77.83,66.27,-189.8,0.35,0.66,0.72
8,-6,-0.9,-4.37,100.15,76.24,57.21,-0.47,0.36,0.46
9,-45.03,32.39,8.89,-21.92,29.37,117,0.19,0.71,-0.04
10,-27.25,26.28,41.25,-250.14,-197.36,-2,0.67,0.78,0.77
11,18.83,24.87,63.17,49.15,136.65,-173,0.34,0.4,0.97
12,20.3,25.56,33.97,121.83,-20.62,-104,-0.13,0.77,0.47
13,-28.4,-15.51,-3.13,88.89,-9.11,72.71,-0.64,0.51,0.27
14,-25.81,-9.34,25.21,-119.99,8.53,78.39,0.15,0.79,-0.02
15,-15.1,-21.45,60.74,-148.69,-157.46,-1,0.58,0.77,1.16
16,-3.54,-23.82,8.08,107.98,21.44,-99.2,-0.09,0.56,0.9
17,-43.43,-34.88,8.05,136.47,-52.21,-58,-0.18,0.75,0.3
18,-23.3,-30.87,41.09,55.57,-44.62,85.89,-0.33,0.65,0.31
19,-17.4,-52.47,56.81,-244.59,26.43,-12,0.52,0.76,0.2
20,18.93,-56.81,67.66,-2.7,-46.37,-167,0.25,0.49,1.06
21,6.97,-85.17,8.68,126.42,10.17,-90,-0.04,0.7,0.62
22,-18.8,-39.94,43.22,58.66,-92.79,-67,-0.1,0.69,0.26
23,-5.42,-55.68,69.12,43.77,-31.18,73.09,-0.37,0.57,0.1
24,30.39,-67.6,51.04,-234.44,-118.48,26,0.48,0.76,0.4
25,-9.21,-101.18,7.4,-13.68,119.61,-212,0.17,0.41,1.07
26,-38.3,-83.71,18.39,133.08,35.09,-67.7,-0.28,0.73,0.5
27,12.13,-70.46,72.33,102.41,-73.3,-20,-0.29,0.61,0.34
28,17.88,-82.5,22.45,-71.13,-52.18,116,0.33,0.62,-0.08
29,-54.48,-95.23,9.07,-172.18,-141.3,-3,0.78,0.82,1.15
30,-28.2,-86.2,35.85,40.66,54.74,-147.9,0.09,0.54,0.95
31,-18,-103.23,56.08,143.95,34.02,-88.8,-0.07,0.84,0.44
32,19.8,-108.12,62.57,59.56,-10.06,43.47,-0.37,0.73,0.19
33,10.9,-115.46,13.86,-198.26,-54.88,69,0.52,0.87,0.18
34,-49.8,-126.41,1.97,-53.15,-62.18,-210,0.36,0.46,1.33
35,-34,-128.02,17.67,74.01,-82.41,-73,-0.13,0.57,0.75
36,-13,-103.96,46.87,28.24,-41.82,76.18,0,0.83,0.12
37,-16,-103.98,-0.9,-190.29,-39.91,42,-0.33,0.38,0.26
38,-37.1,-92.92,44.97,-48.6,-60.05,-192,0.89,0.71,0.67
39,21.02,-95.29,60.83,54.4,-25.86,-130,0.32,0.36,1.03
40,16.68,-102.35,9.06,111.82,73.53,-50.6,0.09,0.8,0.55
41,-62,-126.15,-23.02,-6.83,46.4,109.98,-0.28,0.79,0.53
42,-45.3,-114.02,7.28,-188.14,-72.76,-64,0.06,0.51,0.16
43,-0.2,-100.14,39.47,42.66,7.76,-203.63,0.47,0.72,0.76
44,16.18,-89.89,34.95,119.1,4.2,-132.7,0.08,0.48,1.04
45,10,-129.05,-12.35,63.56,-29.28,80.85,-0.03,0.88,0.39
46,-64,-127.82,-19.62,-205.86,-37.46,64,-0.26,0.36,0.26
47,-21,-120.44,15.88,-130.38,-107.47,-2,0.7,0.8,0.32
48,8.81,-104.9,35.22,113.34,29.83,-174,0.67,0.41,1.13
49,-1,-120.45,-26.16,122.18,35.35,-0.96,0.2,0.57,1.09
50,-38,-144.22,-51.13,-25.16,24.84,62.24,-0.19,0.66,0.46
51,-49,-134.37,-20.03,-188.78,-169.5,42,-0.01,0.64,-0.07
52,-22,-136.65,16.11,-33.34,-11.72,-250,0.3,0.5,1
53,17.2,-133.25,24.55,127.76,8.67,-81.99,8,1.07,0
54,29,-133.73,-35.51,65.03,35.82,31.47,-0.04,0.77,0.27
55,-50,-127.93,-46.2,-250.14,-74.29,-7,-0.34,0.66,0.03
56,-47,-105.16,-20.37,-105.38,-112.37,-1,0.43,0.67,0.17
57,-9.19,-99.94,14.79,109.98,18.13,-191,0.39,0.21,1.62
58,22.01,-95.23,-0.59,130.69,-33,-87,0.22,0.74,0.85
59,-5,-110.57,-39.63,28.96,-14.11,66.24,-0.22,0.86,0.2
60,-65,-120.94,-35.02,-225.64,-16.63,106,-0.38,0.47,0.23
61,-30,-129.71,-1.3,-51.47,5.29,-194.3,0.43,0.35,1.04
62,8.67,-131.25,22.33,94.69,73.86,-184.1,0.35,0.16,0.97
63,40,-103.14,-18.6,129.45,-1.26,-35.4,-0.45,0.67,0.18
64,-40,-126.39,-46.68,-72.28,2.88,84.98,0,0.67,-0.12
65,-60,-105.53,-27.85,-162.44,-73.43,-20,0.44,0.64,0.87
66,-4.2,-100.94,10.34,8.74,-56.54,-250.1,0.33,0.41,1
67,25.77,-94.04,10.51,120.08,-56.18,-118,-0.12,0.65,0.33
68,3.8,-109.1,-40.81,85.49,-31.81,33.21,-0.37,0.58,0.2
69,-65,-107.02,-52.67,-156.67,90.11,145,0.49,0.69,0.38
70,-26.4,-97.35,-1.37,-119.82,-105.85,-1,0.66,0.61,1.19
71,17.9,-97.75,14.7,62.76,63.66,-233.5,0.04,0.63,1
72,35.4,-80.14,-29.43,140.92,-4.08,-16.4,-0.44,0.61,0.22
73,-19,-82.2,-46.5,-9.1,9.37,99.13,-0.13,0.55,0.13
74,-59,-60.58,-35.19,-214.19,-71.6,14,0.49,0.98,0.33
75,-39.5,-35.99,-2.69,-57.37,-4.39,-250,0.63,0.45,1.02
76,14.37,-41.84,12.78,173.62,19.31,-94.9,-0.08,0.74,0.3
77,34.6,-47.32,-22.56,54.12,-19.65,68.85,-0.17,0.58,0.25
78,-36,-74.55,-54.68,-180.26,62.56,136,0.68,0.5,0.41
79,-51,-39.62,-24.64,-76.21,-18.89,-75,0.37,0.45,1.41
80,42.3,-26.34,3.79,34.28,75.36,-229.7,0.21,0.39,0.92
81,-12,-43.76,-54.18,117.03,90.34,-152,0.13,0.57,0.52
82,-65,-36.39,-41.87,53.41,-34.93,55.47,-0.35,0.48,0.14
83,-40.05,-37.67,1.1,-133.52,-19.4,124,0.88,0.46,0.62
84,25.7,-51.85,-41.64,-136.06,-112.76,-1,0.56,0.54,1.1
85,-59,-70.77,-73.41,107.44,128.95,-200,0.05,0.47,0.86
86,-40,-64.76,-47.17,141.2,17.48,-69.4,-0.29,0.7,0.31
87,0.44,-68.77,-18.26,-47.2,17.5,151,-0.12,0.55,-0.03
88,23.5,-69.04,-18.4,-236.24,-68.6,-49,0.76,0.51,0.93
89,9.76,-65.49,-71.63,37.33,23.82,-250.1,0.16,0.4,1.05
90,-57,-63.69,-68.66,156.29,-10.4,-154,0.06,0.77,0.42
91,-40,-50.58,-29.32,40.95,12.6,71.24,-0.31,0.58,0.09
92,1.96,-48.66,2.3,-211.24,-73.21,92,0.74,0.91,0.16
93,36.7,-52.23,-16.68,-137.11,-79.39,-23,0.7,0.38,1.08
94,-21,-70.63,-73.57,87.98,14.25,-156.5,0.18,0.6,0.89
95,-52,-71.65,-48.67,99.6,-28.4,1.69,-0.17,0.71,0.43
96,-25,-68.73,-11.55,-13.39,-16.74,90.9,-0.21,0.39,0
97,15.99,-59.98,14.46,-221.37,7.47,37.69,0.55,0.54,0.93
98,34,-64.57,-41.84,-0.59,0.35,-223.68,0.49,0.14,1.17
99,-43,-89.96,-64.5,141.01,41.12,-157,-0.15,0.65,0.81
100,-61,-82.05,-42.33,114.07,-5.7,7.54,-0.4,0.55,0.26
101,-11.4,-82.15,-9.43,-88.49,-20.52,141,0.12,0.68,0
102,34.6,-65.68,-17.41,-233.78,-78.18,-84,0.59,0.33,1.16
103,-4,-102.58,-65.96,84.71,-15.21,-201,0.02,0.37,0.99
104,-64,-103.22,-76.88,131.21,0.38,-99.89,0.01,0.7,0.35
105,-39,-93.47,-54.49,97.1,15.41,61.48,-0.68,0.45,0.2
106,12.5,-86.65,-30.95,-230.79,-22.63,131,0.44,0.52,0.38
107,45.6,-74.84,-52.63,-101.95,-108.13,-1,0.61,0.57,1.04
108,-36,-97.63,-91.74,73.33,19.74,-235.8,0.3,0.6,0.9
109,-42,-97.75,-61.24,117.19,-15.79,-44,-0.21,0.7,0.51
110,-4.6,-89.11,-24.84,-45.53,54.04,133.9,0.06,0.56,0.15
111,28.1,-87.7,-22.31,-202.11,-150.88,-1,0.92,0.63,0.58
112,-13,-102.65,-79.72,-57.28,-13.57,-250,0.64,0.34,0.89
113,-65,-97.35,-86.66,68.71,24.21,-150.8,0.19,0.77,0.56
114,-34,-76.18,-44.1,79.35,6.06,48.6,-0.46,0.48,0.3
115,-8,-80.11,-15.7,-101.72,37.86,176,0.39,0.75,0.21
116,23.6,-74.81,-32.82,-169.58,-97.93,-14,0.8,0.55,0.96
117,-10,-101.37,-68.72,104.52,-17.11,-164,-0.15,0.43,1.27
118,-48,-99.49,-67.02,125.98,15.44,-17.8,-0.32,0.75,0.23
119,-27,-103.12,-27.97,-5.8,-9.98,108.69,-0.1,0.69,-0.16
120,-3.26,-97.18,-4.75,-238.26,-70.26,-51,0.54,0.52,1.05
121,37,-106.04,-47.85,-43.46,9.24,-250.1,0.5,0.33,0.9
122,-33,-125.4,-98.45,147.78,71.2,-131,0.14,0.65,0.37
123,-46,-130.05,-74.81,98.05,-32.36,-30.8,-0.42,0.75,0.33
124,-37,-138.44,-42.52,-82.48,10.67,91.35,0.15,0.59,-0.17
125,19,-136.33,-23.5,-152.68,-114.54,-4,0.72,0.52,1.34
126,25,-146.35,-83.34,-8.42,-7.71,-185.6,0.1,0.42,0.85
127,-6,-145.12,-101.58,136.27,-28.85,-107,0.15,0.72,0.35
128,-30,-118.54,-61.77,83.52,0.34,-12.56,-0.5,0.38,0.37
129,-8,-125.13,-33.76,-182.53,-46.53,145,0.36,0.58,0.27
130,37,-129.82,-32.14,-212.21,-89.15,-12,0.87,0.16,1.19
131,-11,-147.52,-92.04,77.59,-36.41,-179,0.32,0.19,1.22
132,-62,-131.95,-87.62,109.7,-55.94,-146,-0.13,0.75,0.6
133,-34,-132.01,-48.99,58.57,-16.45,75.73,-0.15,0.48,0.13
134,11,-126.51,-23.15,-250.14,-56.04,99,0.75,0.7,0.64
135,42,-119.23,-69.92,-88.27,-14.24,-234,0.52,0.23,1.02
136,-38,-140.59,-94.61,135.48,86.29,-116,0.25,0.67,0.47
137,-47,-132.9,-82.57,94.41,-49.47,-31.6,-0.38,0.66,0.43
138,-22,-130.23,-38.59,-9.18,-34.72,145,0.25,0.51,-0.03
139,24,-126.43,-28.99,-250.14,-87,-43,0.61,0.65,0.87
140,19,-128.39,-78.2,0.08,41.43,-241.93,0.31,0.35,1.04
141,-64,-115.31,-83.91,89.81,-4.6,44.26,-0.16,0.71,0.44
142,-34,-106.44,-52.61,-198.55,15.32,165,-0.42,0.48,0.41
143,-5,-100.02,-22.16,-113.76,-100.08,-1,0.62,0.64,0.37
144,41,-109.2,-42.04,30.63,12.25,-182,0.69,0.56,1.14
145,-8,-134.81,-100.18,152.53,-11.5,-87,0.59,0.39,1.24
146,-62,-106.93,-79.89,20.66,-7.73,94.22,-0.08,0.77,0.35
147,-35,-112.34,-39.58,-208.47,-21.58,76,-0.13,0.56,0.12
148,16,-119.01,-17.36,-38.19,35.63,-250,0.82,0.74,0.57
149,26,-110.61,-50.5,102.18,18.37,-134,0.44,0.32,0.98
150,-37,-127.82,-81.32,106.21,3.94,-20.74,0.14,0.79,0.46
151,-54,-99.98,-48.91,-94.69,-55.09,160,-0.42,0.63,0.38
152,-17,-114.17,-16.1,-244.25,-114.61,-3,-0.15,0.58,0.12
153,31.2,-100.92,-4.33,61.92,93.49,-240.4,0.82,0.53,0.96
154,9.9,-116.56,-50.4,137.63,-39.9,-137,0.41,0.4,0.99
155,-63,-120.59,-69.51,76.62,-52.77,63.4,-0.09,0.83,0.25
156,-43,-131.45,-37.18,-145.22,18.89,103,-0.59,0.47,0.15
157,12,-131.19,-11.64,-135.57,-81.94,-14,0.46,0.86,0.32
158,39,-124.65,-30.25,111.16,92.78,-209,0.78,0.55,1.14
159,-31,-147.69,-59.65,113.13,-74.99,-65,0.21,0.65,0.9
160,-41,-129.02,-31.59,34.92,30.53,120.69,-0.2,0.78,0.3
161,-30,-128.84,-4.19,-190.43,-72.58,38,-0.27,0.52,0.08
162,11.1,-116.99,12.06,-87.44,-30.66,-244,0.78,0.65,0.69
163,44,-109.49,-28.45,111.66,-58.03,-169,0.53,0.37,1.02
164,-37,-134.17,-51.86,88.34,-24.5,47.94,0.49,0.67,0.46
165,-45,-127.75,-17.17,-85.95,10.4,151.9,-0.38,0.62,0.36
166,-27,-134.98,21.44,-127.38,-108.05,-1,0.42,0.67,-0.03
167,19.5,-129.31,30.91,101.08,51.69,-161,0.75,0.69,1.17
168,30,-143.26,-23.62,93.31,-21.03,-118,0.07,0.23,1.14
169,-49,-159.81,-38.28,60.36,18.7,42.87,-0.11,0.92,0.29
170,-49,-147.3,-11.13,-168.76,16.6,171,-0.72,0.42,0.4
171,-4,-139.02,17.44,-102.1,-111.52,-1,0.41,0.57,0.29
172,0,-15.68,8,128.66,2.61,-173.6,0.74,0.57,1.1
173,41.2,-129.12,-0.56,140.79,-51.01,-105,-0.24,0.29,1.3
174,-14,-156.84,-46.94,31.17,-2.02,75.33,-0.14,0.8,0.26
175,-60,-135.65,-40.82,-220.68,-70.79,117,-0.24,0.65,0.21
176,-33,-131.25,-16.28,-66.94,-84.37,-190,0.56,0.57,0.42
177,9.92,-121.97,10.68,91.96,26.27,-188.5,0.66,0.53,0.88
178,36,-123.26,-34.38,-82.88,18.26,158.6,0.16,0.8,0.3
179,-47,-138.7,-65.9,-190.65,-126.07,-5,-0.53,0.57,0.27
180,-37,-155.26,-42.95,13,60.02,-233.1,0.06,0.62,-0.01
181,-22,-145.61,-5.54,84.47,-3.18,-129.6,0.78,0.53,0.83
182,26,-141.81,-4.52,97.43,12.82,38.15,0.02,0.34,0.74
183,10,-145.36,-48.04,-189.53,-20.56,141,0.1,0.7,0.63
184,-63,-147.6,-82.36,-134.76,-75.56,-18,-0.25,0.54,0.38
185,-48,-131.64,-60.19,80.04,-92.31,-145,0.41,0.82,0.11
186,-8,-124.71,-27.33,134.79,13.7,-88.6,0.78,0.4,0.93
187,29,-118.65,-25.77,-8.46,-10.47,100.2,-0.52,0.19,1.2
188,-4,-136.92,-85.88,-181.95,-31,41,-0.01,0.64,0.46
189,-57,-125.39,-83.47,-146.27,-27.06,-24,-0.19,0.69,0.11
190,-29,-116.75,-63.67,70.37,45.82,-184.9,0.65,0.66,0.52
191,-16,-107.31,-29.17,114.44,3.34,-33.22,0.72,0.07,1.1
192,33,-114.54,-26.18,-11.05,2.79,111.74,0.53,0.51,0.59
193,-4,-131.59,-79.59,-250.14,-86.09,-15,-0.3,0.64,0.45
194,-56,-105.07,-65.71,-4.82,28.93,-221.3,-0.11,0.66,-0.02
195,-34,-117.86,-45.1,60.6,18.37,-111.9,0.9,0.62,0.86
196,7.9,-110.33,-18.57,118.73,15.69,-61.5,0.59,0.09,1.05
197,32.5,-79.67,-29.86,-4.22,-48.62,129.8,0.4,0.57,0.72
198,-28,-101.69,-68.56,-223.66,-81.37,-17,-0.31,0.72,0.33
199,-50,-103.69,-52.24,40.19,86.18,-217.1,-0.16,0.56,0.09
200,-27,-102.33,-20.46,64.87,-68.55,-132,0.79,0.66,0.91
201,20.61,-94.27,-2.32,92.47,6.61,30.55,0.12,0.33,1.08
202,28.1,-90.67,-52.75,-60.46,107.56,125,-0.02,0.7,0.67
203,-57,-100.8,-78.71,-165.97,-96.66,-11,-0.37,0.51,0.45
204,-40,-94.74,-49.81,50.19,-21.47,-195,0.16,0.71,0.11
205,-33,-80.51,-21.17,110.65,-13.36,-105,0.67,0.77,0.91
206,20.62,-95.68,4.68,61.31,10.6,79.25,0.33,0.48,0.93
207,21.2,-82.56,-48.54,-211.43,4.71,108.5,-0.23,0.79,0.52
208,-42,-101.4,-78.65,-115.59,-51.21,-22,-0.35,0.5,0.21
209,-54,-121.76,-61.86,101.82,4.26,-154.4,0.55,0.78,0.3
210,-26,-110.7,-28.61,97.76,41.53,-130.7,0.51,0.41,1.05
211,35.6,-91.26,-22.67,90.85,-71.24,79.31,-0.38,0.14,0.85
212,12,-96.33,-75.99,-221.66,42.41,82.1,-0.05,0.83,0.51
213,-64,-91.27,-84.03,-132.01,-82.87,-16,0.12,0.38,0.21
214,-32,-96.79,-63.21,54.33,-92.89,-212,0.52,0.79,0.33
215,-8.2,-81.42,-27.88,115.06,21.11,-103,0.81,0.44,0.93
216,25.1,-60.53,-26.39,6.75,58.4,137.03,0.83,0.09,1.28
217,11,-74.05,-73.75,-223.22,-28.09,46,-0.29,0.58,0.36
218,-65,-64.67,-82.81,-46.07,10.55,-250,-0.14,0.71,0.07
219,-35,-68.98,-56.53,61.77,-35.02,-123,0.85,0.65,0.62
220,-1.4,-62.84,-27.9,120.75,44.79,-31.8,0.65,0.19,0.9
