,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,0.42,-88.39,-55.55,-51.25,50.11,-180,0.14,0.45,0.74
1,6.87,-87.12,-47.64,50.74,-23.16,1.61,0.19,0.48,0.64
2,64.7,-116.78,-5.35,17.09,-6.98,26.53,0.72,0.06,-0.03
3,51,-168.41,-28.87,161.6,-119.76,250,1.15,-1.37,-0.19
4,0.1,-165.08,-35.17,-87.15,-219.18,198,0.53,-1,-0.11
5,-20,-171.88,-25.61,-20.02,-9.24,0.42,0.45,-1.02,0.35
6,-40,-103.84,35.56,42.53,-50.24,-79.1,0.85,-1.37,0.23
7,20.3,-134.37,57.41,84.02,-136.27,78.4,50.13,-157.53,0
8,-3.3,-128.97,55.54,-4.08,3.16,-12.95,0.13,0.37,0.2
9,-20,-161.14,45.88,-37.89,-148.42,-79,0.32,0.57,0.72
10,29.71,-166.99,5.15,-153.31,-38.76,113,0.11,0.45,0.36
11,50,-136.16,-20.77,-93.5,101.6,196,0.68,-0.16,0.28
12,1.7,-108.11,-20.03,9.41,95.22,6.82,0.67,-1.26,0.13
13,-64,-77.09,-27.51,-28.16,116.39,-250,0.51,-0.92,0.03
14,-64,-48.15,-41.37,-62.69,110.34,-250,1.31,-0.84,-0.26
15,1.71,-50.1,-36.18,8.98,-15.02,6.6,0.36,0.16,0.41
16,1.3,-48.57,-31.14,8.03,-1.34,5,0.04,0.44,0.69
17,64.53,-59.66,-4.31,102.47,-46.88,250,0.06,0.6,0.72
18,65.03,-122.36,6.73,47.08,-250.14,250,0.35,0.06,0.49
19,31.7,-137.74,13.63,37.53,-75.88,122.7,1.64,-0.68,0.27
20,-10,-113.31,12.63,10.18,78.18,-41.69,0.89,-1.25,-0.15
21,-64.7,-76.22,25.49,60.33,138.79,-250,0.26,-0.97,-0.05
22,33.79,-11.49,50.34,97.6,246.98,129.4,1.76,-1.53,0.19
23,25.37,-18.93,51.87,6.06,-30.18,97.95,0.03,0.2,0.28
24,-4.55,-10.14,52.52,5.71,37.24,-17.57,0.11,0.52,0.4
25,-20.8,-75,15.66,-141.14,-250.14,-8,0.51,0.53,0.66
26,65,-85.23,-30.03,-175.53,-44.4,250,0.66,0.1,0.12
27,15.3,-85.38,-39.89,-32.18,-12.36,59.3,1.24,-0.8,0.46
28,-5.1,-48.67,-35.34,23.27,136.37,-19.7,0.26,-1.2,0.11
29,-64,-44.47,-58.36,-94.25,18.87,-250,0.35,-1.03,-0.04
30,-62,-12.48,-96.35,-162,131.75,-24,1.13,-0.55,-0.32
31,-5.8,-13.21,-85.21,24.69,-4.89,-22.65,0.54,0.03,0.23
32,14,-27.52,-77.45,12.38,-59.5,54.3,0.01,0.47,0.87
33,64.7,-67.57,-41.03,134.34,-151.35,250,0.02,0.42,0.68
34,50.5,-71.56,-36.65,16.04,-17.74,194.3,1.17,-0.04,0.01
35,-5.7,-95.82,-44.4,-24.02,-106.69,-22,0.69,-0.44,-0.13
36,-24,-92.42,-21.08,95.04,3.21,-93.95,0.17,-0.99,-0.06
