,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,2.96,-61.46,25.51,-95.63,69.37,11.39,0.41,0.94,0.39
1,-2.7,-33.22,-20.63,-178.23,101.29,-10,-0.18,-0.24,0.8
2,-3.6,-27.06,-68.56,-197.79,7.22,-26.7,-0.76,-0.71,0.27
3,2.56,-76.74,-52.55,5.93,-4.18,-14.18,-0.57,-0.98,0.37
4,-52.7,-108.37,9.9,60.89,-208.5,9.84,-0.71,-1.01,0.54
5,3.18,-88.39,28.86,245.93,-133.76,-20,0.41,-0.24,0.51
6,2.81,-81.44,26.2,68.16,58.43,12.27,-0.4,0.74,0.15
7,2.02,-49.61,10.21,-16.61,17.29,10.82,0.39,0.93,0.14
8,-9.4,-28.38,-25.36,-71.89,115.92,7.82,0.11,0.93,0.26
9,3.81,-27.88,-56.13,-138.95,69.8,-36,-0.69,-0.25,0.59
10,0.25,-18.47,-48.13,-120.27,-7.76,14.7,-0.66,-0.9,0.52
11,-13.94,-79.97,3.77,30.35,26.47,0.95,-0.8,-0.83,0.23
12,-37.8,-87.83,44.98,208.47,-250.14,-53,0.02,-0.83,0.79
13,3.36,-74.83,57.85,162.07,-39.31,-145,0.41,0.26,0.64
14,4.64,-69.89,53.53,45.69,39.29,12.96,0.13,1.09,-0.04
15,-6.76,-39.74,27.43,-17.61,12.13,17.83,0.46,0.86,0.22
16,-3,-50.71,-21.79,-106.89,110.76,-26,0.06,0.64,0.28
17,-4.3,-36.34,-40.74,-190.69,-54.35,-11,-0.36,-0.27,0.76
18,-0.3,-46.21,-35.88,-72.56,43.9,-16.8,-0.71,-0.85,0.5
19,-26.8,-91.07,15.81,21.44,-49.9,-1.37,-0.46,-0.78,0.36
20,-17,-109.7,64.45,207.27,-186.17,-10,0.2,-0.57,0.89
21,5.25,-108.48,67.86,191.3,-87.27,-65,0.11,0.32,0.39
22,2.3,-102.37,64.21,12.53,-10.43,20.25,0.27,1.01,0.2
23,-7.92,-36.57,14.18,-12.6,11.56,8.84,0.45,0.8,0.32
24,-5.72,3.09,-42.05,-197.85,250.13,-30,0.11,0.35,0.35
25,-9.12,9.29,-65.04,-215.79,149.27,-22,-0.33,-0.59,0.48
26,2.76,-7.01,-53.59,-91.39,19.97,-35.2,-0.68,-0.9,0.42
27,-41.07,-19.92,9.16,43.57,-69.9,10.64,-0.64,-0.82,0.28
28,-6.71,-4.69,39.66,250.13,-52.37,-157,0.03,0.56,0.28
29,12.79,-1.64,34.42,113.94,58.5,-25.9,0.44,0.89,0.4
30,3.67,42.2,18.94,-23.69,15.48,49.38,0.68,0.64,0.36
31,-12.2,85.31,-44.82,-63.12,182.95,14.1,-0.39,-0.28,0.51
32,-14.3,81.44,-69.46,-249.6,174.76,-47,-0.61,-0.92,0.33
33,5.16,72.87,-59.15,-97.42,-6.99,-55,-0.54,-0.84,0.24
34,10.54,10.19,-38.53,39.13,-26.44,19.92,-1.03,-1.07,0.51
35,-38.69,10.25,19.11,80.31,-246.97,40.6,0.39,-0.16,0.74
36,-3.19,9.71,40.43,227.38,6.21,-149.3,0.33,0.65,0.28
37,2.36,15.65,34.8,79.52,3.54,-12.27,0.38,0.72,0.4
38,-1.39,25.57,34.46,-24.56,29.27,9.09,0.23,0.72,0.57
39,-12.9,60,-14.01,-3.66,44.72,-5.36,-0.2,-0.11,0.75
40,-22.9,62.97,-61.73,-188.07,140.28,-50,-0.81,-1.15,0.56
41,0.59,57.77,-56.33,-186.22,16.44,-88,-0.65,-0.82,0.33
42,-2.31,-1.14,-11.29,19.56,-16.51,2.25,-0.22,-0.98,0.94
43,-37.6,-13.79,46.56,179.36,-229.18,-8,0.22,0.09,0.61
44,3.73,-5.92,64.88,229.51,-47.82,-145,0.06,0.86,-0.01
45,2.93,0.91,57.37,67.12,30,14.35,0.32,0.89,0.31
46,-5.37,1.62,26.64,-30.01,29.5,11.32,-0.12,0.7,0.35
47,3.12,25.18,-36.27,-124.29,1.6,-20.7,-0.02,-0.25,0.72
48,-6.08,35.53,-43.7,-245.69,94.82,12,-0.68,-1.09,0.48
49,3.22,33.87,-37.19,-27.27,40.89,-23.4,-0.42,-0.91,0.32
50,-15.3,-23.19,24.89,28.79,-4.78,12.44,0.19,-1.04,0.98
51,-32.7,-36.45,67.56,250.13,-221.95,-58,0.29,0.3,0.45
52,8.79,-53.61,70.73,170.29,-52.27,-126,0.06,1.06,0.02
53,-0.61,-42.47,65.21,9.69,-74.37,33.95,0.36,0.83,0.32
54,4.85,-24.22,22.83,-20.44,39.73,-2.35,-0.09,0.45,0.45
55,-9.95,-1.8,-33.55,-167.07,65.26,18.7,-0.62,-0.33,0.5
56,-6.11,9.94,-42.23,-218.6,78.56,-38,-0.15,-0.88,0.6
57,-2.38,11.29,-38.6,-31.48,45.66,-23.6,-0.43,-0.96,0.32
58,-19.5,-23.8,23.41,17.6,3.31,-9.2,0.24,-0.9,0.93
59,-23.7,-28.12,67.81,250.13,-137.62,-75,0.39,0.09,0.47
60,4.93,-17.48,66.02,180.2,-14.87,-91,0.19,1.11,0.03
61,2.8,-15.54,61.58,-9.17,39.85,19.05,0.33,0.83,0.39
62,-6.71,24.33,25.7,-16.65,8.12,10.8,-0.04,0.59,0.37
63,-20.1,82.24,-26.9,-143.71,157.32,-25,-0.29,-0.62,0.38
64,-1.92,73.34,-32.58,-197.42,231.56,-77,-0.62,-0.99,0.38
65,6.93,44.69,-22.8,-18.5,-27.44,-7.4,-0.71,-0.86,0.23
66,-21.56,3.82,39.29,41.99,-109.6,26.7,0.27,-0.44,0.87
67,-18.95,-6.37,71.35,250.13,-154.76,-83,0.23,0.63,0.39
68,5.62,-4.04,66.65,126.02,-37.46,-72,0.27,0.91,0.12
69,4.18,23.9,55.49,-18.98,11.02,21.72,0.5,0.71,0.52
70,-23.9,56.28,-9.23,-41.3,116.5,16.1,-0.53,-0.1,0.49
71,-16.4,57.39,-43.45,-250.14,126.63,-92,-0.72,-0.94,0.42
72,4.49,57.02,-38.71,-130.79,7.88,-63.3,-0.43,-0.78,0.27
73,-4.36,-7.04,1.29,21.24,3.31,17.33,-0.28,-1.2,0.87
74,-26.7,-14.42,56.65,163.16,-250.14,-16,0.16,0.03,0.45
75,5.62,-11.5,57.6,222.28,-27.69,-103,0.2,0.95,0.19
76,1.6,-9.72,48.07,1.08,11.24,21.63,0.4,0.65,0.61
77,-23.92,7.53,35.66,-35.65,9.15,6.17,-0.84,0.63,0.14
78,-29.8,44.17,-17.94,-48.05,59.37,-92.3,-0.62,-0.71,0.36
79,1.33,30.7,-28.92,-202.63,142.46,-11,-0.6,-1,0.6
80,3.89,23.25,-21.74,-39.06,-51.45,5.15,-0.52,-0.8,0.28
81,-14.1,-17.57,39.05,32.83,-30.1,15.02,0.23,0.36,0.41
82,-15.19,-8.67,75.54,247.33,-159.12,-54,0.42,0.87,0.54
83,6.72,-9.05,76.38,147.07,36.63,-58.6,0.3,0.67,0.54
84,0.03,5.46,72.83,7.15,0.69,25.95,0.15,0.41,0.73
85,-0.04,47.49,29.04,-9.64,60.02,0.13,-0.65,-0.83,0.59
86,-11.7,93.12,-10.76,-169.05,171.53,0,-0.55,-0.78,0.32
87,-4.96,84.13,-19.75,-148.38,185.94,-45,-0.55,-0.9,0.39
88,3.79,70.82,-10.53,-29.63,-26.41,-19,0.11,-0.3,0.52
89,-33.99,36.43,51.14,42.46,-44.71,14.62,0.28,0.59,0.44
90,-9.4,35.36,72.51,250.13,-124.79,-13,0.31,0.82,0.41
91,1.7,32.93,71.89,86.06,4.89,-36.17,0.34,0.88,0.49
92,-2.65,71.57,67.39,-0.14,-1.08,6.58,-0.3,0,0.51
93,-17.81,80.64,14.67,-15.54,163.73,-10,-0.72,-1.29,0.62
94,-12.9,78.33,-17.12,-201.11,43.15,-68,-0.31,-0.84,0.43
95,1.75,71.53,-11.8,-116.89,-0.61,-50,-0.26,-1.04,0.84
96,2.16,37.45,18.1,27.79,-17.63,6.73,0.12,0.06,0.73
97,-16.34,15.33,76.79,126.37,-127.33,8.3,0.25,0.78,0.24
98,-0.59,18.73,94.37,238.2,-81.5,-63,0.39,0.68,0.57
99,-2.39,18.93,86.48,72.44,18.93,-2.27,0.11,0.66,0.4
100,4.4,45.85,57.76,-23.74,7.66,-9.23,-0.05,-0.14,0.52
101,0.46,75.95,9.62,-110.86,112.63,17,-0.72,-0.89,0.37
102,-19.6,95.39,-28.08,-181.95,127.64,1.7,-0.29,-0.85,0.36
103,1.45,92.28,-17.32,-141.82,84.18,-75,-0.47,-0.91,0.81
104,6.72,97.32,-5.69,48.45,0.05,5.56,0.07,0.01,0.61
105,-28.59,46.3,56.15,51.08,31.73,25.94,0.15,0.72,0.15
106,-9.78,25.88,86.57,247.71,-188.44,-11,0.51,0.8,0.19
107,8.53,15.21,71.69,119.57,-72.8,-37,0.84,0.51,0.71
108,9.08,75.04,57.23,-54.67,-33.5,32.8,0.91,-0.48,0.95
109,31.36,121.41,7,-50.63,250.13,35,-0.77,-0.95,0.43
110,-9.5,134.67,-15.19,-189.56,205.08,121,-0.44,-0.88,0.32
111,-3.84,128.91,-4.87,-80.54,67.01,-36.8,-0.42,-0.88,0.79
112,-3.24,62.35,26.58,48.47,-5.5,-14.82,-0.02,0.19,0.5
113,-20.82,52.81,81.28,132.86,-250.14,-12,0.21,1.12,-0.17
114,-4.5,34.22,102.99,220.05,-28.66,-80,0.31,0.8,0.32
115,3.4,53.05,78.4,88.08,-64.6,-17.3,0.08,0.52,0.57
116,-5.07,98.37,47.07,-91.47,83.8,13.03,-0.68,-1.11,0.46
117,-16.66,108.85,1.51,-120.17,191.76,-19,-0.41,-1.06,0.31
118,-6.7,96.31,-14.17,-167.05,53.27,-64,-0.45,-0.82,0.17
119,6.85,80.33,1.59,-52.5,-36.19,-25,-0.09,-0.44,0.49
120,-5.67,15.25,62.06,70.4,-53.12,26.34,0.14,0.67,0.14
121,-8.55,-2.34,76.39,250.13,-250.14,-21,0.32,0.77,0.62
122,5.52,1.94,71.92,55.82,-66.4,-33,0.31,0.75,0.48
123,4.11,11.82,69.5,-13.31,19.79,21.33,-0.02,0.16,0.62
124,-13.55,61.03,26.35,-6.65,43.11,15.89,-0.45,-0.74,0.21
125,-26.6,93.57,-34.64,-164.65,199.51,-52,-0.48,-0.72,0.29
126,-4.58,74.98,-33.36,-231.08,135.33,-10,-0.4,-1.02,0.44
127,1.64,24.43,-20.98,7.95,-64.84,-17.68,0.11,-0.5,0.68
128,-21.3,-27.09,40.86,54.05,-194.37,6.32,0.26,0.47,0.29
129,-0.92,-27.1,67.89,250.13,-201.27,-82,0.53,0.73,0.5
130,0.9,34.3,57.03,118.39,1.23,-22.46,0.67,0.67,0.44
131,-20.67,75.71,2.06,-7.56,-0.93,-3.53,-0.06,-0.07,0.64
132,-25.6,84.9,-21.47,-39.16,248.97,3.47,-0.66,-1.19,0.34
133,-0.35,81.32,-22.85,-210.89,171.26,-79,-0.33,-0.79,0.34
134,-2.24,72.9,-4.71,-84.63,44.46,-98.4,-0.32,-0.86,0.63
135,-23.04,42.93,56.4,0.5,-4.13,-1.37,0.16,-0.34,0.53
136,0.56,41.74,80.24,77.44,-23.51,-8.66,0.31,0.66,0.35
137,4.99,42.51,70.17,250.13,-106.47,-88,0.46,0.62,0.5
138,6.23,57.78,44.21,95.73,5.67,2.14,0.28,0.46,0.55
139,-16.8,104.97,-8.45,-34.56,14.62,19.33,-0.52,-0.35,0.41
140,-12,118.6,-31.87,-99.02,71.62,24.07,-0.74,-1.16,0.39
141,4.67,113.72,-27.99,-200.28,191.98,-64,-0.82,-0.91,0.53
142,13.23,59.15,1.07,-86.18,66.19,-47.4,0.38,-0.14,0.78
143,-25.58,21.96,62.56,20.39,-3.52,18.05,-0.01,0.89,0.05
144,10.6,18.62,66.17,119.27,-207.31,51,0.52,0.68,0.54
145,1.9,17.79,58.24,248.04,-135.43,-98,0.14,0.51,0.49
146,4.71,66.9,31.66,10.59,-10.02,40.92,-0.05,-0.43,0.59
147,-29.1,81.02,-27.41,-28.08,4.58,7.32,-0.34,-0.78,0.21
148,-4.64,79.36,-35.38,-104.82,202.19,18,-0.75,-0.87,0.13
149,4.75,52.99,-31.45,-226.73,66.87,-112,-0.14,-0.92,0.88
150,-0.59,-5.39,6.28,-26.27,2.69,-17.86,0.26,0.12,0.33
151,-36.3,-28.09,68.86,17.98,-99.79,18.32,0.04,0.98,0.31
152,1.02,-19.37,61.42,154.1,-227.28,-2,0.04,0.73,0.48
153,6.97,-17.74,48.07,250.13,-86.18,-140,-0.12,0.5,0.34
154,-13.24,37.1,21.48,-30.38,30.85,3.91,-0.41,-0.79,0.21
155,-13.7,65.42,-43.97,-52.7,3.8,26.79,-0.12,-0.86,0.47
156,5.49,78.79,-45.87,-108.02,215.92,-51,-0.16,-0.88,0.46
157,4.82,88.77,-28.89,-250.14,115.55,-52,-0.17,-0.66,0.43
158,15.98,23.52,32.24,-4.95,62.9,21.13,0.18,0.55,0.28
159,-24.4,-20.26,74.84,70.79,51.3,18.63,0.3,0.88,0.32
160,5.08,-8.1,67.25,250.13,-250.14,61,0.28,0.65,0.61
161,9.46,26.72,40.5,166.92,-169.75,-94,-0.57,-0.34,0.27
162,-34.39,43.13,-9.33,-28.57,48.3,19.55,-0.94,-1.15,0.26
163,-34.1,54.37,-31.69,-103.89,141.54,36,-0.47,-0.89,0.08
164,1.32,52.08,-26.39,-189.4,61.8,-132,-0.83,-0.89,0.29
165,20.18,28.85,-14.03,-83.44,45.92,-131,0.36,0,0.7
166,-17.95,-5.88,47.82,26.08,-4.9,5.08,0.22,0.73,0.29
167,-18,-10.27,65.49,52.72,-91.76,77.93,0.32,0.73,0.49
168,6.76,-6.47,58.4,245.5,-130.08,-69,0.39,0.59,0.6
169,3.12,35.03,44.8,68.57,-16.08,-69.5,-0.22,-0.81,0.57
170,-36.93,96.34,-5.75,-26.14,16.73,26,-0.65,-0.9,0.17
171,-15.3,88.26,-13.74,-51.63,169.89,12,-0.36,-0.8,0.15
