,yaw,pitch,roll,g_x,g_y,g_z,a_x,a_y,a_z
0,-1.03,21.78,-46.24,5.49,-0.41,6.32,-0.18,-0.88,0.3
1,-2.09,7.64,-43.15,3.84,0.41,-3.99,-0.4,-1.01,0.31
2,-13.33,8.68,19.35,15.18,-56.7,-8.06,0.09,-0.53,0.74
3,-12.44,13.19,45.59,250.13,6.36,-51.47,0.29,0.61,0.33
4,2.52,29.08,21.37,99.61,23.11,-47.83,0.06,0.81,0.25
5,-13.8,49.54,-43.38,-94.15,61.66,8.99,-0.07,-0.81,0.72
6,-9.77,37.61,-71.24,-250.14,86.69,-53,-0.92,-1.14,0.32
7,7.64,29.52,-52.69,-110.61,-45.92,-37,-0.49,-1.05,0.46
8,-15,-33.89,10.46,72.39,-30.19,29.5,0.04,-0.3,0.55
9,-12.7,-32.9,32.59,250.13,-249.71,-58,0.46,0.58,0.27
10,4.83,-26.32,24.77,82.79,4.26,-48.98,0.39,1.04,0.13
11,-1.45,4.43,-30.46,-37.24,24.44,18.66,-0.21,0.38,0.5
12,5.23,36.3,-78.32,-222.92,116.02,-5,-0.03,-0.56,0.47
13,0.27,20.05,-83.87,-189.39,128.52,20,-0.55,-0.97,0.51
14,0,0.48,4,-24.34,-60.91,1.03,0.2,-0.57,0.48
15,0.81,0.62,-60.03,90.76,-79.21,3.15,0.39,0.61,0.4
16,-39.64,-11.55,2.67,250.13,-46.46,-153,0.4,1.15,0.01
17,-11.1,-23.32,27.28,91.76,-44.69,-43.1,0.5,0.84,0.2
18,13.61,-14.39,10.75,-73.14,35.13,52.35,-0.47,-0.49,0.39
19,-2.83,0.85,-11.28,-96.08,63.87,-10.9,-0.83,-0.97,0.32
20,1.17,-9.2,-74.59,-250.14,-46.18,4.5,-0.31,-0.87,0.21
21,8.48,-46.47,-91.31,-98.54,-81.82,-60,-0.27,-1.06,0.95
22,-8.5,-90.23,-40.1,20.24,-77.15,30.27,-0.04,0.14,0.36
23,-17,-106.64,19.87,198.79,-185.21,-32,-0.19,1.12,-0.05
24,-1.5,-104.18,33.22,230.45,-81.27,-68,0.31,0.92,0.26
25,-1.4,-68.69,-16.22,43.85,-8.75,-5.77,0.16,0.67,0.4
26,0.62,-36.19,-60.82,-27.42,-9.28,3.42,-0.49,-0.52,0.62
27,-9.1,-27.92,-70.34,-167.89,114.22,-5,-0.87,-1.01,0.37
28,-0.7,-45.93,-66.11,-176.57,114.65,2.4,-0.31,-0.8,0.26
29,-28.3,-80.85,-3.75,-40.53,21.15,-35.4,0.2,-0.96,1.05
30,-9.91,-86.43,43.34,15.75,-79.9,-3,0.23,0.47,0.56
31,-1.02,-82.95,42.26,181.96,-32.53,-38,0.33,0.88,0.22
32,-0.49,-71.86,21.14,-7.88,3.34,-3.95,0.45,0.97,0.41
33,-15,-39.22,-30.88,-87.46,34.95,-1.88,-0.55,0.05,0.39
34,-12,-41.34,-67.8,-206.51,110.98,-58,-0.55,-1,0.48
35,-2.6,-44.13,-63.6,-133.92,-17.65,-43,-0.38,-0.93,0.32
36,1.01,-38.57,-56.57,15.85,-21.18,-10,-0.19,-0.93,0.3
37,-26.23,-80.05,6.1,29.12,13.46,3.9,0.51,-0.96,0.96
38,-31.3,-77.24,59.33,249.66,-169.7,-10,0.17,0.41,0.34
39,6.35,-59.21,54.66,206.72,1.34,-120.5,0.38,0.97,0.31
40,-2.42,-57.73,28,-19.42,63.36,24.51,0.09,0.79,0.29
41,13.97,7.07,-11.12,-109.48,-2.62,-9.3,-0.01,0.07,0.51
42,0.58,41.93,-56.51,-153.57,250.13,53,-0.19,-1.07,0.32
43,1.25,36.98,-57.76,-172.92,139.82,2.2,-0.36,-0.98,0.32
44,3.81,-4.39,-30.55,-3.82,-16.18,4.82,-0.42,-1.03,0.73
45,-60.8,-33.06,32.16,108.31,-163.4,14,0.6,-0.3,0.73
46,5.76,-27.26,51.82,250.13,-110.03,-23,-0.13,0.78,0.05
47,3.49,-29.2,46,71.11,16.44,22.15,0.45,0.83,0.42
48,-0.56,-17.62,15.97,-23.7,-8.05,13.46,-0.02,0.78,0.15
49,-3.49,-0.14,-46.79,-126.12,41.67,-2.1,-0.44,0.03,0.72
50,-14.1,19.02,-66.09,-250.14,62.44,-13,-0.39,-1.06,0.47
51,2.16,12.43,-58.29,-75.16,73.78,-54.6,-0.39,-0.86,0.24
52,3.73,-47.44,-9.55,30.71,-27.24,8.33,-0.05,-1.03,0.84
53,-24.6,-43.15,52.93,194.75,-239.15,14,-0.57,-0.02,0.32
54,3.65,-63.03,71.18,250.13,-0.07,-95.1,0.14,0.89,0.2
55,-1.76,-60.22,64.59,69.69,-85.08,14.02,0.4,0.69,0.61
56,-9.94,4.03,19.12,-22.04,4.89,-6.81,0.15,0.23,0.52
57,-7.59,29.01,-43.57,-175.62,250.13,-38,-0.54,-0.52,0.42
58,-12.2,21.03,-59.18,-243.08,94.87,-29,-0.54,-0.96,0.19
